,broker,count,bamount,bcount,samount,scount,top3
720,上海华信证券有限责任公司上海宜山路证券营业部,1,0.0,0,6611.72,1,供销大集
721,中国银河证券股份有限公司兰溪三江路证券营业部,1,199.53,1,0.0,0,*ST三维
722,申万宏源证券有限公司上海徐汇区上中西路证券营业部,2,0.0,0,190.62,2,东方市场
723,恒泰证券股份有限公司上海小木桥路证券营业部,1,172.76,1,0.0,0,*ST三维
724,大通证券股份有限公司大连民意街证券营业部,1,0.0,0,562.58,1,海马汽车
725,东吴证券股份有限公司苏州西北街证券营业部,1,0.0,0,47.55,1,东方市场
726,中国银河证券股份有限公司深圳福永大道证券营业部,2,169.42,1,706.1,1,"*ST三维,奥联电子"
727,中信建投证券股份有限公司天津滨海新区展望路证券营业部,1,0.0,0,108.4,1,供销大集
728,华泰证券股份有限公司上海长宁区仙霞路证券营业部,3,1966.22,2,681.58,1,"丝路视觉,奥联电子,新华制药"
729,东北证券股份有限公司武汉香港路证券营业部,1,158.26,1,0.0,0,*ST三维
730,中原证券股份有限公司上海第一分公司,1,0.0,0,364.23,1,*ST三维
731,中银国际证券有限责任公司深圳中心四路证券营业部,1,0.0,0,183.45,1,*ST三维
732,方正证券股份有限公司杭州南山路证券营业部,2,0.0,0,2385.22,2,"安凯客车,*ST三维"
733,光大证券股份有限公司宁波甬江大道证券营业部,1,5278.56,1,0.0,0,利欧股份
734,西南证券股份有限公司北京海淀证券营业部,1,2865.42,1,0.0,0,智慧农业
735,中信证券股份有限公司上海世纪大道证券营业部,2,6476.8,1,4093.89,1,鱼跃医疗
736,安信证券股份有限公司深圳益田路证券营业部,1,652.2,1,0.0,0,智慧农业
737,海通证券股份有限公司嘉兴中山西路证券营业部,1,2876.32,1,0.0,0,盐湖股份
738,华泰证券股份有限公司深圳侨香路证券营业部,2,1840.09,2,0.0,0,"和佳股份,智慧农业"
739,方正证券股份有限公司重庆江北嘴证券营业部,1,1246.66,1,0.0,0,安凯客车
740,中国国际金融股份有限公司上海黄浦区湖滨路证券营业部,1,1240.97,1,0.0,0,鱼跃医疗
741,中泰证券股份有限公司上海陆家嘴浦电路证券营业部,1,514.55,1,0.0,0,智慧农业
742,信达证券股份有限公司温州新城大道证券营业部,1,0.0,0,1350.61,1,智慧农业
743,国泰君安证券股份有限公司三亚迎宾路证券营业部,1,1242.97,1,0.0,0,安凯客车
744,华泰证券股份有限公司无锡永乐路证券营业部,1,0.0,0,1159.65,1,智慧农业
745,国信证券股份有限公司南京洪武路证券营业部,1,0.0,0,1100.39,1,智慧农业
746,中信证券股份有限公司温岭万昌中路证券营业部,3,564.55,1,1463.18,2,"启迪设计,利欧股份,美格智能"
747,申万宏源证券有限公司深圳金田路证券营业部,1,0.0,0,1085.0,1,智慧农业
748,中国国际金融股份有限公司上海浦东新区世纪大道证券营业部,1,0.0,0,7693.08,1,鱼跃医疗
749,中国银河证券股份有限公司杭州艮山西路证券营业部,2,0.0,0,8092.31,2,"盐湖股份,建研院"
750,信达证券股份有限公司沈阳惠工街证券营业部,1,0.0,0,689.75,1,利欧股份
751,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,2,0.0,0,7737.81,2,"智慧农业,方大炭素"
752,安信证券股份有限公司上海杨浦区殷行路证券营业部,1,0.0,0,7228.63,1,鱼跃医疗
753,东方证券股份有限公司上海浦东新区耀华路证券营业部,1,0.0,0,6360.42,1,盐湖股份
754,国元证券股份有限公司淮南朝阳西路证券营业部,3,1200.88,1,3502.33,2,"京威股份,焦点科技,杭州园林"
755,方正证券股份有限公司上海杨高北路证券营业部,1,955.9,1,0.0,0,京威股份
756,中信证券股份有限公司金华中山路证券营业部,3,1483.26,2,1105.45,1,"京威股份,焦点科技,杭州园林"
757,银泰证券有限责任公司上海新村路证券营业部,2,0.0,0,3230.64,2,京威股份
758,东北证券股份有限公司长春东风大街证券营业部,1,0.0,0,478.17,1,京威股份
759,信达证券股份有限公司上海闵行区七莘路证券营业部,1,0.0,0,432.92,1,京威股份
760,中国银河证券股份有限公司襄阳证券营业部,1,0.0,0,261.49,1,京威股份
761,申万宏源证券有限公司上海闸北区洛川东路证券营业部,1,0.0,0,240.17,1,京威股份
762,华宝证券有限责任公司上海西藏中路证券营业部,1,1300.12,1,0.0,0,新华都
763,中国银河证券股份有限公司深圳罗湖证券营业部,1,0.0,0,1131.52,1,新华都
764,安信证券股份有限公司梅州新中路证券营业部,1,1000.82,1,0.0,0,焦点科技
765,中信建投证券股份有限公司重庆龙山路证券营业部,1,695.4,1,0.0,0,焦点科技
766,中山证券有限责任公司上海花园石桥路证券营业部,1,542.29,1,0.0,0,焦点科技
767,东北证券股份有限公司上海世纪大道证券营业部,1,0.0,0,2360.9,1,焦点科技
768,方正证券股份有限公司上海西藏南路证券营业部,1,0.0,0,1591.3,1,焦点科技
769,西南证券股份有限公司杭州庆春东路证券营业部,1,1316.09,1,0.0,0,皮阿诺
770,西部证券股份有限公司西安未央路第二证券营业部,1,672.06,1,0.0,0,皮阿诺
771,国元证券股份有限公司重庆观音桥步行街证券营业部,1,567.23,1,0.0,0,皮阿诺
772,华西证券股份有限公司深圳民田路证券营业部,1,454.49,1,0.0,0,皮阿诺
773,国联证券股份有限公司无锡五爱北路证券营业部,1,2584.9,1,0.0,0,二六三
774,国海证券股份有限公司桂林中山中路证券营业部,2,2816.77,2,0.0,0,"二六三,四通股份"
775,中国中投证券有限责任公司广州番禺桥南路证券营业部,1,2010.87,1,0.0,0,二六三
776,申万宏源西部证券有限公司北京丰北路证券营业部,1,0.0,0,2799.92,1,二六三
777,中国银河证券股份有限公司北京来广营证券营业部,1,0.0,0,2114.77,1,二六三
778,银泰证券有限责任公司北京马甸路证券营业部,1,379.95,1,0.0,0,瀛通通讯
779,兴业证券股份有限公司厦门鹭江道路证券营业部,1,374.24,1,0.0,0,瀛通通讯
780,华泰证券股份有限公司莱阳昌山路证券营业部,1,0.0,0,248.71,1,瀛通通讯
781,南京证券股份有限公司宁波锦寓路证券营业部,1,0.0,0,239.19,1,瀛通通讯
782,中信建投证券股份有限公司北京北辰西路证券营业部,1,0.0,0,517.82,1,美格智能
783,国泰君安证券股份有限公司重庆中山三路证券营业部,2,338.93,1,413.25,1,美格智能
784,东海证券股份有限公司北京安立路证券营业部,2,518.74,1,550.21,1,华通热力
785,万联证券股份有限公司东莞常平振兴三街证券营业部,1,0.0,0,508.58,1,华通热力
786,东方证券股份有限公司广州宝岗大道证券营业部,1,0.0,0,123.54,1,华通热力
787,华泰证券股份有限公司深圳益田路证券营业部,2,0.0,0,451.95,2,华通热力
788,光大证券股份有限公司上海淮海中路证券营业部,1,0.0,0,84.13,1,华通热力
789,华鑫证券有限责任公司珠海海滨南路证券营业部,1,816.88,1,0.0,0,科新机电
790,华西证券股份有限公司成都西玉龙街证券营业部,1,227.58,1,0.0,0,科新机电
791,安信证券股份有限公司东莞常平大道证券营业部,1,216.81,1,0.0,0,科新机电
792,中国银河证券股份有限公司德清证券营业部,1,0.0,0,651.95,1,科新机电
793,西南证券股份有限公司成都天府大道证券营业部,1,0.0,0,575.04,1,科新机电
794,华泰证券股份有限公司南通通州人民路证券营业部,1,1210.85,1,0.0,0,卫宁健康
795,广发证券股份有限公司北京朝阳门证券营业部,1,0.0,0,642.14,1,卫宁健康
796,中信证券股份有限公司杭州杭大路证券营业部,2,0.0,0,4554.02,2,"安凯客车,卫宁健康"
797,长江证券股份有限公司上海世纪大道证券营业部,1,1397.09,1,0.0,0,迪安诊断
798,国信证券股份有限公司深圳龙华证券营业部,1,0.0,0,1596.47,1,迪安诊断
799,信达证券股份有限公司北京西单北大街证券营业部,1,0.0,0,1371.51,1,迪安诊断
800,五矿证券有限公司杭州民心路证券营业部,1,0.0,0,1096.8,1,迪安诊断
801,光大证券股份有限公司上海世纪大道证券营业部,2,980.62,1,599.8,1,"哈三联,迪安诊断"
802,财达证券股份有限公司商丘神火大道证券营业部,1,723.48,1,0.0,0,启迪设计
803,财通证券股份有限公司海宁水月亭西路证券营业部,1,431.04,1,0.0,0,启迪设计
804,东吴证券股份有限公司苏州胥江路证券营业部,1,0.0,0,747.29,1,启迪设计
805,国信证券股份有限公司贵阳中华北路证券营业部,1,0.0,0,593.89,1,启迪设计
806,广州证券股份有限公司青岛福州南路证券营业部,2,548.85,1,613.76,1,"太辰光,英科医疗"
807,国泰君安证券股份有限公司上海静安区南京西路证券营业部,2,3121.94,2,0.0,0,"云铝股份,太辰光"
808,信达证券股份有限公司茂名迎宾路证券营业部,1,1241.19,1,0.0,0,川金诺
809,中信证券股份有限公司湖北分公司,3,1099.56,1,3856.8,2,"杭州园林,太辰光"
810,中泰证券股份有限公司武汉宝丰路证券营业部,2,3846.14,2,0.0,0,"和佳股份,西部牧业"
811,中信建投证券股份有限公司成都马家花园证券营业部,1,0.0,0,956.26,1,太辰光
812,华鑫证券有限责任公司广州广州大道中证券营业部,3,3653.05,1,4950.98,2,"恒银金融,太辰光"
813,国信证券股份有限公司佛山季华六路证券营业部,1,0.0,0,1221.07,1,川金诺
814,中信建投证券股份有限公司合肥长江西路证券营业部,1,0.0,0,1704.73,1,和佳股份
815,西部证券股份有限公司深圳科苑路证券营业部,1,0.0,0,1349.22,1,和佳股份
816,财通证券股份有限公司杭州江滨西大道证券营业部,1,0.0,0,1113.27,1,和佳股份
817,安信证券股份有限公司成都领事馆路证券营业部,1,0.0,0,949.58,1,和佳股份
818,国联证券股份有限公司成都锦城大道证券营业部,2,385.97,1,654.55,1,"奥联电子,爱司凯"
819,光大证券股份有限公司象山县象山港路证券营业部,1,768.17,1,0.0,0,达安股份
820,安信证券股份有限公司广州番禺万达广场证券营业部,1,578.23,1,0.0,0,达安股份
821,西藏东方财富证券股份有限公司慈溪三北西大街证券营业部,3,1268.02,1,2835.86,2,"中科信息,杭州园林,达安股份"
822,中原证券股份有限公司焦作分公司,1,0.0,0,949.69,1,达安股份
823,华鑫证券有限责任公司宁波沧海路证券营业部,2,1727.63,2,0.0,0,"岱勒新材,钧达股份"
824,万联证券股份有限公司绍兴解放南路证券营业部,1,0.0,0,694.84,1,岱勒新材
825,申万宏源西部证券有限公司南宁英华路证券营业部,3,2209.07,2,1099.08,1,中科信息
826,中信建投证券股份有限公司温州大南路证券营业部,2,1120.1,1,990.77,1,中科信息
827,国金证券股份有限公司成都双元街证券营业部,2,562.86,1,420.06,1,森霸股份
828,广发证券股份有限公司杭州钱江路证券营业部,1,0.0,0,2927.65,1,中科信息
829,广发证券股份有限公司杭州市天目山路证券营业部,1,0.0,0,1473.96,1,中科信息
830,爱建证券有限责任公司广州黄埔大道西证券营业部,1,8.91,1,0.0,0,九典制药
831,广发证券股份有限公司南京北京东路证券营业部,1,0.0,0,0.75,1,九典制药
832,广发证券股份有限公司韶关解放路证券营业部,1,0.0,0,0.75,1,九典制药
833,川财证券有限责任公司成都中新街证券营业部,1,14.12,1,0.0,0,威唐工业
834,国海证券股份有限公司南宁双拥路证券营业部,1,0.0,0,0.75,1,九典制药
835,爱建证券有限责任公司上海世纪大道证券营业部,2,18.5,2,0.0,0,"铭普光磁,威唐工业"
836,华鑫证券有限责任公司上海莘庄证券营业部,1,0.18,1,0.0,0,威唐工业
837,安信证券股份有限公司深圳沙头角证券营业部,1,0.0,0,1.09,1,威唐工业
838,长城证券股份有限公司前海分公司,1,0.0,0,1.09,1,威唐工业
839,国泰君安证券股份有限公司青岛南京路证券营业部,1,0.0,0,1.09,1,威唐工业
840,国泰君安证券股份有限公司顺德大良证券营业部,2,3278.86,1,1.09,1,"京威股份,威唐工业"
841,太平洋证券股份有限公司辽宁分公司,1,0.0,0,2.03,1,辰欣药业
842,国信证券股份有限公司北京朝阳北路证券营业部,1,0.0,0,2.03,1,辰欣药业
843,九州证券股份有限公司新疆分公司,1,655.67,1,0.0,0,万东医疗
844,申万宏源证券有限公司上海第二分公司,2,655.56,1,415.14,1,万东医疗
845,光大证券股份有限公司深圳龙华人民北路证券营业部,1,0.0,0,1024.66,1,万东医疗
846,国信证券股份有限公司烟台南大街证券营业部,2,0.0,0,1119.02,2,"和顺电气,万东医疗"
847,申万宏源证券有限公司淮安淮海西路证券营业部,1,0.0,0,588.26,1,万东医疗
848,海通证券股份有限公司长沙五一大道证券营业部,4,2102.97,2,1323.0,2,原尚股份
849,国泰君安证券股份有限公司深圳上步中路证券营业部,1,657.23,1,0.0,0,原尚股份
850,湘财证券股份有限公司福州东街证券营业部,2,712.58,1,734.17,1,原尚股份
851,中信证券（山东）有限责任公司淄博柳泉路证券营业部,2,0.0,0,1525.65,2,"英科医疗,掌阅科技"
852,广发证券股份有限公司沈阳北二中路证券营业部,1,0.0,0,2.25,1,掌阅科技
853,财通证券股份有限公司淳安新安大街证券营业部,1,0.0,0,1.25,1,掌阅科技
854,招商证券股份有限公司深圳深南东路证券营业部,1,0.0,0,1.25,1,掌阅科技
855,西南证券股份有限公司深圳滨河大道证券营业部,3,3495.97,2,1997.73,1,中通国脉
856,国泰君安证券股份有限公司台州临海证券营业部,1,650.19,1,0.0,0,纵横通信
857,海通证券股份有限公司肥城新城路证券营业部,1,0.0,0,2.12,1,傲农生物
858,南京证券股份有限公司深圳科园路证券营业部,1,570.69,1,0.0,0,纵横通信
859,方正证券股份有限公司贵阳中华中路证券营业部,1,0.0,0,2.03,1,傲农生物
860,方正证券股份有限公司南京文澜路证券营业部,1,0.0,0,1339.2,1,恒银金融
861,财富证券有限责任公司福州鳌峰路证券营业部,1,674.32,1,0.0,0,大理药业
862,德邦证券股份有限公司上海岳州路营业部,1,525.26,1,0.0,0,大理药业
863,华鑫证券有限责任公司贵州分公司,1,307.46,1,0.0,0,大理药业
864,湘财证券股份有限公司上海泰兴路证券营业部,2,1931.28,2,0.0,0,"乐心医疗,亚士创能"
865,太平洋证券股份有限公司开远灵泉东路营业部,1,0.0,0,4.96,1,亚士创能
866,申万宏源西部证券有限公司盐城解放北路证券营业部,1,0.0,0,2.48,1,亚士创能
867,新时代证券股份有限公司北京马家堡西路证券营业部,1,807.85,1,0.0,0,四通股份
868,国信证券股份有限公司昆明安康路证券营业部,2,0.0,0,773.1,2,"世纪天鸿,四通股份"
869,广发证券股份有限公司上海天山路证券营业部,2,0.0,0,1136.09,2,"当代明诚,四通股份"
870,安信证券股份有限公司上海樱花路证券营业部,1,350.28,1,0.0,0,拉夏贝尔
871,国融证券股份有限公司宁波翔云路证券营业部,1,225.8,1,0.0,0,拉夏贝尔
872,广发证券股份有限公司潮州潮枫路证券营业部,1,0.0,0,551.93,1,四通股份
873,爱建证券有限责任公司宁波碶闸街证券营业部,1,93.97,1,0.0,0,拉夏贝尔
874,中国中投证券有限责任公司成都新津五津北路证券营业部,1,51.78,1,0.0,0,拉夏贝尔
875,中信证券股份有限公司南京高楼门证券营业部,1,48.91,1,0.0,0,拉夏贝尔
876,江海证券有限公司上海仁德路证券营业部,1,0.0,0,4.8,1,拉夏贝尔
877,中国银河证券股份有限公司上海上南路证券营业部,1,0.0,0,4.8,1,拉夏贝尔
878,东北证券股份有限公司上海洪山路证券营业部,1,0.0,0,4.35,1,拉夏贝尔
879,光大证券股份有限公司温州划龙桥路证券营业部,1,4221.0,1,0.0,0,数据港
880,中国中投证券有限责任公司广州天河路证券营业部,1,2933.76,1,0.0,0,数据港
881,华泰证券股份有限公司广州环市东路证券营业部,1,914.21,1,0.0,0,数据港
882,海通证券股份有限公司成都人民西路证券营业部,2,856.74,1,493.45,1,"中科信息,数据港"
883,广发证券股份有限公司上海控江路证券营业部,1,0.0,0,483.15,1,数据港
884,招商证券股份有限公司温州新城大道证券营业部,1,0.0,0,405.06,1,数据港
885,信达证券股份有限公司大连中山路证券营业部,1,0.0,0,346.66,1,数据港
886,中国银河证券股份有限公司上海安业路证券营业部,1,0.0,0,345.83,1,数据港
887,华鑫证券有限责任公司西安群贤路证券营业部,3,1942.39,3,0.0,0,"东方市场,乐心医疗"
888,华泰证券股份有限公司太原体育路证券营业部,1,587.6,1,0.0,0,东方市场
889,华融证券股份有限公司长沙五一西路证券营业部,1,855.3,1,0.0,0,襄阳轴承
890,海通证券股份有限公司广州珠江西路证券营业部,1,668.43,1,0.0,0,襄阳轴承
891,华泰证券股份有限公司杭州解放东路证券营业部,1,0.0,0,126.61,1,襄阳轴承
892,宏信证券有限责任公司上海分公司,1,540.93,1,0.0,0,合金投资
893,长江证券股份有限公司大连西安路证券营业部,1,0.0,0,725.1,1,特力A
894,华泰证券股份有限公司广东分公司,1,0.0,0,90.5,1,襄阳轴承
895,中国银河证券股份有限公司武汉沌口宁康路证券营业部,1,0.0,0,468.46,1,特力A
896,国海证券股份有限公司上海世纪大道证券营业部,2,0.0,0,145.26,2,东方市场
897,兴业证券股份有限公司晋江泉安路证券营业部,1,0.0,0,90.5,1,襄阳轴承
898,兴业证券股份有限公司武汉公正路证券营业部,1,0.0,0,65.16,1,襄阳轴承
899,中天证券股份有限公司沈阳南六东路证券营业部,1,0.0,0,46.44,1,东方市场
900,中国银河证券股份有限公司上海共康路证券营业部,1,0.0,0,354.67,1,合金投资
901,中信证券股份有限公司桐庐迎春南路证券营业部,1,0.0,0,453.17,1,特力A
902,中国银河证券股份有限公司上海肇嘉浜路证券营业部,1,0.0,0,40.18,1,东方市场
903,第一创业证券股份有限公司佛山绿景三路证券营业部,1,0.0,0,249.21,1,合金投资
904,财通证券股份有限公司杭州金城路证券营业部,1,0.0,0,229.94,1,合金投资
905,华泰证券股份有限公司福州六一中路证券营业部,1,0.0,0,219.39,1,合金投资
906,国泰君安证券股份有限公司深圳福华三路证券营业部,1,3088.7,1,0.0,0,云铝股份
907,中信证券股份有限公司北京金融大街证券营业部,1,3042.27,1,0.0,0,云铝股份
908,英大证券有限责任公司深圳园岭三街证券营业部,1,1154.78,1,0.0,0,紫光国芯
909,光大证券股份有限公司北京月坛北街证券营业部,1,2108.72,1,0.0,0,云铝股份
910,中信证券股份有限公司湖南分公司,2,1099.92,1,1015.23,1,紫光国芯
911,东方证券股份有限公司上海闸北区中兴路证券营业部,1,0.0,0,6176.89,1,云铝股份
912,浙商证券股份有限公司三门南山路证券营业部,1,0.0,0,1516.28,1,安凯客车
913,华泰证券股份有限公司无锡苏锡路证券营业部,1,0.0,0,4604.61,1,云铝股份
914,中信证券股份有限公司杭州市心南路证券营业部,1,0.0,0,2597.14,1,紫光国芯
915,中国中投证券有限责任公司榆林长城南路证券营业部,1,0.0,0,1389.43,1,甘肃电投
916,中信证券股份有限公司北京北三环中路证券营业部,1,0.0,0,2639.44,1,云铝股份
917,财通证券股份有限公司建德严州大道证券营业部,1,0.0,0,397.05,1,甘肃电投
918,浙商证券股份有限公司嘉兴梅湾街证券营业部,1,0.0,0,312.52,1,甘肃电投
919,华泰证券股份有限公司上海徐汇区天钥桥路证券营业部,4,13675.01,3,6697.54,1,"方大炭素,新华都"
920,海通证券股份有限公司昆明东风西路证券营业部,2,0.0,0,3051.58,2,新华都
921,海通证券股份有限公司深圳分公司红岭南路证券营业部,2,0.0,0,3483.25,2,新华都
922,兴业证券股份有限公司杭州清泰街证券营业部,1,2737.32,1,0.0,0,金利科技
923,国泰君安证券股份有限公司上海银城中路证券营业部,2,1607.58,2,0.0,0,"东山精密,三超新材"
924,申万宏源证券有限公司上海长宁区双流路证券营业部,1,0.0,0,4354.64,1,东山精密
925,中信建投证券股份有限公司北京丹棱街证券营业部,1,0.0,0,2842.44,1,金利科技
926,华鑫证券有限责任公司上海淞滨路证券营业部,1,1155.18,1,0.0,0,九安医疗
927,中国银河证券股份有限公司上海恒丰路证券营业部,1,0.0,0,2530.4,1,东山精密
928,华安证券股份有限公司重庆分公司,1,0.0,0,2216.09,1,金利科技
929,长江证券股份有限公司胶州北京东路证券营业部,1,0.0,0,650.07,1,九安医疗
930,海通证券股份有限公司宁波解放北路证券营业部,1,0.0,0,598.77,1,九安医疗
931,中国国际金融股份有限公司北京建国门外大街证券营业部,2,951.3,1,1274.7,1,"英派斯,东山精密"
932,上海华信证券有限责任公司太原长治路证券营业部,1,0.0,0,337.66,1,九安医疗
933,广发证券股份有限公司西安南广济街证券营业部,1,2589.88,1,0.0,0,京威股份
934,国泰君安证券股份有限公司石家庄建华南大街证券营业部,1,0.0,0,2598.97,1,京威股份
935,信达证券股份有限公司北京裕民路证券营业部,1,0.0,0,2546.47,1,京威股份
936,中银国际证券有限责任公司青岛香港中路证券营业部,1,0.0,0,1984.47,1,京威股份
937,中信证券股份有限公司东莞东城路证券营业部,1,819.98,1,0.0,0,煌上煌
938,国信证券股份有限公司中山分公司,1,567.59,1,0.0,0,钧达股份
939,中信证券股份有限公司南京庐山路证券营业部,1,313.39,1,0.0,0,美格智能
940,财富证券有限责任公司长兴道园路证券营业部,1,514.83,1,0.0,0,钧达股份
941,平安证券股份有限公司深圳商报路天健创业大厦证券营业部,1,0.0,0,495.52,1,煌上煌
942,中国中投证券有限责任公司北京朝阳路证券营业部,1,0.0,0,245.78,1,钧达股份
943,方正证券股份有限公司扬州新城河路证券营业部,1,0.0,0,434.67,1,煌上煌
944,申万宏源西部证券有限公司盐城解放南路证券营业部,1,0.0,0,232.68,1,钧达股份
945,财富证券有限责任公司长沙曙光中路证券营业部,1,378.39,1,0.0,0,沃特股份
946,国海证券股份有限公司重庆建新西路证券营业部,1,335.6,1,0.0,0,沃特股份
947,华福证券有限责任公司长乐吴航路证券营业部,1,259.81,1,0.0,0,沃特股份
948,中信证券股份有限公司义乌城中中路证券营业部,1,193.57,1,0.0,0,沃特股份
949,中国银河证券股份有限公司北京望京证券营业部,2,0.0,0,818.08,2,"沃特股份,三超新材"
950,国泰君安证券股份有限公司兰州酒泉路证券营业部,1,0.0,0,433.04,1,沃特股份
951,中信建投证券股份有限公司广州番禺国泰路证券营业部,1,0.0,0,350.73,1,沃特股份
952,中信证券股份有限公司广州花城广场证券营业部,1,0.0,0,273.4,1,沃特股份
953,国海证券股份有限公司南宁燕敦路证券营业部,1,0.0,0,226.47,1,沃特股份
954,华泰证券股份有限公司南京江宁金箔路证券营业部,1,1070.62,1,0.0,0,川恒股份
955,中国银河证券股份有限公司南京江宁竹山路证券营业部,1,896.92,1,0.0,0,川恒股份
956,信达证券股份有限公司青岛麦岛路证券营业部,1,502.1,1,0.0,0,川恒股份
957,华安证券股份有限公司铜陵淮河路证券营业部,1,482.95,1,0.0,0,川恒股份
958,华安证券股份有限公司蚌埠分公司,1,0.0,0,1144.88,1,川恒股份
959,国元证券股份有限公司池州青阳路证券营业部,1,0.0,0,848.96,1,川恒股份
960,国信证券股份有限公司海南分公司,1,0.0,0,640.35,1,川恒股份
961,东莞证券股份有限公司南京分公司,1,0.0,0,512.53,1,川恒股份
962,广发证券股份有限公司汕头潮南峡山证券营业部,1,986.25,1,0.0,0,华通热力
963,长江证券股份有限公司成都天府大道证券营业部,1,0.0,0,283.35,1,英派斯
964,中信证券股份有限公司杭州延安路证券营业部,2,0.0,0,1626.67,2,"华通热力,索通发展"
965,万联证券股份有限公司广州增城荔乡路证券营业部,1,334.61,1,0.0,0,大博医疗
966,方正证券股份有限公司合肥黄山路证券营业部,1,152.24,1,0.0,0,大博医疗
967,国泰君安证券股份有限公司南昌站前路证券营业部,1,0.0,0,6.1,1,大博医疗
968,东海证券股份有限公司上海虹口区中山北一路证券营业部,2,23.19,2,0.0,0,"铭普光磁,阿石创"
969,招商证券股份有限公司深圳后海证券营业部,1,8.94,1,0.0,0,铭普光磁
970,中信证券股份有限公司天津大港证券交易营业部,1,0.0,0,1.5,1,铭普光磁
971,东莞证券股份有限公司东莞南城分公司,1,0.0,0,1.35,1,铭普光磁
972,东莞证券股份有限公司东莞运河西路证券营业部,1,0.0,0,1.35,1,铭普光磁
973,广州证券股份有限公司广州中山八路证券营业部,1,0.0,0,1.35,1,铭普光磁
974,申万宏源证券有限公司上海浦东新区云台路证券营业部,1,0.0,0,1337.91,1,西部牧业
975,世纪证券有限责任公司北京平安大街证券营业部,1,0.0,0,574.78,1,西部牧业
976,联讯证券股份有限公司广州分公司,1,0.0,0,552.83,1,西部牧业
977,中国银河证券股份有限公司广州环市东路证券营业部,1,0.0,0,474.34,1,西部牧业
978,广发证券股份有限公司文昌谷鸿大道证券营业部,1,504.7,1,0.0,0,和顺电气
979,兴业证券股份有限公司南昌青山南路证券营业部,1,442.67,1,0.0,0,和顺电气
980,招商证券股份有限公司临沂北园路证券营业部,2,425.85,1,427.96,1,和顺电气
981,中信证券（山东）有限责任公司淄博美食街证券营业部,1,0.0,0,822.45,1,和顺电气
982,国盛证券有限责任公司郑州商务内环路证券营业部,1,0.0,0,283.01,1,和顺电气
983,中国民族证券有限责任公司哈尔滨东大直街证券营业部,1,4202.46,1,0.0,0,科恒股份
984,华鑫证券有限责任公司北京平安大街证券营业部,2,1325.23,1,1401.91,1,京天利
985,申万宏源证券有限公司九江九瑞大道证券营业部,1,0.0,0,661.93,1,京天利
986,申万宏源证券有限公司上海黄浦区广东路证券营业部,1,0.0,0,505.56,1,京天利
987,兴业证券股份有限公司温州分公司,1,0.0,0,554.56,1,红相电力
988,平安证券股份有限公司江苏分公司,1,0.0,0,401.19,1,红相电力
989,国海证券股份有限公司深圳宝安裕安路证券营业部,1,324.1,1,0.0,0,科大国创
990,大同证券有限责任公司安阳人民大道证券营业部,1,234.82,1,0.0,0,科大国创
991,财通证券股份有限公司绍兴凤林西路证券营业部,1,0.0,0,856.27,1,科大国创
992,中国银河证券股份有限公司北京陶然桥证券营业部,2,579.14,1,467.03,1,"中科信息,科大国创"
993,上海证券有限责任公司商城路证券营业部,1,0.0,0,399.56,1,科大国创
994,兴业证券股份有限公司成都航空路证券营业部,1,615.52,1,0.0,0,爱司凯
995,华泰证券股份有限公司南通环城西路证券营业部,1,462.17,1,0.0,0,爱司凯
996,长城证券股份有限公司晋中安宁街证券营业部,1,0.0,0,578.44,1,爱司凯
997,广发证券股份有限公司西安金花北路证券营业部,1,0.0,0,145.2,1,爱司凯
998,浙商证券股份有限公司缙云溪滨北路证券营业部,1,0.0,0,114.69,1,爱司凯
999,东北证券股份有限公司福州五一中路证券营业部,1,375.67,1,0.0,0,三超新材
1000,华泰证券股份有限公司上海国宾路证券营业部,2,366.31,1,303.27,1,"三超新材,英飞特"
1001,海通证券股份有限公司上海崮山路证券营业部,2,727.83,2,0.0,0,"英飞特,三超新材"
1002,安信证券股份有限公司唐山大里北路证券营业部,1,286.5,1,0.0,0,三超新材
1003,长江证券股份有限公司东营北一路证券营业部,2,587.52,1,264.44,1,"英科医疗,三超新材"
1004,华泰证券股份有限公司上海浦东新区妙境路证券营业部,2,1910.33,1,2104.35,1,丝路视觉
1005,中信证券股份有限公司福建分公司,1,0.0,0,354.55,1,乐心医疗
1006,安信证券股份有限公司上海杨高南路证券营业部,1,0.0,0,332.74,1,乐心医疗
1007,中信证券（山东）有限责任公司平度人民路证券营业部,1,0.0,0,312.95,1,乐心医疗
1008,东吴证券股份有限公司昆山前进中路证券营业部,1,0.0,0,248.36,1,乐心医疗
1009,中信证券股份有限公司宜春高士路证券营业部,1,0.0,0,705.34,1,丝路视觉
1010,国信证券股份有限公司无锡梁溪路证券营业部,1,524.4,1,0.0,0,英飞特
1011,安信证券股份有限公司汕头金砂路第一证券营业部,1,0.0,0,249.95,1,英飞特
1012,国泰君安证券股份有限公司上海牡丹江路证券营业部,1,706.46,1,0.0,0,奥联电子
1013,中国中投证券有限责任公司南昌叠山路证券营业部,1,0.0,0,747.66,1,奥联电子
1014,广发证券股份有限公司上海民生路证券营业部,1,777.82,1,0.0,0,富瀚微
1015,国泰君安证券股份有限公司宜春中山中路证券营业部,1,497.06,1,0.0,0,富瀚微
1016,招商证券股份有限公司武汉中北路证券营业部,1,0.0,0,2532.84,1,开立医疗
