code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg
35,中国天楹,0.17,-53.81,10.82,21172.45,-7.22,21.59,44.8436,980.4997,0.7916,6.3164,56.9945,6.2057,58.0112,1.3324,270.1891,18.791,-7.2178,11.4617,36.3597,-53.8108,11.4617
36,华联控股,1.18,1812.48,49.66,134854.24,1845.78,62.09,71.7344,2171.7438,1.9023,863.8492,0.4167,0.1456,2472.5275,0.3362,1070.7912,430.9525,1328.8796,50.0077,50.461999999999996,1812.4797,65.5244
37,深南电A,2.17,-306.67,101.34,130669.48,-305.9,83.01,8.3342,1574.089,2.6114,5.5019,65.4319,3.8305,93.9825,0.5838,616.6495,,,,,,
38,深大通,0.93,1396.45,6.81,23325.44,3830.87,22.66,40.0779,1029.1963,3.1499,4.5192,79.6601,1.0305,349.345,0.48200000000000004,746.888,236.9654,2882.7057,3202.4617,758.4608,1396.4516,4277.1001
39,中集集团,0.14,-80.56,2.0,53966.0,-72.66,1.05,18.8404,51111.652,17.1597,4.6061,78.1572,2.4527,146.77700000000002,1.0551,341.1999,-12.9063,-67.6498,10.2548,16.7207,-80.5556,2.609
40,东旭蓝天,0.19,46.15,2.85,17537.95,182.64,4.64,16.5999,3773.5017,2.8219,6.9922,51.4859,1.0262,350.8088,0.3873,929.512,126.5375,182.6017,727.1056,155.4026,46.1538,726.9646
42,中洲控股,0.4,-52.74,4.57,26053.26,-35.06,3.21,29.2134,8115.7553,12.2072,93.4154,3.8538,0.336,1071.4286,0.3587,1003.6242,60.7773,-44.5944,4.3617,18.4401,-52.7396,4.8072
43,中航地产,0.24,-59.77,4.02,16139.09,-59.77,2.55,20.1821,6322.6936,9.4798,13.1343,27.4092,0.5941,605.9586,0.4848,742.5743,14.5673,-62.9595,0.6919,-5.0165,-59.7739,3.156
45,,,,,,,-7.28,5.8476,1198.2002,2.3655,5.9466,60.5388,3.8103,94.4807,0.4943,728.3027,-2.327,-1127.048,58.1977,38.7349,-950.0,7.587000000000001
46,泛海控股,0.6,36.36,18.17,310910.49,53.9,16.69,41.4953,18621.5678,3.5836,23.1414,15.5565,0.1839,1957.5856,0.1646,2187.1203,97.2521,29.1792,64.1794,41.8058,36.3636,78.112
48,康达尔,0.02,-97.06,0.82,596.08,-97.08,0.38,17.6909,1561.2309,3.9952,36.1571,9.9566,2.7922,128.9306,1.3780000000000001,261.2482,-32.1799,-97.1375,2.9556,0.9757,-97.0577,1.8779
49,德赛电池,1.24,10.89,24.6,25530.13,10.89,2.92,9.7084,8724.4123,42.5075,4.308,83.5655,9.4967,37.9079,2.3074,156.0198,3.4411,13.4998,25.238000000000003,51.2323,10.8942,24.1418
50,深天马A,0.41,-17.12,4.21,56917.74,2.61,,,,,5.347,67.3275,6.9418,51.8597,1.0421,345.4563,1.9635,2.4487,3.8543,0.2342,-17.119,3.8543
55,方大集团,0.91,550.0,38.83,69795.64,550.64,16.6,38.2671,4203.8662,5.3274,2.2429,160.5065,1.5553,231.4666,0.9383,383.6726,64.8273,861.6463,72.5816,52.0346,550.0,79.1792
56,皇庭国际,0.1,11.11,2.24,11347.58,195.93,34.82,69.9248,325.8399,0.2838,7.2466,49.6785,192.9518,1.8658,0.2926,1230.3486,21.4515,203.5766,10.1703,33.0776,11.1111,2.5122
58,深赛格,0.14,44.93,7.11,10756.02,44.88,15.99,13.9637,672.3843,0.8567,9.0203,39.91,1.0989,327.6003,0.514,700.3891,-9.3252,31.7329,4.6517,-2.5389,44.926,4.9538
59,华锦股份,1.13,438.1,18.5,180324.35,448.62,6.19,28.1852,29103.9423,18.1963,200.7375,1.7934,6.0389,59.6135,2.7717,129.8842,-5.8409,409.79,20.2526,4.8473,438.0952,20.5669
60,中金岭南,0.15,66.67,4.31,32322.88,60.85,2.14,11.1319,15059.1143,6.8059,33.9876,10.5921,6.6906,53.8068,2.7512,130.852,-11.0923,31.1406,4.1314,6.8393,66.6667,4.599
61,农产品,0.05,330.58,1.83,8845.95,330.35,4.37,34.9203,2020.0791,1.1904,26.9031,13.3814,2.8374,126.8767,0.6911,520.9087,16.3204,110.7093,2.688,6.9287,330.5785,0.6877
62,深圳华强,0.59,6.26,11.24,42586.09,13.39,7.68,19.1587,5544.599,7.6867,6.2379,57.7117,4.6448,77.506,1.6499,218.195,172.6426,17.6857,10.9582,11.9741,6.2635,10.5232
63,中兴通讯,-0.57,-173.08,-8.4,-235741.8,-173.49,-2.32,30.7533,101233.18199999999,24.1916,3.9506,91.1254,3.0123,119.51,0.9727,370.1038,1.0448,-137.6408,-5.683,17.1613,-173.0769,-10.9876
65,,,,,,,5.26,11.8693,8761.9234,17.0796,5.5588,64.7622,12.5482,28.6894,1.1209,321.1705,104.4516,129.2563,69.1696,83.5751,15.8537,64.0116
66,,,,,,,0.04,9.7982,69128.1649,52.2276,11.5528,31.1613,13.7575,26.1675,2.0013,179.8831,-5.2206,,9.215,3.5604,-192.5926,6.9528
68,华控赛格,0.01,41.43,1.61,997.52,42.39,3.35,42.4144,297.5632,0.2955,2.5172,143.016,23.1506,15.5504,0.5119,703.2624,74.4023,7.2476,20.9108,73.3424,41.4286,1.6241
69,,,,,,,19.41,53.2583,35481.1048,4.3239,81.4857,4.418,0.2783,1293.5681,0.3772,954.4008,10.0656,39.4332,14.0836,26.9626,31.7896,14.7858
70,特发信息,0.62,86.47,11.9,19578.51,112.94,4.24,17.3052,4612.418,14.7127,3.741,96.23100000000001,3.6142,99.6071,1.4741,244.2168,88.2775,101.60799999999999,13.4824,25.2455,86.4736,12.0006
78,,,,,,,3.07,14.8733,13605.9217,5.1377,2.1629,166.4432,9.0809,39.6436,1.0676,337.2049,22.3803,-3.7884,174.2786,30.5526,-70.9618,197.39
88,盐田港,0.18,-19.3,6.18,35182.45,-19.23,123.99,50.0883,283.7369,0.146,,,,,,,13.9907,-26.3792,6.7084,4.8014,-19.3045,6.7954
89,深圳机场,0.27,0.15,5.38,56243.09,7.79,18.52,27.2644,3036.3086,1.4805,9.7383,36.9674,447.2615,0.8049,1.192,302.0134,2.8368,7.8846,4.5361,4.3903,0.146,4.4549
90,,,,,,,7.19,22.180999999999997,6209.0177,5.1837,11.087,32.4705,0.5003,719.5683,0.4254,846.2623,-1.7215,13.7001,2.2185,16.5328,-47.5521,2.0862
96,广聚能源,0.55,96.43,13.69,29288.74,98.9,32.35,18.7946,905.0961,1.7141,311.5231,1.1556,34.0097,10.5852,0.6866,524.3227,-9.2942,98.7314,14.1271,9.5993,96.4286,14.2038
99,中信海直,0.14,-49.91,3.07,8592.95,-49.28,7.33,19.1533,1171.9252,1.9336,2.7757,129.697,2.6734,134.66,0.8233,437.2647,-9.1108,-48.2926,2.2031,-1.3819,-49.9106,2.0513
100,,,,,,,1.5,16.9088,106473.5,8.7175,7.8382,45.9289,8.0966,44.4631,1.6422,219.2181,1.8111,-33.8225,21.5718,31.6603,-38.7202,-5.9695
150,宜华健康,1.66,1289.88,36.35,74438.61,1342.25,57.41,25.9157,1296.4571,2.8951,5.0491,71.2998,0.7842,459.0666,0.3814,943.8909,25.7199,1248.9346,49.1373,58.2539,1289.8829,44.4252
151,,,,,,,5.7,11.6183,1767.3612,5.9712,40.9129,8.7992,17.7685,20.2606,0.8917,403.7232,45.7696,-24.8915,-1.6954,-14.3619,-25.0495,-1.7071
153,丰原药业,0.15,41.43,3.98,4583.63,41.52,2.25,26.6128,2033.6834,6.5152,4.309,83.5461,5.4812,65.679,1.9146,188.0288,30.8429,45.2634,-2.6574,8.0291,41.4258,0.1821
155,*ST川化,1.85,-254.17,-87.19,86858.33,-253.64,47.92,3.1662,1812.3979,1.4269999999999998,5.7454,62.6588,,,1.1111,324.0032,467.031,,,308.8136,-254.1667,-300.5331
156,,,,,,,19.54,44.8911,3081.184,2.1496,6.2615,57.4942,30.3716,11.8532,0.3922,917.8989999999999,7.7875,12.7749,9.2433,10.7128,5.0,9.2692
157,中联重科,-0.12,-1300.0,-2.44,-93369.75,-1218.64,-4.66,23.8623,20022.5167,2.6124,0.669,538.1166,1.1354,317.0689,0.2791,1289.8603,-3.5215,-1092.5779,-6.9298,-4.8889,-1300.0,-7.82
158,常山股份,0.28,16.67,6.27,34991.45,40.32,3.18,7.5995,10974.3231,8.6313,6.987,51.5243,5.1721,69.6042,1.6213,222.044,23.2802,39.5114,5.7271,17.0202,16.6667,5.7108
159,国际实业,0.07,-37.11,1.61,3521.76,-37.14,6.73,17.3172,523.2026,1.0874,4.5933,78.375,0.4979,723.0368,0.272,1323.5294,-23.0288,-40.2984,1.0368,5.6716,-37.1134,1.1687
166,申万宏源,0.27,-67.07,10.59,540905.83,-55.5,36.74,42.3685,14719.9761,0.7339,,,,,,,,-55.5191,4.2561,-17.4117,-67.0732,4.1217
301,东方市场,0.12,-11.74,4.0,14737.93,-11.79,18.58,43.795,793.1102,0.6509999999999999,19.7267,18.2494,0.8383,429.4405,0.578,622.8374,14.2702,-11.9235,7.1876,12.9721,-11.7433,7.2017
333,美的集团,2.29,-23.41,26.88,1468435.7,15.56,9.23,27.305999999999997,159044.041,24.6245,13.3503,26.9657,8.8676,40.5972,1.4865,242.1796,14.882,16.4207,23.1032,32.4109,-23.4114,24.237
338,潍柴动力,0.61,74.29,7.65,244118.86,75.55,2.61,22.6258,93183.5214,23.3039,9.1749,39.2375,5.1625,69.7337,1.3892,259.142,26.4021,66.2874,6.7947,42.7578,74.2857,0.0278
400,许继电气,0.86,20.57,13.02,86892.5,20.58,9.04,23.2697,9607.0096,9.5276,1.2526,287.4022,3.9473,91.2016,0.8270000000000001,435.3083,30.7734,16.7057,9.8797,14.5227,20.5681,12.2095
401,,,,,,,0.42,24.1735,12335.1549,9.1539,8.3702,43.0097,6.0760000000000005,59.2495,1.2694,283.5986,11.045,,-1.4574,0.4816,-103.0636,-0.7467
402,金融街,0.94,25.33,10.6,280437.04,24.46,14.12,30.0345,19852.5437,6.642,22.2015,16.2151,0.2289,1572.7392,0.2405,1496.8815,27.5481,24.3058,7.337000000000001,6.7723,25.3333,8.8506
403,,,,,,,9.49,56.0187,567.4364,2.0817,403.7639,0.8916,0.8489,424.0782,1.1352,317.1247,13.4262,-33.6915,4.0766,-1.7380000000000002,-29.3929,10.7694
404,华意压缩,0.45,15.77,10.77,25229.08,15.79,3.62,13.7183,6965.0889,12.446,5.3993,66.6753,7.4497,48.3241,1.2156,296.15,1.5888,19.3446,9.6316,16.2397,15.7678,9.2767
407,胜利股份,-0.35,-975.0,-14.18,-29268.85,-1118.42,-11.04,12.9726,2649.7949,3.0108,9.1629,39.2889,6.4492,55.8209,1.6573,217.2208,5.5949,-884.2261,19.9942,3.635,-975.0,17.8529
408,藏格控股,0.5,-311.95,21.56,91180.98,-1631.87,35.03,71.6593,2602.8842,1.256,20.0836,17.9251,2.1569,166.9062,1.4396,250.0695,2070.8093,,7675.3661,1486.6945,-311.9542,7728.0507
409,山东地矿,-0.41,-298.79,-18.74,-19355.82,-298.79,-8.72,11.9744,2217.3966,4.6908,7.2025,49.9826,2.5158,143.0956,1.0375,346.98800000000006,-0.0987,-255.4816,-12.4585,9.1919,-298.7864,-17.1648
410,,,,,,,-22.47,23.0265,6243.7926,8.1567,0.79,455.6962,0.6166,583.8469,0.322,1118.0124,,,,,,
411,英特集团,0.42,27.27,12.12,8684.76,26.31,0.5,5.6579,17257.3266,83.1879,5.7966,62.1054,9.789,36.775999999999996,2.9339999999999997,122.6994,11.5792,24.6756,11.9571,14.0763,27.2727,12.5751
413,东旭光电,0.29,-39.58,7.28,123992.89,-6.51,17.96,30.1351,6901.3211,1.3969999999999998,5.1211,70.2974,1.9814,181.6897,0.265,1358.4906,48.4089,-5.8885,58.4268,62.5992,-39.5833,55.1474
415,渤海金控,0.37,0.0,7.79,227680.2,74.54,9.38,36.6584,24257.548,3.9223,18.1215,19.8659,10065.5801,0.0358,0.5615,641.1398,151.1387,58.8833,15.9761,64.2385,0.0,14.1314
416,,,,,,,5.89,99.944,282.2208,0.5306,61.3837,5.8647,8.9036,40.4331,0.3024,1190.4762,52.1643,-19.6414,2.0785,-35.1929,-21.9451,0.7809
417,,,,,,,2.91,19.8918,9735.8384,12.4836,183.8952,1.9576,6.8887,52.2595,2.0383,176.6178,-0.2963,9.036,6.287999999999999,10.8936,8.0559,5.7327
418,小天鹅A,1.86,28.28,21.14,117505.49,27.84,7.19,25.8569,16334.9145,25.8264,13.833,26.0247,9.8057,36.7133,1.0861,331.4612,24.3937,27.5039,16.2226,31.8149,28.2759,16.7611
419,通程控股,0.19,-0.16,5.4,10224.85,-0.16,2.7,19.9804,3773.9528,6.9427,316.26599999999996,1.1383,8.9461,40.241,1.8857,190.9105,-9.3825,5.0872,5.9038,3.5024,-0.1592,5.5451
420,吉林化纤,0.03,38.81,1.53,3250.47,126.02,2.33,11.6834,1394.5193,0.7076,13.2595,27.1503,5.8752,61.2745,0.9861,365.0745,34.5763,824.1511,176.7031,74.3574,38.806,177.8806
421,,,,,,,4.95,20.1261,3887.6620000000003,6.7889,19.7353,18.2414,2.4823,145.0268,1.3364,269.3804,-2.4196,-19.8185,1.9031,5.3802,-15.5873,4.6207
422,湖北宜化,-1.43,-3769.23,-20.06,-124944.73,-3629.91,-8.22,11.9004,15181.9299,16.9088,30.3624,11.8568,3.3936,106.08200000000001,1.1564,311.311,-17.2077,-2692.0202,-15.6462,-0.5161,-3769.2308,-13.2787
423,东阿阿胶,2.83,13.99,24.1,185247.35,14.0,29.32,66.9546,6317.1353,9.6589,18.2062,19.7735,0.8809,408.6729,0.9014,399.3787,15.9179,13.2693,18.3977,15.5715,13.9936,19.1812
425,,,,,,,1.23,19.4424,16891.2299,2.4103,1.0101,356.4004,2.1962,163.9195,0.5339,674.2836,,,,,,
426,兴业矿业,0.06,-373.08,3.12,8945.87,-460.08,10.33,44.6903,865.7096,0.4998,14.7193,24.4577,2.0996,171.4612,0.7986,450.7889,4.3384,,80.2326,139.6216,-373.0769,80.3033
428,华天酒店,-0.28,-1500.0,-9.0,-28854.88,-2349.71,-28.74,56.5514,1003.7765,0.9851,13.3687,26.9286,0.2009,1791.9363,0.304,1184.2105,-15.9735,,-12.8456,-6.4536,-1500.0,-9.046
429,粤高速A,0.52,40.54,14.18,100120.59,113.3,35.44,54.6545,2825.0498,1.3511,63.6068,5.6598,2277.6186,0.1581,1.5162,237.4357,82.7921,117.3327,44.3037,32.7449,40.5405,59.12
430,张家界,0.19,-47.22,9.6,6115.59,-46.54,10.32,39.4836,592.1833,1.8457,146.02,2.4654,62.4302,5.7664,4.0116,89.7398,-12.2535,-47.1372,10.8385,134.208,-47.2222,10.4074
488,晨鸣纸业,0.99,98.0,9.59,206398.68,102.11,9.01,31.0811,22907.1182,11.8297,5.7807,62.2762,3.1344,114.8545,0.6459,557.3618,13.1668,106.8249,30.7431,5.5459,98.0,31.6944
498,山东路桥,0.38,13.96,13.21,42970.66,13.98,5.27,14.2994,8147.6513,7.2737,2.2693,158.6392,1.5930000000000002,225.9887,0.7211,499.2373,9.826,14.1035,14.1723,44.4252,13.9632,14.1662
501,鄂武商A,1.79,13.29,18.52,99163.41,24.06,5.6,22.2067,17689.6416,29.8895,2054.1594,0.1753,15.3598,23.4378,4.4643,80.6397,0.9472,24.0126,46.6477,0.2099,13.2911,46.5973
502,绿景控股,0.17,-230.77,16.36,3211.34,-235.63,10.72,53.9441,299.5015,1.6205,87.4135,4.1184,1.4909999999999999,241.4487,0.6579999999999999,547.1125,,,,,,
503,海虹控股,0.03,21.4,2.02,2802.12,21.5,12.92,32.092,216.8333,0.2412,40.5383,8.8805,463.8746,0.7761,0.1888,1906.7797,11.8693,35.8634,2.4075,0.7055,21.4008,3.3094
504,南华生物,0.07,-200.0,-386.68,2175.61,-202.54,32.35,32.2189,67.2514,0.2158,3.111,115.7184,9.8097,36.6984,0.5685,633.2454,402.8437,,,145.3517,-200.0,-131.9379
505,珠江控股,0.17,-168.0,,7330.06,-168.14,7.56,27.1681,969.1409,2.271,58.301,6.1749,1.7029,211.4041,0.919,391.7301,262.8807,,,-19.1884,-168.0,-129.9757
506,中润资源,0.01,-59.4,0.6,878.93,-59.56,1.08,37.5297,812.133,0.8741,42.3858,8.4934,0.5619,640.6834,0.358,1005.5866,-41.4817,70.2002,2.3274,-0.353,-59.4017,2.8859
507,珠海港,0.13,32.53,4.05,10421.92,32.55,5.78,22.4022,1801.1259,2.2812,5.9901,60.0992,20.4433,17.6097,1.8871,190.7689,-10.9526,49.2513,4.2661,4.5039,32.5301,3.5505
509,华塑控股,-0.09,-536.87,-301.92,-7136.68,-537.51,-90.52,6.9166,78.835,0.0955,2.6722,134.7205,0.6970000000000001,516.4993,0.2503,1438.2741,-55.4193,-476.9028,-32.1299,-39.8546,-536.8687,-38.9963
510,金路集团,0.1,312.55,7.48,5807.48,313.1,3.78,17.0497,1534.1542,2.5183,288.9964,1.2457,13.7012,26.2751,4.8216,74.664,-5.3043,730.9429,6.4756,-14.3156,312.5541,7.5482
511,*ST烯碳,-0.41,-20600.0,-43.45,-47425.93,-21015.43,-33.5,0.2661,1415.6647,1.2258,90.3812,3.9831,1.0121,355.6961,0.45,800.0,26.3182,-21046.3047,-5.9089,-4.7921,-20600.0,-21.2833
513,丽珠集团,1.98,22.22,15.48,78435.36,25.97,10.25,64.0895,7651.7753,17.9733,5.6254,63.9954,2.6382,136.4567,1.6027,224.62099999999998,15.5767,25.828000000000003,47.7295,30.3524,22.2222,49.6918
514,渝开发,0.15,1571.26,4.28,12266.15,1564.15,17.96,34.9674,682.6256,0.809,43.3118,8.3118,0.1134,3174.6032,0.1348,2670.6231,-40.9003,,1.0338,-10.5479,1571.2644,4.4914
516,国际医学,0.1,-68.75,5.93,20159.21,-16.36,5.12,20.2488,3930.6820000000002,1.9942,75.3433,4.7781,59.6282,6.0374,1.4432,249.4457,0.7772,-16.4735,5.12,4.5538,-68.75,4.9886
517,荣安地产,0.05,44.44,4.1,14893.44,44.23,8.62,24.3126,1727.6389,0.5426,33.0441,10.8945,0.213,1690.1408,0.1996,1803.6072,53.6415,44.2252,1.4743,39.977,44.4444,1.4743
518,,,,,,,1.36,65.4204,327.3133,0.3179,3.0256,118.9847,0.3361,1071.1098,0.5851,615.2794,37.6169,,0.3954,21.9082,-105.9474,0.7373
519,中兵红箭,0.11,-54.28,2.47,13765.02,-44.62,3.63,21.0681,3782.2645,3.6606,4.6556,77.3262,1.7158,209.8147,0.8216,438.1694,144.3063,-44.9284,75.9066,98.4341,-54.281000000000006,76.0008
520,长航凤凰,0.01,-92.07,3.72,971.63,-92.07,1.36,18.8963,712.1011,0.7035,3.8727,92.9584,36.4554,9.8751,1.798,200.2225,-7.5181,-92.1075,3.7768,2.8148,-92.0727,3.7768
521,美菱电器,0.27,683.0,5.77,22021.67,731.12,1.75,19.9439,12526.7109,11.9918,10.2058,35.2741,5.7005,63.1524,1.4665,245.4824,20.2661,937.5465,51.0632,37.9579,682.9971,50.5406
523,,,,,,,0.39,3.0748,9849.0737,18.8338,6.4282,56.0032,18.4188,19.5452,3.2959,109.2266,30.0994,31.4185,62.0609,18.1398,14.2857,63.1765
524,岭南控股,0.11,-26.67,4.95,3061.49,-21.96,10.11,54.7641,302.7773,1.1227,17.8107,20.2126,27.8158,12.9423,1.463,246.0697,-0.9948,-21.9639,1.1591,1.1265,-26.6667,1.1591
525,红太阳,0.22,-38.16,2.7,12641.31,-30.52,3.57,18.3922,3537.5124,6.091,4.1067,87.6616,2.2835,157.6527,0.8749,411.4756,-22.3645,-3.8832,21.831999999999997,27.7572,-38.1616,22.1158
526,*ST紫学,-1.03,627.59,-103.41,-9868.32,627.62,-7.55,25.0924,1306.8533,13.5854,47.6306,7.5582,,,1.6995,211.827,,,,,,
528,柳工,0.04,131.75,0.56,4926.01,131.13,0.7,24.8687,7005.3954,6.2256,2.4283,148.2519,1.9002,189.4537,0.5189,693.7753,5.2522,129.0834,-0.6633,0.9796,131.746,-0.6445
529,,,,,,,5.1,13.9121,2067.4982,3.5415,106.1783,3.3905,13.9036,25.8926,2.2104,162.8664,7.2822,44.6451,8.5225,9.4419,38.4615,8.9494
530,大冷股份,0.31,-13.89,5.87,17863.27,37.47,10.03,18.0333,1779.4992,2.9087,2.488,144.6945,5.0041,71.941,1.0428,345.2244,10.6985,38.6502,22.2383,22.0701,-13.8889,22.6691
531,穗恒运A,0.84,27.41,15.22,57346.18,27.41,21.76,32.6572,2635.3867,3.8468,10.1659,35.4125,3.0904,116.4898,1.2138,296.5892,18.3941,19.7906,8.5097,9.7235,27.4125,9.3525
532,华金资本,0.12,8.02,5.83,4084.72,8.05,13.17,43.5988,310.0327,0.8994,3.8896,92.5545,1.666,216.0864,0.7791,462.0716,46.0573,-0.4996,5.3449,59.8738,8.0219,4.3513
533,万家乐,0.33,83.33,15.26,22665.79,83.09,5.22,32.5675,4338.4697,6.2802,3.4554,104.1848,7.7319,46.5604,1.4739,244.2499,5.0384,52.2798,-2.6697,-21.7615,83.3333,15.1683
534,,,,,,,39.13,35.6679,194.6797,0.3958,10.507,34.2629,0.0862,4176.3341,0.0782,4603.5806,-60.4157,89.2374,-15.2229,-28.3799,66.6667,5.6206
