code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg
157,,,,,,,-21.83,26.4266,3023.6958,0.3945,0.1017,884.9558,0.1526,589.7772,0.0408,2205.8824,-20.067999999999998,,-3.0675,-6.3826,80.0,-2.6398
158,常山股份,-0.02,-63.16,-0.5,-2697.97,-33.66,-1.47,8.2799,1832.5865,1.4413,1.2557,71.6732,0.8515,105.6958,0.3051,294.9853,21.7934,,122.1544,94.2037,-63.1579,122.0727
159,国际实业,-0.05,154.5,-1.14,-2450.16,120.15,-48.51,13.3778,50.5053,0.1049,0.4412,203.9891,0.0513,1754.386,0.027000000000000003,3333.3333,-73.8731,,-0.5436,-7.5022,154.5,0.0551
166,,,,,,,35.6,45.3403,2939.7793,0.1978,,,,,,,,-59.2263,21.2777,13.8466,-63.1579,21.5064
301,东方市场,0.03,1.0,1.14,3697.18,1.01,24.43,45.6499,151.3163,0.1242,3.3272,27.0498,0.1598,563.2040000000001,0.1225,734.6939,4.2674,1.0166,3.3682,11.8923,1.0,3.3707
333,美的集团,0.92,16.46,7.58,390725.2,16.91,10.19,29.8251,38341.623999999996,8.9847,3.4225,26.2966,2.6405,34.0845,0.3767,238.9169,-9.6286,14.1333,23.4994,8.902000000000001,16.4557,25.4275
338,潍柴动力,0.11,-63.33,1.39,44256.38,-26.26,2.34,22.8964,18879.31,4.7214,1.7888,50.3131,1.1451,78.5958,0.3164,284.4501,7.6423,-8.6201,6.5147,4.7087,-63.3333,1.2393
400,许继电气,0.04,239.05,0.57,3586.81,239.69,3.79,26.5993,945.5176,0.9377,0.1272,707.5472,0.3563,252.5961,0.0871,1033.2951,15.9291,60.5106,10.3277,18.5476,239.0476,11.3736
401,冀东水泥,-0.6,34.25,-8.33,-80505.08,34.28,-55.9,-1.7674,1440.0054,1.0686,0.9353,96.2258,0.9737,92.4309,0.1579,569.981,-4.578,,-18.8457,-6.2838,34.2472,-18.5479
402,,,,,,,18.13,44.3276,4301.6196,1.4391,5.002,17.9928,0.0368,2445.6522,0.0514,1750.9728,237.1053,-2.4,2.4572,20.6057,-3.7037,4.9857
403,ST生化,0.06,20.0,3.23,1767.3,28.03,10.76,46.0241,164.1814,0.6023,102.9498,0.8742,0.3343,269.2193,0.3883,231.7796,48.0928,27.1676,12.2295,3.0004,20.0,18.3243
404,华意压缩,0.09,30.04,2.22,5016.89,30.15,2.7,13.3079,1855.6787,3.3159,1.2411,72.5163,2.3699,37.9763,0.3497,257.3635,-3.6292,12.2117,10.0496,3.0556,30.0435,9.3551
407,,,,,,,8.88,12.5551,600.9503,0.7763,1.6991,52.9692,1.3249,67.9297,0.3471,259.2913,-14.1814,880.6938,7.6081,2.6562,600.0,4.4879
408,藏格控股,0.0,-45.45,0.38,29.21,-47.19,,,0.0,0.0,,,,,,,-100.0,-12.6882,-43.9575,-4.577,-45.4545,-43.8981
409,,,,,,,0.95,14.4881,574.4578,1.2152,2.5899,34.7504,0.8451,106.4963,0.2989,301.10400000000004,860.1768,,25.2203,70.7232,-116.6667,12.87
410,,,,,,,-7.59,25.2026,1638.5177,2.1405,0.2007,448.4305,0.1671,538.5996,0.0837,1075.2688,,,,,,
411,,,,,,,0.44,5.5915,4137.5437,19.9447,1.3312,67.6082,2.4641,36.5245,0.7032,127.9863,9.1815,16.2361,10.274000000000001,12.0433,9.2478,9.9527
413,东旭光电,0.09,12.5,2.4,34775.05,64.69,21.98,33.4633,1581.6908,0.4124,1.3247,67.9399,0.5022,179.2115,0.092,978.2609,164.5174,66.0517,126.6918,103.6077,12.5,129.6057
415,渤海金控,0.03,-74.98,0.79,21529.7,-12.78,4.03,37.7086,5335.743,0.8627,4.4392,20.2739,2878.9173,0.0313,0.1389,647.9482,148.8344,25.8998,149.7961,106.2833,-74.982,171.3496
416,,,,,,,-18.01,100.0,62.0782,0.1167,3.1569,28.509,0.0,,0.0555,1621.6216,35496.102,-188.9326,1.1378,22.0813,-192.9204,-0.0863
417,合肥百货,0.12,-11.55,2.81,9616.73,-11.52,3.25,18.2353,2958.3131,3.7932,41.1867,2.1852,2.2378,40.2181,0.6498,138.5042,-1.7169,-7.8338,4.45,7.8892,-11.5495,3.4285
418,,,,,,,7.47,28.1261,4239.7791,6.7033,3.9801,22.6125,4.7524,18.9378,0.325,276.9231,28.7132,30.2648,17.4184,28.438000000000002,31.5789,16.8658
419,通程控股,0.06,-9.37,1.81,3363.21,-9.35,3.35,19.9265,1001.8913,1.8431,66.9173,1.3449,2.3991,37.5141,0.5306,169.6193,-12.1215,-1.4451,2.8615,0.1808,-9.3704,2.4322
420,吉林化纤,0.0,-106.53,0.26,256.24,-106.49,0.87,13.9448,291.433,0.4066,3.1839,28.2672,1.3647,65.9486,0.2791,322.4651,,,,,,
421,,,,,,,6.58,13.0596,972.4255,1.6981,4.6654,19.291,1.581,56.926,0.3388,265.6434,-6.3895,-17.5302,10.0516,19.9442,-25.9603,6.4448
422,,,,,,,0.3,13.6857,4442.6197,4.9479,9.1202,9.8682,0.9007,99.9223,0.3228,278.8104,1.8679,-86.0477,11.9912,8.7023,25.0,16.0067
423,,,,,,,36.7,72.5638,1483.0738,2.2676,3.9402,22.8415,0.2186,411.7109,0.2244,401.0695,3.5649,3.6444,16.3956,12.4563,3.4809,17.2117
425,徐工机械,0.0,-100.59,0.05,1056.65,-102.68,0.3,19.4914,3477.6419,0.4908,0.1918,469.2388,0.4831,186.2968,0.1059,849.8584,,,,,,
426,兴业矿业,-0.0,-123.66,-0.14,-373.36,-147.63,-5.17,40.7672,72.1166,0.0604,0.9977,90.2075,0.1943,463.2012,0.1027,876.3389,-68.202,-147.6541,-2.4991,7.3462,-123.6641,-2.501
428,华天酒店,-0.06,-14.29,-1.82,-5768.12,18.22,-25.25,58.2259,228.3501,0.2241,2.1198,42.4568,0.0431,2088.1671,0.0676,1331.3609,-13.0773,,88.3104,0.7607,-14.2857,109.9513
429,,,,,,,33.06,50.1643,384.7031,0.306,7.1346,12.6146,239.3507,0.376,0.3165,284.3602,7.6184,39.3975,3.7219,-2.0744,42.8571,2.9884
430,张家界,0.01,-142.55,0.32,193.9,-142.88,2.13,28.4226,90.8551,0.2831,20.0519,4.4884,12.5061,7.1965,0.7779,115.6961,,,,,,
488,晨鸣纸业,0.18,260.0,2.48,40213.13,318.29,8.12,30.7834,4951.9313,2.5572,1.2903,69.7512,0.6279,143.3349,0.1315,684.4106,11.1132,373.2158,38.1037,40.7567,260.0,39.5318
498,,,,,,,-0.33,15.0778,625.024,0.5579,0.1824,493.4211,0.1666,540.2161,0.0694,1296.83,-19.1744,-106.2132,13.0926,6.6522,-106.4189,13.103
501,鄂武商A,0.5,-3.85,5.99,25604.96,-2.25,5.52,21.2435,4634.4036,8.7602,407.3598,0.2209,4.4029,20.4411,1.1342,79.3511,-5.3094,-2.5197,29.7707,18.0509,-3.8462,36.9219
502,,,,,,,-411.6,20.5468,3.6878,0.0199,2.0774,43.3234,0.019,4736.8421,0.009000000000000001,10000.0,,,,,,
503,海虹控股,-0.03,42.03,-1.77,-2643.11,41.89,-47.17,42.341,56.0294,0.0623,11.8687,7.582999999999999,87.8853,1.0241,0.0486,1851.8519,24.5915,,2.8280000000000003,3.2074,42.028999999999996,4.1531
504,南华生物,-0.02,22.95,,-465.92,22.31,-330.33,-10.7881,1.4104,0.0045,0.2362,381.033,92.2823,0.9753,0.0243,3703.7037,,,,,,
505,珠江控股,-0.09,-156.25,,-3854.12,-155.11,,,,,4.1328,21.776999999999997,0.1124,800.7117,0.0699,1287.5536,2.1683,-159.8255,,14.3914,-156.25,545.2868
506,中润资源,0.02,-252.14,1.14,1651.5,-251.86,7.99,39.3046,206.4823,0.2222,7.6352,11.7875,0.1297,693.909,0.0877,1026.2258,,,,,,
507,珠海港,0.03,-229.92,0.98,2501.0,-230.08,7.0,25.3148,356.8586,0.4519,1.0977,81.9896,3.9661,22.6923,0.3465,259.7403,-20.0545,,7.6844,1.7112,-229.918,5.0837
509,,,,,,,-44.28,5.4114,19.6983,0.0238,0.4339,207.4211,0.152,592.1053,0.0543,1657.4586,,,,,,
510,,,,,,,0.46,10.4227,303.2536,0.4978,11.8397,7.6015,2.5585,35.1769,0.8497,105.9197,-13.5117,,7.0963,-7.0689,-102.65899999999999,9.2473
511,*ST烯碳,0.0,-115.0,0.05,67.5,-115.29,0.38,0.1768,176.3848,0.1527,8.033,11.2038,0.1269,709.2199,0.0621,1449.2754,,,,,,
513,丽珠集团,0.6,-3.23,5.16,23011.19,25.98,13.18,64.2897,1745.5739999999998,4.3981,1.4108,63.7936,0.622,144.6945,0.4751,189.4338,12.4076,22.1237,11.5451,7.2142,-3.2258,11.4561
514,渝开发,-0.01,-74.77,-0.17,-476.72,-74.54,-3.18,26.8273,149.8796,0.1776,5.8036,15.5076,0.0269,3345.7249,0.0298,3020.1342,,,,,,
516,国际医学,0.07,-50.0,1.61,5395.04,-44.67,5.05,20.0496,1066.9669,1.3532,20.3951,4.4128,16.3603,5.5011,0.4165,216.0864,-3.1516,-44.78,99.3143,48.2757,-50.0,99.3134
517,,,,,,,1.12,21.479,233.8853,0.0734,4.6761,19.2468,0.037000000000000005,2432.4324,0.032,2812.5,51.1612,12.7782,-1.2664,36.888000000000005,-63.6364,-1.2664
518,,,,,,,-1.61,63.0206,58.968,0.0572,0.6092,147.7347,0.0711,1265.8228,0.1113,808.6253,25.4974,-134.8145,-17.2192,20.8343,-109.1837,-12.3702
519,中兵红箭,0.01,-86.14,0.24,1005.28,-81.13,3.08,21.9011,326.0603,0.3155,0.535,168.2243,0.1703,528.4792,0.12300000000000001,731.7073,-11.8292,-81.1132,3.9360000000000004,3.5317,-86.1429,3.9610000000000003
520,长航凤凰,0.0,47.06,0.99,254.78,44.17,1.7,13.3362,149.6971,0.1479,0.7484,120.2565,7.5124,11.9802,0.3938,228.5424,-26.0259,24.5294,87.6038,4.3698,47.0588,91.9553
521,美菱电器,0.07,-2.36,1.53,5370.97,-2.28,1.83,21.8585,2926.4005,3.8316,2.0834,43.1986,1.4865,60.5449,0.4047,222.387,8.7711,3.9753,-0.1159,-0.5019,-2.3611,-1.3651
523,广州浪奇,0.01,-9.09,0.28,513.07,7.16,0.29,3.1244,1712.6055,3.275,1.3659,65.8906,2.9358,30.656,0.6445,139.6431,40.715,176.1934,61.6418,17.8577,-9.0909,62.0173
524,,,,,,,9.48,60.9145,68.8606,0.2553,4.6098,19.5236,5.4454,16.5277,0.336,267.8571,-5.7132,-9.1678,4.6152,1.7947,-11.1111,4.6152
525,红太阳,0.05,-69.81,0.71,2795.43,-65.28,3.25,17.5682,858.7648,1.4786,1.2602,71.4172,0.5355,168.0672,0.2311,389.4418,-39.0872,-65.5618,24.8902,-19.8919,-69.8113,28.1287
526,*ST紫学,-0.01,-136.0,-0.43,-60.96,-136.17,-9.72,64.3467,6.2663,0.0651,0.3115,288.9246,,,0.0406,2216.7488,0.0,-134.3824,-9.9,65.1386,-136.0,-10.0305
528,柳工,0.01,-79.6,0.17,1499.8,-79.56,0.7,23.3766,2116.2704,1.8807,0.6028,149.3033,0.6624,135.8696,0.1492,603.2172,13.1,-79.6076,-2.3494,6.3379,-79.6012,-2.3469
529,广弘控股,0.03,0.0,1.68,1936.09,3.57,3.79,13.805,510.0934,0.8737,26.796,3.3587,3.6042,24.9709,0.5666,158.8422,4.9532,4.1871,6.6323,6.039,0.0,6.6505
530,大冷股份,0.07,16.67,0.96,2552.75,13.78,6.37,16.7108,400.5929,1.1122,0.5701,157.86700000000002,1.2542,71.7589,0.2873,313.2614,1.6885,11.1555,23.1571,31.3005,16.6667,25.4502
531,穗恒运A,0.16,-7.22,2.94,10733.12,-7.25,24.13,29.5877,444.65,0.649,2.1727,41.4231,0.5678,158.5065,0.2127,423.1312,-19.8906,-10.7589,10.1597,15.293,-7.2232,10.9068
532,华金资本,0.02,39.39,0.92,634.96,40.02,11.47,45.2096,55.3375,0.1605,0.8269,108.8402,0.3725,241.6107,0.1608,559.7015,46.4189,-25.5716,-11.2473,13.5729,39.3939,0.3852
533,万家乐,0.04,-45.88,2.16,2992.88,-42.39,3.15,33.1118,950.1058,1.3753,0.7242,124.2751,1.2298,73.1826,0.2967,303.3367,-5.9997,-34.7061,4.8287,7.1127,-45.875,4.4256
534,万泽股份,-0.05,-287.2,-2.05,-2659.19,-285.55,-118.66,13.7922,22.409000000000002,0.0455,3.9663,22.6912,0.0091,9890.1099,0.0075,12000.0,-83.9208,-318.9147,0.6048,-6.599,-287.1972,2.0202
536,华映科技,0.08,99.23,2.09,6086.25,99.11,5.91,21.7354,1028.796,1.3204,0.6373,141.2208,2.9337,30.678,0.1699,529.7234,-30.776999999999997,3.1414,-25.5605,-7.7047,99.2347,3.511
537,,,,,,,13.21,52.8697,472.9054,0.9223,330749.32,0.0003,0.03,3000.0,0.055,1636.3636,66.1545,29.5993,10.3053,110.976,20.0,8.4041
538,,,,,,,12.02,28.686999999999998,5170.4689,4.9649,4.1012,21.9448,0.6413,140.3399,0.299,301.0033,9.8013,10.4691,19.3262,18.0077,11.1111,19.6518
539,粤电力A,0.02,-87.65,0.46,11001.92,-85.49,2.49,18.4376,4405.9387,0.8391,1.9722,45.6343,2.4864,36.1969,0.4046,222.4419,-27.391,-78.4995,5.6323,1.5562,-87.6471,7.3934
540,中天金融,0.21,35.99,7.6,99680.61,47.9,17.86,36.6942,5579.8704,1.1906,4.0911,21.999000000000002,0.1093,823.4218,0.1313,685.4532,46.6581,48.0257,63.1862,32.0451,35.9923,65.835
