code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,name-2015-1,eps-2015-1,eps_yoy-2015-1,bvps-2015-1,roe-2015-1,epcf-2015-1,net_profits-2015-1,profits_yoy-2015-1,distrib-2015-1,report_date-2015-1,name-2015-2,eps-2015-2,eps_yoy-2015-2,bvps-2015-2,roe-2015-2,epcf-2015-2,net_profits-2015-2,profits_yoy-2015-2,distrib-2015-2,report_date-2015-2,name-2015-3,eps-2015-3,eps_yoy-2015-3,bvps-2015-3,roe-2015-3,epcf-2015-3,net_profits-2015-3,profits_yoy-2015-3,distrib-2015-3,report_date-2015-3,name-2015-4,eps-2015-4,eps_yoy-2015-4,bvps-2015-4,roe-2015-4,epcf-2015-4,net_profits-2015-4,profits_yoy-2015-4,distrib-2015-4,report_date-2015-4,name-2016-1,eps-2016-1,eps_yoy-2016-1,bvps-2016-1,roe-2016-1,epcf-2016-1,net_profits-2016-1,profits_yoy-2016-1,distrib-2016-1,report_date-2016-1,name-2016-2,eps-2016-2,eps_yoy-2016-2,bvps-2016-2,roe-2016-2,epcf-2016-2,net_profits-2016-2,profits_yoy-2016-2,distrib-2016-2,report_date-2016-2,name-2016-3,eps-2016-3,eps_yoy-2016-3,bvps-2016-3,roe-2016-3,epcf-2016-3,net_profits-2016-3,profits_yoy-2016-3,distrib-2016-3,report_date-2016-3,name-2016-4,eps-2016-4,eps_yoy-2016-4,bvps-2016-4,roe-2016-4,epcf-2016-4,net_profits-2016-4,profits_yoy-2016-4,distrib-2016-4,report_date-2016-4
603138,N海量,软件服务,北京,27.06,0.21,0.82,40168.92,33864.15,1368.15,982.8,0.12,0.532,2.7,5.33,20170306,8232.1,1.0,20.22,20.58,20.52,9.27,20596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海量数据,0.59,12.64,2.11,31.59,0.75,3616.38,15.46,,02-13,,,,,,,,,,,海量数据,0.3,,2.27,13.43,-0.35,1868.74,,,09-13,,,,,,,,,,,海量数据,0.71,20.58,2.68,29.37,0.71,4360.49,20.58,,02-13
300618,N寒锐,小金属,江苏,32.32,0.3,1.2,80345.5,53050.67,21414.82,13453.65,1.12,0.555,4.15,4.32,20170306,12583.58,1.05,-20.24,134.5,23.2,8.96,53659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寒锐钴业,0.32,-5.88,3.2,10.9,1.03,2838.99,-5.91,,02-14,,,,,,,,,,,寒锐钴业,0.2,,3.46,6.03,0.32,1786.84,,,11-21,,,,,,,,,,,寒锐钴业,0.74,131.25,4.15,20.75,1.65,6657.5,134.5,,02-14
603578,N三星,玻璃,浙江,32.56,0.22,0.88,29902.66,19808.64,7260.71,6384.37,0.73,0.542,3.35,5.27,20170306,7408.62,0.84,14.72,26.46,28.48,17.44,23239,,,,,,,,,,,三星新材,0.38,52.0,3.23,11.13,,2491.77,53.54,,08-17,,,,,,,,,,,三星新材,0.57,9.62,,17.87,0.6,3772.46,9.55,10派3,02-13,,,,,,,,,,,三星新材,0.38,0.0,3.51,11.05,,2528.37,1.47,,08-26,,,,,,,,,,,三星新材,0.72,26.32,3.35,20.29,0.63,4770.53,26.46,,02-13
002851,N麦格,电气设备,深圳,28.39,0.45,1.78,144212.88,105224.8,20755.74,14447.54,0.81,0.617,5.17,3.39,20170306,37734.93,2.12,41.98,93.85,33.77,9.5,81113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麦格米特,0.42,50.12,4.36,10.25,0.1,5657.94,50.13,,02-14,,,,,,,,,,,麦格米特,0.32,,4.67,7.18,0.43,4317.09,,,12-09,,,,,,,,,,,麦格米特,0.82,93.83,5.17,17.27,0.54,10967.69,93.85,,02-14
600577,精达股份,电气设备,安徽,47.5,14.19,19.55,464126.91,303377.16,87776.36,2283.4,0.01,0.08800000000000001,1.45,3.85,20020911,75476.34,0.39,-7.45,42.05,11.3,2.92,141680,精达股份,0.04,-20.0,,1.31,,3612.22,1.98,,04-28,精达股份,0.04,-63.33,,3.09,,8594.84,0.66,,07-30,,,,,,,,,,,精达股份,0.07,-58.82,,4.64,,12984.69,-3.73,10派0.6,03-15,精达股份,0.02,-50.0,,1.61,,4489.19,24.28,,04-28,精达股份,0.06,31.82,,4.03,,11293.23,31.4,,08-05,精达股份,0.09,41.94,,6.14,,17197.26,42.05,,10-29,精达股份,0.11,57.14,,7.83,,22391.93,72.45,,03-07
300024,机器人,专用机械,辽宁,106.49,15.14,15.6,698857.75,447311.44,49769.73,265032.78,1.7,0.159,3.45,6.55,20091030,102361.67,0.66,8.87,7.19,32.28,19.94,148032,机器人,0.08,-50.0,3.06,2.63,-0.29,5147.09,11.02,,04-27,机器人,0.24,20.0,3.18,7.82,-0.32,15743.34,21.54,,08-26,机器人,0.35,19.7,3.25,11.37,-0.45,23179.82,21.08,,10-27,机器人,0.6,20.0,,16.72,,39482.35,21.23,10派1送4转8,03-10,机器人,0.08,0.0,,1.03,,5410.86,5.12,,04-23,机器人,0.11,-54.17,3.4,3.13,-0.17,16570.13,5.25,,08-26,机器人,0.16,-54.29,,4.68,,24846.36,7.19,,10-27,,,,,,,,,,
300222,科大智能,电气设备,上海,75.82,2.8,7.28,469687.5,267493.5,18312.42,276462.88,3.8,0.27,4.86,4.81,20110525,41199.56,0.57,79.65,94.45,39.25,16.23,33349,科大智能,0.07,133.33,7.94,0.92,-0.24,1187.1,215.59,,04-27,科大智能,0.2,5.26,4.12,4.68,-0.04,6158.71,162.78,10转8,08-19,科大智能,0.15,-50.35,2.31,6.52,-0.02,8659.76,105.87,,10-24,科大智能,0.24,-54.51,,10.07,,13668.87,77.78,,03-22,,,,,,,,,,,科大智能,0.12,-40.0,3.98,5.02,-0.11,7449.98,20.97,,08-18,科大智能,0.27,75.44,,8.09,,16838.51,94.45,,10-28,,,,,,,,,,
300128,锦富技术,元器件,江苏,261.8,3.25,4.79,351582.94,200520.2,52855.8,130508.92,2.72,0.08,4.1,5.08,20101013,44281.53,0.92,-5.74,77.0,12.92,1.28,19633,锦富技术,-0.02,-121.36,5.21,-0.49,-0.04,-1172.68,-127.17,,04-23,锦富技术,-0.01,-107.03,4.98,-0.25,0.04,-624.74,-108.46,,08-08,,,,,,,,,,,锦富技术,0.04,-77.78,,0.86,,2158.25,-69.6,10派0.1,04-23,锦富技术,-0.03,15.74,,-0.61,,-1361.47,16.1,,04-23,锦富技术,-0.07,488.98,4.55,-1.62,-0.22,-3584.77,473.81,,08-27,锦富技术,0.0,-71.57,,0.06,,139.59,-72.44,,10-28,锦富技术,0.08,100.0,,1.71,,3820.12,77.0,10派0.1转8,03-04
300044,赛为智能,软件服务,深圳,140.1,2.36,3.42,162204.27,88558.38,13110.88,16324.86,0.48,0.096,2.27,7.92,20100120,24436.26,0.71,18.8,84.31,19.15,9.43,40654,赛为智能,0.02,-82.31,2.92,0.55,-0.26,355.41,-82.41,,04-27,,,,,,,,,,,赛为智能,0.08,-41.09,2.97,2.72,-0.24,1789.11,-41.39,,10-27,赛为智能,0.35,52.17,,11.26,,7745.72,47.67,,03-29,赛为智能,0.03,77.99,,0.86,,633.18,78.16,,04-21,赛为智能,0.08,73.0,2.25,3.83,-0.21,2535.7,159.4,,08-26,,,,,,,,,,,,,,,,,,,,
300429,强力新材,化工原料,江苏,67.19,0.99,2.57,107205.77,45132.4,27419.05,38169.84,1.48,0.38,3.66,9.01,20150324,28561.76,1.11,32.4,41.66,44.33,29.21,8339,,,,,,,,,,,,,,,,,,,,,强力新材,0.91,7.06,7.29,14.17,0.38,6677.49,30.95,,10-27,,,,,,,,,,,,,,,,,,,,,强力新材,0.7,19.76,8.02,8.89,0.51,5600.96,37.27,10转21,08-24,强力新材,0.38,-58.25,,13.66,,9459.24,41.66,,10-29,,,,,,,,,,
603696,安记食品,食品,福建,144.47,0.35,1.2,70826.5,50240.51,4424.7,32275.45,2.69,0.248,5.71,8.36,20151209,21556.55,1.8,-2.06,-19.99,35.6,15.88,12055,安记食品,0.12,,4.03,3.11,0.07,1110.82,,,06-25,安记食品,0.27,,4.17,6.7,0.21,2432.95,,,11-23,安记食品,0.41,-10.87,,10.04,,3713.5,-9.38,,11-23,安记食品,0.59,-6.35,,14.04,,5316.35,-6.02,10派1.5,04-19,安记食品,0.08,-33.33,,1.3,,910.48,-18.04,,04-20,安记食品,0.16,-40.74,,2.85,,1916.61,-21.22,,08-23,安记食品,0.25,-39.02,,4.21,,2970.99,-19.99,,10-27,,,,,,,,,,
002577,雷柏科技,电脑设备,深圳,385.07,2.81,2.83,133258.27,83287.81,28552.84,98770.46,3.49,0.063,4.16,7.76,20110428,-11091.9,-0.39,18.35,177.84,26.91,4.25,34819,雷柏科技,-0.02,-111.2,,-0.34,,-475.86,-111.56,,04-29,雷柏科技,-0.02,-108.6,,-0.39,,-544.15,-108.62,,08-29,雷柏科技,-0.08,-135.08,,-1.64,,-2290.78,-135.12,,10-31,雷柏科技,-0.92,-805.15,,-20.37,,-25945.64,-810.77,,04-29,,,,,,,,,,,雷柏科技,0.05,-349.48,,1.17,,1355.35,-349.08,,07-30,雷柏科技,0.06,-177.87,,1.54,,1783.17,-177.84,,10-31,,,,,,,,,,
603159,上海亚虹,专用机械,上海,153.07,0.25,1.0,48808.34,32324.77,11875.71,12207.2,1.22,0.35,3.66,15.18,20160812,13179.45,1.32,0.0,0.0,22.54,8.27,17989,,,,,,,,,,,上海亚虹,0.23,,2.52,9.69,0.23,1749.75,,,02-04,上海亚虹,0.35,,,14.13,,2612.08,,,10-31,上海亚虹,0.51,82.14,2.8,20.02,0.67,3822.87,81.02,,07-25,,,,,,,,,,,上海亚虹,0.28,21.74,3.08,9.37,0.2,2064.58,17.99,,08-11,上海亚虹,0.35,0.0,,11.45,,2724.82,4.32,,10-31,,,,,,,,,,
002805,丰元股份,化工原料,山东,232.32,0.24,0.97,56058.46,28193.39,18720.27,15812.97,1.63,0.23,5.5,10.29,20160707,24472.78,2.53,0.0,0.0,20.92,9.41,19430,丰元股份,0.19,,,3.58,,1361.19,,,06-20,丰元股份,0.26,,,4.93,,1886.96,,,08-27,丰元股份,0.28,,,,,2060.65,,,10-21,丰元股份,0.36,-23.4,5.67,6.48,0.38,2631.11,-23.08,,06-20,丰元股份,0.09,-52.63,,1.61,,669.96,-50.78,,06-20,丰元股份,0.2,-23.08,,3.5,,1454.99,-22.89,,08-27,,,,,,,,,,,,,,,,,,,,
603603,博天环境,环境保护,北京,90.49,0.4,4.0,489132.34,313059.56,0.0,0.0,0.0,0.23,2.35,11.8,20170217,0.0,0.0,0.0,0.0,23.81,5.15,36286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,博天环境,0.35,16.67,2.09,18.02,-1.22,12422.23,32.94,,07-14,博天环境,,,,,,159.9,,,09-30,博天环境,0.14,,2.23,6.33,-1.03,4920.01,,,01-23,,,,,,,,,,,,,,,,,,,,
603238,诺邦股份,纺织,浙江,80.31,0.3,1.2,49722.35,13150.3,0.0,0.0,0.0,0.384,4.13,9.95,20170222,0.0,0.0,0.0,0.0,26.2,12.12,28023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诺邦股份,0.82,28.13,3.62,25.62,1.03,7399.55,27.8,,01-26,,,,,,,,,,,诺邦股份,0.33,,3.95,8.61,0.34,2932.84,,,01-26,,,,,,,,,,,,,,,,,,,,
600209,罗顿发展,综合类,海南,0.0,4.26,4.39,93089.4,25079.32,18355.5,11838.65,0.27,-0.11,1.53,9.78,19990325,7175.11,0.16,52.69,-146.95,11.72,-97.93,41646,,,,,,,,,,,罗顿发展,-0.03,-528.57,,-1.87,,-1333.13,-506.52,,08-03,罗顿发展,-0.05,-850.0,1.59,-2.75,-0.04,-1954.19,-794.13,,10-20,罗顿发展,0.01,-72.99,,0.35,,251.65,-72.84,,02-06,罗顿发展,-0.02,23.08,1.63,-0.96,-0.04,-686.24,23.61,,04-29,罗顿发展,-0.09,196.67,,-5.6,,-3927.17,194.58,,08-06,罗顿发展,-0.11,144.44,1.53,-6.93,-0.08,-4825.94,146.95,,10-29,,,,,,,,,,
300176,鸿特精密,汽车配件,广东,128.98,1.07,1.07,181680.97,71812.59,93571.88,31930.75,2.98,0.3,5.78,8.93,20110215,17012.4,1.59,2.45,113.83,22.13,3.03,10781,鸿特精密,0.05,5.5,5.32,0.98,0.51,555.97,5.59,,04-24,鸿特精密,0.1,20.83,5.32,1.91,1.67,1088.4,20.79,,08-25,鸿特精密,0.14,27.45,5.36,2.63,2.3,1504.21,24.14,,10-26,鸿特精密,0.36,139.72,,6.57,,3826.51,139.7,10派1,03-16,鸿特精密,0.12,127.61,,2.09,,1264.72,127.48,,04-27,鸿特精密,0.24,135.67,5.72,4.21,0.08,2566.04,135.76,,08-05,鸿特精密,0.3,113.84,,5.28,,3216.42,113.83,,10-28,,,,,,,,,,
300611,美力科技,机械基件,浙江,92.74,0.22,0.89,51582.21,25640.89,11795.17,16109.45,1.8,0.36200000000000004,5.98,7.48,20170220,15912.02,1.78,0.0,0.0,35.62,13.66,41489,美力科技,0.19,,4.95,4.72,0.26,1117.97,,,11-13,,,,,,,,,,,美力科技,0.49,,,10.15,,3111.15,,,01-25,美力科技,0.74,8.82,5.5,14.84,0.78,4787.32,27.78,,01-25,,,,,,,,,,,美力科技,0.3,,5.79,5.27,0.39,1997.75,,,01-25,美力科技,0.48,-2.04,,8.41,,3238.12,4.08,,01-25,,,,,,,,,,
300581,晨曦航空,航空,陕西,198.5,0.11,0.45,36126.96,29118.44,4487.5,3604.6,0.8,0.479,7.09,17.87,20161220,14557.34,3.22,3.33,-0.65,47.49,18.86,20953,,,,,,,,,,,,,,,,,,,,,晨曦航空,0.64,,,12.35,,2179.33,,,12-07,晨曦航空,1.49,8.67,6.43,26.4,0.5,5037.27,8.68,,12-07,,,,,,,,,,,晨曦航空,0.54,,6.98,8.04,-0.31,1827.18,,,12-07,晨曦航空,0.64,-0.65,,9.46,,2165.13,-0.65,,12-07,,,,,,,,,,
002799,环球印务,广告包装,陕西,228.55,0.25,1.0,67480.75,32298.55,25291.92,14834.09,1.48,0.2,5.06,10.0,20160608,23176.38,2.32,0.0,0.0,21.83,5.98,21730,,,,,,,,,,,环球印务,0.27,,,6.8,,1988.21,,,08-18,环球印务,0.25,,,,,1861.47,,,10-24,环球印务,0.46,-11.54,4.25,11.6,0.84,3484.13,-8.65,,05-19,,,,,,,,,,,环球印务,0.16,-40.74,,4.91,,1606.74,-19.19,,08-18,环球印务,0.2,-20.0,,4.32,,1659.83,-10.83,,10-24,,,,,,,,,,
603579,荣泰健康,医疗保健,上海,45.89,0.18,0.7,108015.01,79340.77,13627.44,8505.99,1.22,3.94,8.6,15.76,20170111,28741.8,4.11,25.5,44.81,38.16,16.08,16236,,,,,,,,,,,,,,,,,,,,,荣泰健康,1.65,,,,,8678.02,,,01-10,荣泰健康,2.72,126.67,5.9,59.36,4.09,14270.24,131.74,,12-27,,,,,,,,,,,荣泰健康,1.91,,7.06,30.72,1.26,10044.57,,,12-27,荣泰健康,2.67,61.82,,,,13991.97,61.23,,01-10,荣泰健康,3.94,44.85,,55.46,,20664.56,44.81,10派6,02-27
002820,桂发祥,食品,天津,62.33,0.32,1.28,65058.05,34066.98,4924.16,10916.1,0.85,0.605,4.99,10.08,20161118,24558.49,1.92,0.0,0.0,51.87,21.4,56828,,,,,,,,,,,,,,,,,,,,,桂发祥,0.82,,,20.42,0.99,7897.29,,,11-17,桂发祥,0.98,8.89,,24.02,0.96,9404.46,8.72,,10-31,,,,,,,,,,,桂发祥,0.52,,4.71,11.25,0.74,5014.57,,,10-31,桂发祥,0.81,-1.22,4.99,17.08,1.1,7740.75,-1.98,,11-17,,,,,,,,,,
300613,富瀚微,半导体,上海,82.57,0.11,0.44,33418.15,31819.09,1266.75,2690.9,0.61,2.516,8.16,25.46,20170220,19358.39,4.36,77.14,199.37,56.96,34.77,20647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,富瀚微,1.12,-9.68,4.57,28.79,1.26,3735.91,-1.18,,02-06,,,,,,,,,,,富瀚微,1.65,,6.33,30.21,1.06,5489.34,,,11-28,,,,,,,,,,,富瀚微,3.36,200.0,8.16,52.71,2.54,11184.07,199.37,,02-06
603345,安井食品,食品,福建,43.67,0.54,2.16,217787.8,102998.75,93164.65,10929.17,0.51,0.589,5.89,5.83,20170222,64426.6,2.98,0.0,0.0,26.94,6.09,47707,,,,,,,,,,,,,,,,,,,,,安井食品,0.52,,,11.45,,8488.92,,,01-24,安井食品,0.79,-1.25,5.1,16.82,2.33,12834.35,-1.49,,01-24,,,,,,,,,,,安井食品,0.63,,5.73,11.57,0.38,10161.97,,,01-24,安井食品,0.79,51.92,,14.3,,12734.72,50.02,,01-24,,,,,,,,,,
300603,立昂技术,通信设备,新疆,227.17,0.26,1.03,51134.3,40546.96,2000.05,6369.33,0.62,0.16,3.23,14.96,20170126,9188.88,0.9,0.0,0.0,22.79,8.33,49771,,,,,,,,,,,立昂技术,0.02,,,0.9,-0.31,185.41,,,11-13,立昂技术,,,,,,1341.47,,,01-09,立昂技术,0.34,61.9,,11.86,0.4,2599.48,58.03,,01-09,,,,,,,,,,,立昂技术,0.2,900.0,,6.39,-0.07,1532.0,726.28,,01-09,立昂技术,0.21,,3.24,6.82,,1637.89,22.1,,01-09,,,,,,,,,,
300609,汇纳科技,互联网,上海,83.6,0.25,1.0,29602.91,27178.85,491.42,5702.33,0.57,0.483,3.41,11.85,20170215,11073.75,1.11,28.11,29.99,69.19,27.93,45833,汇纳科技,-0.07,,2.2,-3.23,0.04,-541.01,,,11-13,,,,,,,,,,,汇纳科技,0.13,,,5.67,,992.56,,,01-18,汇纳科技,0.5,16.28,2.76,19.69,0.08,3715.74,15.18,,01-18,,,,,,,,,,,汇纳科技,0.05,,2.81,1.66,0.07,347.85,,,01-18,汇纳科技,0.25,92.31,,8.58,,1858.13,87.21,,01-18,汇纳科技,0.64,28.0,3.41,20.87,0.66,4830.14,29.99,,02-14
002848,高斯贝尔,通信设备,湖南,143.87,0.42,1.67,100493.42,79216.75,11689.78,12636.03,0.76,0.198,4.68,8.11,20170213,31510.65,1.89,0.0,0.0,26.77,5.17,72906,,,,,,,,,,,,,,,,,,,,,高斯贝尔,0.1,,,,,3727.73,,,01-16,高斯贝尔,0.4,60.32,,9.51,0.89,5024.42,60.3,,01-16,,,,,,,,,,,高斯贝尔,0.29,,4.71,6.41,-0.22,3663.16,,,01-16,高斯贝尔,0.26,168.46,,5.8,,3307.8,-11.27,,01-16,,,,,,,,,,
300579,数字认证,软件服务,北京,218.65,0.2,0.8,40868.62,36677.76,1627.78,3349.91,0.42,0.225,3.58,18.37,20161223,10674.12,1.33,24.91,36.47,58.74,7.68,36503,,,,,,,,,,,数字认证,0.2,,2.89,6.91,-0.89,1220.21,,,01-08,数字认证,0.22,,,7.59,,1320.91,,,12-08,数字认证,0.8,8.11,3.48,25.17,0.79,4776.9,7.86,,12-08,,,,,,,,,,,数字认证,0.24,20.0,3.51,6.66,-0.74,1411.09,15.64,,12-08,数字认证,0.3,36.42,,8.54,,1802.61,36.47,,12-08,,,,,,,,,,
002850,科达利,机械基件,深圳,39.53,0.35,1.4,172321.41,91797.35,57926.5,22797.03,1.63,1.662,8.86,7.42,20170302,55362.57,3.95,28.45,50.61,30.49,15.99,62072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,科达利,1.47,110.0,,26.81,1.21,15448.54,113.01,,02-13,,,,,,,,,,,科达利,0.9,,,13.6,1.34,9435.59,,,11-08,,,,,,,,,,,科达利,2.22,51.02,8.86,30.01,2.97,23266.77,50.61,,02-13
300340,科恒股份,元器件,广东,919.26,0.82,1.18,97767.56,55801.8,16355.94,51351.6,4.36,0.05,8.0,7.59,20120726,15958.82,1.35,50.13,130.93,9.79,1.4,14030,科恒股份,-0.05,-1260.0,8.64,-0.6,-0.12,-521.51,-1249.2,,04-24,科恒股份,-0.1,-1023.3,8.6,-1.11,-0.15,-962.55,-1022.68,,08-21,科恒股份,-0.19,15.62,8.5,-2.2,-0.06,-1888.16,15.62,,10-23,科恒股份,-0.74,54.24,,-8.93,,-7432.62,54.25,,04-15,科恒股份,0.02,-142.53,,0.28,,221.79,-142.53,,04-27,,,,,,,,,,,科恒股份,0.06,-130.93,,0.73,,584.07,-130.93,,10-28,,,,,,,,,,
002645,华宏科技,专用机械,江苏,92.12,1.49,2.09,177173.77,73256.59,33696.9,107329.63,5.12,0.23399999999999999,7.35,3.91,20111220,22166.35,1.06,306.88,991.78,20.73,6.88,14861,华宏科技,0.02,-56.91,,0.37,,253.33,-43.98,,04-28,华宏科技,0.01,-86.97,,0.18,,120.58,-86.91,,08-11,华宏科技,-0.04,-157.89,,-0.8,,-549.18,-157.94,,10-27,华宏科技,-0.05,-181.54,,-1.07,,-874.5,-186.23,,04-19,华宏科技,0.07,335.8,,0.99,,1479.22,483.91,,04-27,华宏科技,0.16,1936.36,,2.18,,3283.44,2622.96,,08-18,,,,,,,,,,,,,,,,,,,,
300415,伊之密,专用机械,广东,54.63,1.59,2.4,175804.55,93119.18,37980.59,22821.45,0.95,0.308,3.36,6.68,20150123,27998.66,1.17,15.13,40.22,36.22,7.23,15284,伊之密,0.1,-16.67,6.28,2.96,-0.27,1146.25,1.92,,04-24,伊之密,0.39,-18.75,6.15,6.42,0.16,4469.8,3.34,10转10,08-25,伊之密,0.23,-59.65,3.11,7.46,0.18,5275.44,3.63,,10-21,,,,,,,,,,,,,,,,,,,,,伊之密,0.21,-46.15,3.26,6.49,0.37,5097.58,14.04,,08-23,伊之密,0.31,34.78,,9.39,,7397.13,40.22,,10-27,,,,,,,,,,
600213,亚星客车,汽车整车,江苏,66.14,2.2,2.2,352354.88,319247.63,24947.0,34209.4,1.55,0.19699999999999998,0.5,34.66,19990831,-49676.05,-2.26,83.68,156.37,12.75,2.45,14574,亚星客车,-0.04,-69.23,,-24.27,,-979.82,-64.58,,04-28,,,,,,,,,,,,,,,,,,,,,亚星客车,0.09,-113.64,,36.41,,2019.63,-113.93,,04-21,,,,,,,,,,,亚星客车,0.06,-131.58,,19.32,,1421.92,-134.56,,08-25,亚星客车,0.2,-157.14,,49.22,,4338.22,-156.37,,10-31,,,,,,,,,,
300617,安靠智电,电气设备,江苏,47.21,0.17,0.67,61349.6,38024.14,18591.46,9920.13,1.49,1.089,7.85,6.55,20170228,21374.93,3.21,19.42,13.81,50.97,22.41,30768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安靠智电,1.28,26.73,6.4,22.15,1.58,6377.74,26.0,,02-13,,,,,,,,,,,安靠智电,0.77,,7.16,11.31,0.73,3835.07,,,12-20,,,,,,,,,,,安靠智电,1.45,13.28,7.85,20.38,1.76,7258.36,13.81,,02-13
603667,五洲新春,机械基件,浙江,74.15,0.51,2.02,141303.77,76346.06,43759.8,21430.35,1.06,0.33299999999999996,4.71,6.98,20161025,32554.4,1.61,0.0,0.0,22.84,8.67,48727,,,,,,,,,,,,,,,,,,,,,五洲新春,0.44,,,10.12,0.48,6709.31,,,10-24,五洲新春,0.56,-1.75,,13.88,0.92,8510.46,-1.45,,09-27,,,,,,,,,,,五洲新春,0.29,,4.56,6.63,0.52,4471.45,,,09-27,五洲新春,0.44,0.0,,9.0,0.63,6736.98,0.41,,10-24,,,,,,,,,,
600592,龙溪股份,机械基件,福建,0.0,4.0,4.0,256888.8,121800.42,54862.6,70283.27,1.76,-0.011000000000000001,4.73,3.51,20020805,37344.1,0.93,-7.03,-132.91,20.99,-0.99,24556,龙溪股份,0.03,-27.91,,0.54,,1238.03,-28.1,,04-25,龙溪股份,0.05,-19.52,,0.9,,2026.1,-19.69,,08-29,龙溪股份,0.03,-74.79,,0.62,,1314.18,-74.79,,10-30,龙溪股份,0.13,9.17,,2.38,,5235.63,7.81,10派1,04-21,龙溪股份,0.01,-76.13,,0.15,,296.54,-76.05,,04-28,龙溪股份,0.0,-97.83,,0.02,,43.6,-97.85,,08-27,龙溪股份,-0.01,-132.83,,-0.22,,-432.48,-132.91,,10-28,,,,,,,,,,
002849,威星智能,电器仪表,浙江,82.37,0.22,0.87,46779.65,36943.93,2612.26,5927.78,0.68,0.603,4.27,11.63,20170217,13532.02,1.56,44.66,47.15,32.35,13.39,40701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,威星智能,0.55,-17.91,3.59,16.45,0.38,3549.38,16.13,,01-23,,,,,,,,,,,威星智能,0.29,,3.76,7.92,-0.51,1891.83,,,11-18,,,,,,,,,,,威星智能,0.8,45.45,4.27,20.6,0.63,5222.86,47.15,,01-23
603817,海峡环保,环境保护,福建,80.36,1.13,4.5,180461.13,26159.35,90670.5,31825.55,0.71,0.141,2.65,5.69,20170220,22613.6,0.5,0.0,0.0,50.53,25.87,103817,,,,,,,,,,,,,,,,,,,,,海峡环保,0.19,,,,,6307.84,,,02-17,海峡环保,0.25,-10.71,2.46,10.83,0.37,8537.41,-8.27,,01-23,,,,,,,,,,,海峡环保,0.13,,2.59,5.12,0.36,4368.12,,,01-23,海峡环保,0.19,0.0,2.65,7.34,,6333.74,0.41,,02-17,,,,,,,,,,
300601,康泰生物,生物制药,深圳,119.94,0.42,4.11,154066.98,55106.4,27172.19,19597.1,0.48,0.18100000000000002,1.96,14.8,20170207,15691.07,0.38,0.0,0.0,75.48,21.88,73685,,,,,,,,,,,,,,,,,,,,,康泰生物,0.14,,,8.43,,5137.75,,,01-12,康泰生物,,,1.75,10.21,0.75,6282.17,101.59,,01-12,,,,,,,,,,,康泰生物,,,1.91,8.31,-0.02,5608.31,,,01-12,康泰生物,0.2,42.86,,10.87,,7440.24,44.82,,01-12,,,,,,,,,,
603177,德创环保,环境保护,浙江,154.68,0.51,2.02,100971.78,83163.8,13589.65,1470.12,0.07,0.154,2.27,13.99,20170207,14785.67,0.73,0.0,0.0,31.08,6.77,45947,,,,,,,,,,,,,,,,,,,,,德创环保,,,,,,2152.09,-66.96,,01-10,德创环保,0.22,-66.15,2.06,11.51,0.56,3400.68,-57.59,,01-10,,,,,,,,,,,德创环保,0.14,,2.2,6.36,-0.13,2051.67,,,01-10,德创环保,0.21,,,9.47,,3106.75,44.36,,01-10,,,,,,,,,,
300619,金银河,专用机械,广东,36.44,0.19,0.75,43268.73,31554.3,6515.23,3363.31,0.45,0.5770000000000001,3.66,5.75,20170301,9699.42,1.3,61.91,80.1,33.63,14.73,34311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金银河,0.43,-10.42,2.98,15.16,-0.08,2394.07,-11.37,,02-13,,,,,,,,,,,金银河,0.33,,3.31,10.13,0.25,1835.22,,,08-15,,,,,,,,,,,金银河,0.77,79.07,3.66,23.19,0.16,4311.77,80.1,,02-13
600121,郑州煤电,煤炭开采,河南,0.0,10.15,10.15,1142688.25,446877.41,479702.31,50314.1,0.5,-0.139,3.43,1.7,19980107,85979.8,0.85,-21.88,66.88,6.92,-1.87,59846,郑州煤电,0.02,1178.95,,0.58,,2469.64,1213.9,,04-30,郑州煤电,-0.17,232.03,,-4.16,,-17183.62,230.73,,08-29,郑州煤电,-0.42,145.76,,-10.67,,-42707.9,146.11,,10-31,郑州煤电,-0.54,-993.33,,-14.22,,-54425.08,-973.69,,04-19,郑州煤电,-0.12,-590.53,,-3.54,,-12099.41,-589.93,,04-30,郑州煤电,-0.19,11.76,,-5.64,,-19249.3,12.02,,08-30,郑州煤电,-0.14,-66.67,,-4.2,,-14143.98,-66.88,,10-29,,,,,,,,,,
