code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,name-2015-1,eps-2015-1,eps_yoy-2015-1,bvps-2015-1,roe-2015-1,epcf-2015-1,net_profits-2015-1,profits_yoy-2015-1,distrib-2015-1,report_date-2015-1,name-2015-2,eps-2015-2,eps_yoy-2015-2,bvps-2015-2,roe-2015-2,epcf-2015-2,net_profits-2015-2,profits_yoy-2015-2,distrib-2015-2,report_date-2015-2,name-2015-3,eps-2015-3,eps_yoy-2015-3,bvps-2015-3,roe-2015-3,epcf-2015-3,net_profits-2015-3,profits_yoy-2015-3,distrib-2015-3,report_date-2015-3,name-2015-4,eps-2015-4,eps_yoy-2015-4,bvps-2015-4,roe-2015-4,epcf-2015-4,net_profits-2015-4,profits_yoy-2015-4,distrib-2015-4,report_date-2015-4,name-2016-1,eps-2016-1,eps_yoy-2016-1,bvps-2016-1,roe-2016-1,epcf-2016-1,net_profits-2016-1,profits_yoy-2016-1,distrib-2016-1,report_date-2016-1,name-2016-2,eps-2016-2,eps_yoy-2016-2,bvps-2016-2,roe-2016-2,epcf-2016-2,net_profits-2016-2,profits_yoy-2016-2,distrib-2016-2,report_date-2016-2,name-2016-3,eps-2016-3,eps_yoy-2016-3,bvps-2016-3,roe-2016-3,epcf-2016-3,net_profits-2016-3,profits_yoy-2016-3,distrib-2016-3,report_date-2016-3,name-2016-4,eps-2016-4,eps_yoy-2016-4,bvps-2016-4,roe-2016-4,epcf-2016-4,net_profits-2016-4,profits_yoy-2016-4,distrib-2016-4,report_date-2016-4
002714,牧原股份,农业综合,河南,11.48,3.17,10.34,1092547.25,312775.41,489395.66,93928.56,0.91,1.704,4.93,5.29,20140128,298440.53,2.89,100.4,531.52,49.41,45.18,46670,牧原股份,-0.08,-69.23,,-1.04,,-2019.49,-63.76,,04-27,牧原股份,0.1,-129.41,,2.38,,4683.25,-158.21,,07-28,牧原股份,0.58,5700.0,,13.41,,27899.71,10235.59,,10-24,牧原股份,1.23,272.73,,26.63,,59585.08,642.97,10转10派3.53,02-25,牧原股份,0.71,-987.5,,9.93,,36795.72,-1922.03,,04-20,牧原股份,2.07,1970.0,,26.43,,107242.89,2189.93,,07-21,牧原股份,1.7,193.1,,40.39,,176193.27,531.52,,10-20,,,,,,,,,,
000400,许继电气,电气设备,河南,55.45,7.37,10.08,1321716.75,1149360.25,97778.86,83059.61,0.82,0.243,6.38,2.81,19970418,418045.16,4.15,40.25,48.22,18.86,5.09,64955,,,,,,,,,,,,,,,,,,,,,许继电气,0.16,-72.35,,2.88,,16506.4,-72.15,,10-29,许继电气,0.71,-32.4,,11.95,,72063.67,-32.16,10派1,03-31,,,,,,,,,,,许继电气,0.11,45.52,,1.73,,10957.27,45.46,,08-25,,,,,,,,,,,,,,,,,,,,
300482,万孚生物,生物制药,广东,82.62,1.06,1.76,92509.21,56130.86,16006.17,29052.58,1.65,0.667,4.65,15.81,20150630,30572.8,1.74,33.48,37.74,69.43,30.63,12192,万孚生物,0.31,,5.05,11.4,0.06,2017.37,,,06-10,,,,,,,,,,,万孚生物,1.16,-0.77,7.81,12.41,0.83,8525.82,10.26,,10-26,万孚生物,1.63,9.4,,24.4,,12535.15,27.44,10转10,03-26,万孚生物,0.3,-3.23,,3.66,,2614.1,29.58,,04-27,万孚生物,0.68,-23.6,4.44,10.84,0.29,8034.99,37.34,,08-20,万孚生物,0.67,-42.37,,14.88,,11743.28,37.74,,10-29,,,,,,,,,,
603003,龙宇燃油,石油贸易,上海,12077.89,2.02,4.41,594221.31,546370.0,13997.3,354252.78,8.03,0.001,9.23,2.48,20120817,5864.0,0.13,39.36,100.95,0.94,0.01,10977,龙宇燃油,-0.12,-950.0,,-3.06,,-2369.12,-951.77,,04-30,龙宇燃油,-0.25,-1132.1,,-6.65,,-5066.96,-1134.1,,07-25,,,,,,,,,,,龙宇燃油,-0.79,-2269.95,,-22.66,,-16042.14,-2269.29,,04-23,,,,,,,,,,,龙宇燃油,0.02,-109.65,,0.77,,488.68,-109.64,,08-25,龙宇燃油,0.0,-100.95,,0.1,,62.7,-100.95,,10-28,,,,,,,,,,
300305,裕兴股份,塑料,江苏,53.13,1.51,2.91,145009.56,105394.51,32153.97,60468.71,2.08,0.17300000000000001,4.76,2.58,20120329,38565.94,1.33,0.33,-23.04,25.42,12.9,10147,裕兴股份,0.11,29.74,8.79,1.31,0.23,1645.4,29.73,,04-08,裕兴股份,0.3,25.19,8.92,3.41,0.45,4342.2,25.52,,08-18,裕兴股份,0.45,23.34,9.12,5.08,0.24,6544.38,23.93,,10-27,裕兴股份,0.57,22.43,,6.4,,8204.37,22.64,10派1.36转10,04-26,,,,,,,,,,,裕兴股份,0.12,-59.06,4.69,2.63,0.28,3569.15,-17.8,,08-10,裕兴股份,0.17,-61.55,,3.72,,5036.38,-23.04,,10-28,,,,,,,,,,
603823,百合花,染料涂料,浙江,52.84,0.45,2.25,151072.94,0.0,0.0,0.0,0.0,0.5,3.91,8.99,20161220,0.0,0.0,17.34,14.08,0.0,10.98,39487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百合花,0.72,10.77,3.43,23.3,0.39,12978.26,10.27,,11-29,,,,,,,,,,,百合花,0.43,,3.72,12.72,0.5,7805.02,,,11-29,,,,,,,,,,,,,,,,,,,,
300475,聚隆科技,专用机械,安徽,46.22,0.61,2.0,138602.19,130085.75,5837.98,43399.25,2.17,0.39899999999999997,5.6,4.39,20150610,44822.82,2.24,20.51,1.4,35.92,23.19,20044,聚隆科技,0.19,11.76,,4.92,,2891.7,10.78,,05-25,,,,,,,,,,,聚隆科技,0.47,-40.59,5.18,13.16,0.68,7873.01,-33.99,,10-22,聚隆科技,0.6,-42.86,,12.93,,10534.85,-33.35,10派1.06,03-28,,,,,,,,,,,聚隆科技,0.25,-26.24,5.46,4.68,0.25,5037.77,-1.65,,08-18,,,,,,,,,,,,,,,,,,,,
300330,华虹计通,软件服务,上海,0.0,1.68,1.69,53075.67,41521.37,10968.37,19397.76,1.15,-0.062,2.39,7.56,20120619,2974.36,0.18,-24.52,-974.33,89.66,-9.58,12720,华虹计通,0.0,-86.67,2.57,0.16,-0.01,68.15,-79.68,,04-22,华虹计通,0.0,-96.92,2.57,0.17,0.03,72.92,-95.36,,08-21,华虹计通,0.01,-91.25,2.57,0.27,-0.06,120.07,-90.95,,10-23,华虹计通,-0.08,-200.0,,-3.16,,-1361.48,-202.39,,04-13,华虹计通,-0.01,-275.0,,-0.3,,-125.88,-284.72,,04-22,华虹计通,-0.05,-1257.5,2.4,-1.91,-0.06,-783.6,-1174.53,,08-19,华虹计通,-0.06,-987.14,,-2.56,,-1049.8,-974.33,,10-27,,,,,,,,,,
002715,登云股份,汽车配件,广东,697.73,0.54,0.92,66612.46,34404.4,24257.43,24281.5,2.64,0.036000000000000004,4.86,6.95,20140219,9129.75,0.99,18.28,116.79,25.05,1.67,12064,登云股份,0.0,-94.0,,0.09,,43.72,-94.15,,04-23,登云股份,-0.15,-205.21,,-2.74,,-1355.23,-212.63,,08-28,登云股份,-0.22,-225.5,,-4.05,,-1986.91,-230.46,,10-31,登云股份,-0.58,-376.19,,-11.27,,-5311.56,-385.19,,04-30,登云股份,-0.05,-1141.67,,-1.0,,-414.17,-1047.39,,04-30,登云股份,-0.05,-66.06,,-1.12,,-505.63,-62.69,,08-31,登云股份,0.04,-116.5,,0.75,,333.66,-116.79,,10-28,,,,,,,,,,
300239,东宝生物,生物制药,内蒙,218.1,4.45,4.61,77232.28,32523.15,18970.99,15226.87,0.33,0.027999999999999997,1.55,5.32,20110706,7817.56,0.17,14.14,149.79,19.63,5.7,17804,,,,,,,,,,,东宝生物,0.02,-8.56,1.72,1.18,0.05,401.33,-8.43,,08-26,,,,,,,,,,,东宝生物,0.03,17.41,,1.47,,588.96,20.49,10派0.3转10,03-31,东宝生物,0.01,6.02,,0.46,,325.12,23.59,,04-22,东宝生物,0.02,-10.84,1.54,1.18,-0.02,834.85,108.02,,08-16,,,,,,,,,,,,,,,,,,,,
002013,中航机电,航空,湖北,86.65,13.97,16.04,1865487.25,1217138.0,280260.56,301413.09,1.88,0.15,4.49,3.85,20040705,209165.52,1.3,11.3,27.58,23.0,4.81,61614,中航机电,-0.1,191.86,,-1.55,,-7195.06,191.63,,04-20,中航机电,0.02,-92.0,,0.43,,1988.95,-89.09,,08-27,,,,,,,,,,,中航机电,0.53,0.0,,9.93,,48920.64,28.09,,04-08,中航机电,-0.03,-70.12,,-0.5,,-3024.01,-57.97,,04-27,中航机电,0.09,342.5,,2.09,,13582.72,582.91,,08-12,中航机电,0.15,-25.0,,3.55,,24001.93,27.58,,10-21,,,,,,,,,,
002339,积成电子,电气设备,山东,67.61,2.96,3.79,272785.44,205862.81,25318.07,45904.28,1.21,0.21,4.04,4.69,20100122,62622.01,1.65,22.73,10.19,43.0,8.82,43811,积成电子,-0.03,200.0,,-0.74,,-1000.99,107.62,,04-29,,,,,,,,,,,,,,,,,,,,,积成电子,0.38,11.76,,10.23,,14410.57,11.12,10派0.6,04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002186,全 聚 德,酒店餐饮,北京,41.16,2.81,3.08,199842.67,109558.32,49304.53,53977.07,1.75,0.42,4.66,4.95,20071120,47670.5,1.55,-0.37,5.51,61.02,9.27,22219,全聚德,0.1,-4.22,,2.43,,3222.21,4.32,,04-24,全聚德,0.22,-2.03,,5.14,,6847.35,6.73,,08-22,全聚德,0.4,-4.64,,9.16,,12289.31,1.86,,10-27,,,,,,,,,,,全聚德,0.11,4.11,,2.41,,3356.31,4.16,,04-27,全聚德,0.23,3.2,,5.05,,7066.69,3.2,,08-09,全聚德,0.42,5.52,,9.19,,12966.45,5.51,,10-21,,,,,,,,,,
603001,奥康国际,服饰,浙江,26.16,4.01,4.01,531744.44,366967.63,43285.48,192974.38,4.81,0.638,10.09,2.21,20120426,150338.66,3.75,-2.71,-5.26,36.8,11.18,19502,奥康国际,0.27,8.32,,2.75,,10894.4,8.59,,04-25,,,,,,,,,,,奥康国际,0.67,45.47,,6.87,,27001.21,45.52,,10-28,奥康国际,0.97,51.09,,9.79,,39022.78,51.1,,04-26,,,,,,,,,,,奥康国际,0.53,-2.82,,5.04,,21150.41,-3.06,,08-16,奥康国际,0.64,-5.21,,6.21,,25581.91,-5.26,,10-29,,,,,,,,,,
000955,欣龙控股,纺织,海南,0.0,5.38,5.38,118797.77,52387.25,49240.35,46931.06,0.87,-0.033,1.12,6.63,19991209,-40546.42,-0.75,48.69,33.04,11.72,-5.12,42831,欣龙控股,-0.02,100.0,,-1.49,,-1000.59,86.69,,04-28,欣龙控股,-0.04,56.19,,-2.85,,-1901.26,56.56,,08-08,欣龙控股,-0.05,147.5,,-4.01,,-2664.5,199.15,,10-29,欣龙控股,-0.15,-1804.55,,-11.76,,-7685.81,-1677.05,,04-23,欣龙控股,-0.02,-25.0,,-1.3,,-799.79,-20.07,,04-28,欣龙控股,-0.02,-37.96,,-1.92,,-1176.5,-38.12,,08-27,欣龙控股,-0.03,-33.13,,-2.92,,-1784.19,-33.04,,10-29,,,,,,,,,,
600568,中珠医疗,区域地产,湖北,63.05,5.59,7.12,774202.69,492605.41,48063.67,430045.56,6.04,0.27,8.09,2.45,20010518,68253.5,0.96,95.4,158.56,32.28,17.98,12598,中珠医疗,0.03,-44.7,,0.67,,1585.91,-23.43,,04-30,,,,,,,,,,,中珠医疗,0.13,1142.72,,2.69,,6486.78,1618.26,,10-31,中珠医疗,0.14,63.73,,3.06,,7341.1,126.53,10派0.2,04-16,中珠医疗,0.05,74.12,,1.16,,3050.6,92.36,,04-23,中珠医疗,0.21,80.12,,4.25,,12268.88,111.06,,08-31,中珠医疗,0.27,109.69,,5.6,,16771.91,158.56,,10-29,,,,,,,,,,
603508,思维列控,软件服务,河南,73.27,0.65,1.6,253235.2,216430.8,9090.45,134174.48,8.39,0.6679999999999999,14.8,4.41,20151224,80020.17,5.0,-6.5,-35.11,60.61,24.94,26470,思维列控,0.35,,,5.27,,4168.05,,,04-26,思维列控,0.98,,7.18,14.48,1.09,11811.57,,,12-04,思维列控,1.37,,,19.74,,16474.61,,,10-24,思维列控,2.25,13.07,,30.54,,27037.07,13.38,10派1.69,04-18,思维列控,0.3,-14.29,,2.04,,4724.21,13.34,,04-26,思维列控,0.45,-54.08,,3.13,,7255.54,-38.57,,08-23,思维列控,0.67,-51.09,,4.59,,10690.4,-35.11,,10-24,,,,,,,,,,
000686,东北证券,证券,吉林,18.77,20.9,23.4,7313631.0,0.0,72420.31,573251.44,2.45,0.52,6.63,1.87,19970227,493465.91,2.11,-38.14,-48.07,0.0,37.41,119574,东北证券,0.28,207.69,,6.06,,54868.25,207.91,,04-24,东北证券,0.93,447.06,,19.02,,182937.69,451.49,,08-27,东北证券,1.14,267.74,,22.99,,223248.7,270.65,,10-29,东北证券,1.34,148.15,,26.21,-2.0,263005.89,148.11,10派2,04-27,东北证券,0.2,-28.57,,3.48,,40035.99,-27.03,,04-27,东北证券,0.27,-70.97,,4.62,,58810.99,-67.85,,08-18,,,,,,,,,,,,,,,,,,,,
002095,生 意 宝,互联网,浙江,478.47,2.52,2.53,119080.46,102538.93,6581.0,32427.86,1.28,0.064,3.25,12.45,20061215,20993.0,0.83,70.45,-24.77,39.71,7.88,47821,生意宝,0.04,-42.86,,1.77,,866.36,-18.79,,04-29,,,,,,,,,,,生意宝,0.08,-42.86,,4.32,,2133.71,-27.34,,10-30,生意宝,0.07,-56.25,,3.69,,1810.1,-45.76,,04-26,生意宝,0.02,-50.0,,1.21,,594.47,-31.38,,04-26,生意宝,0.05,-28.57,,2.47,,1269.38,-26.27,,08-25,生意宝,0.06,-25.0,,3.2,,1605.16,-24.77,,10-21,,,,,,,,,,
601008,连云港,港口,江苏,602.6,10.15,10.15,690886.63,58052.03,371866.16,161476.69,1.59,0.006999999999999999,3.16,1.83,20070426,43717.82,0.43,-6.87,-83.53,25.28,0.83,86099,连云港,0.02,-34.78,,0.47,,1514.71,-36.43,,04-24,连云港,0.03,-37.25,,1.01,,3252.59,-37.39,,08-26,连云港,0.04,-45.68,,1.39,,4441.7,-45.83,,10-28,连云港,0.05,-50.0,,1.67,,5335.57,-48.55,10派0.2,04-21,连云港,0.01,-60.0,,0.2,,628.4,-58.51,,04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600711,盛屯矿业,小金属,福建,71.46,14.57,14.97,963828.5,478938.91,69975.15,198520.31,1.33,0.078,2.63,2.83,19960531,43324.92,0.29,103.4,40.13,6.04,1.39,125989,盛屯矿业,-0.01,-82.5,,-0.3,,-1065.86,-45.68,,04-30,盛屯矿业,0.02,-20.0,,0.99,,3602.4,168.38,,08-20,盛屯矿业,0.06,-6.67,,2.29,,8353.33,-4.35,,10-29,盛屯矿业,0.09,-19.3,,3.77,,13845.45,-7.82,,03-25,盛屯矿业,0.0,-157.14,,0.15,,573.76,-153.83,,04-25,盛屯矿业,0.04,50.0,,1.4,,5411.85,50.23,,08-16,盛屯矿业,0.08,39.29,,3.0,,11705.77,40.13,,10-25,,,,,,,,,,
600836,界龙实业,广告包装,上海,4806.88,6.53,6.63,327177.19,210894.52,58898.56,10020.8,0.15,0.002,1.32,7.58,19940224,10631.44,0.16,31.98,-74.15,15.36,0.09,77781,界龙实业,0.01,66.67,,0.4,,167.69,93.76,,04-25,界龙实业,0.01,-15.38,,0.84,,349.96,-14.44,,08-15,,,,,,,,,,,界龙实业,0.06,21.28,,2.83,,1825.34,24.1,10派0.2,03-26,界龙实业,0.01,40.0,,0.25,,219.58,30.94,,04-28,界龙实业,0.01,-54.55,,0.37,,322.42,-7.87,,08-27,界龙实业,0.0,-83.33,,0.12,,103.21,-74.15,,10-29,,,,,,,,,,
600543,莫高股份,红黄药酒,甘肃,157.51,3.21,3.21,128325.57,61707.56,41131.9,46593.48,1.45,0.067,3.45,4.1,20040324,22118.07,0.69,-14.8,-8.77,60.82,14.76,21909,莫高股份,0.05,0.0,,1.39,,1496.18,-11.66,,04-25,莫高股份,0.05,-16.67,,1.55,,1663.48,-15.87,,08-22,,,,,,,,,,,莫高股份,0.06,20.0,,1.79,,1923.45,12.46,,04-23,莫高股份,0.05,0.0,,1.48,,1623.89,8.54,,04-23,莫高股份,0.04,-20.0,,1.15,,1255.96,-24.5,10派0.2,08-23,莫高股份,0.07,0.0,,1.97,,2163.67,-8.77,,10-25,,,,,,,,,,
600235,民丰特纸,造纸,浙江,351.69,3.51,3.51,236831.09,101191.32,116585.55,82903.24,2.36,0.023,3.57,3.03,20000615,514.95,0.01,7.37,134.95,18.79,0.74,21895,民丰特纸,-0.03,47.37,,-0.7,,-976.38,44.82,,04-30,民丰特纸,-0.04,-38.6,,-0.88,,-1227.75,-38.98,,08-31,民丰特纸,-0.07,-2.94,,-1.66,,-2319.12,-3.56,,10-30,民丰特纸,-0.44,-4500.0,,-11.69,,-15518.91,-3749.83,,04-22,民丰特纸,0.01,-125.0,,0.0,,251.86,-125.8,,04-29,民丰特纸,0.01,-117.14,,0.17,,210.54,-117.15,,08-26,民丰特纸,0.02,-134.85,,0.65,,810.6,-134.95,,10-28,,,,,,,,,,
300435,中泰股份,机械基件,浙江,70.47,0.82,2.45,104074.77,90869.25,7812.49,15740.88,0.64,0.32,2.81,6.52,20150326,27729.58,1.13,-28.4,-10.69,38.14,21.96,14644,中泰股份,0.2,11.11,7.17,2.72,0.14,1560.23,48.53,,04-21,中泰股份,0.48,-4.0,7.26,7.44,-0.39,3365.16,12.96,,08-18,中泰股份,0.73,-14.12,7.85,10.56,-0.45,5344.23,4.52,,10-22,中泰股份,1.23,-7.52,,17.33,,9237.33,15.56,10派2转20,04-14,中泰股份,0.22,10.0,,2.73,,1771.3,13.53,,04-14,中泰股份,0.27,-43.75,2.67,4.43,0.05,2888.24,-14.17,,08-04,,,,,,,,,,,,,,,,,,,,
002308,威创股份,电脑设备,广东,80.07,8.36,8.47,299219.88,107243.61,44751.85,65626.43,0.77,0.14,2.68,5.59,20091127,70096.8,0.83,23.54,156.67,57.55,15.88,40850,,,,,,,,,,,威创股份,0.02,-50.0,,0.86,,1796.59,-52.18,,07-31,威创股份,0.06,0.0,,2.22,,4638.37,-10.35,,10-31,威创股份,0.14,7.69,,5.63,,11947.15,13.58,10派0.15,04-23,威创股份,0.03,-250.0,,1.01,,2201.62,-218.73,,04-30,威创股份,0.09,350.0,,3.24,,7134.13,297.09,,08-26,威创股份,0.14,133.33,,5.36,,11905.09,156.67,,10-29,,,,,,,,,,
600331,宏达股份,铅锌,四川,196.64,10.32,20.32,1008709.63,391164.25,256284.91,307823.06,1.51,0.025,2.29,2.92,20011220,-64341.3,-0.32,-18.6,57.4,14.64,1.96,81315,宏达股份,-0.01,-60.85,,-0.67,,-2814.61,332.71,,04-29,,,,,,,,,,,宏达股份,-0.07,-54.09,,-3.47,,-14466.12,-18.42,,10-31,宏达股份,0.02,-107.84,,0.86,,3946.98,-111.67,,04-29,宏达股份,-0.03,82.01,,-1.12,,-5133.82,82.4,,04-29,宏达股份,0.01,-127.13,,0.55,,2526.96,-127.19,,08-27,宏达股份,0.03,-135.67,,1.12,,5169.36,-135.73,,10-29,,,,,,,,,,
600288,大恒科技,软件服务,北京,0.0,4.37,4.37,296090.41,195758.3,35400.09,18708.6,0.43,-0.01,3.37,4.21,20001129,72912.93,1.67,1.35,-151.67,22.83,-0.26,54365,,,,,,,,,,,大恒科技,0.02,269.84,,0.7,,1019.08,269.97,,08-28,大恒科技,0.02,-7.34,,0.6,,881.42,-7.42,,10-29,大恒科技,0.06,3.95,,1.88,,2759.11,3.93,10派0.19,04-23,,,,,,,,,,,,,,,,,,,,,大恒科技,-0.01,-151.49,,-0.31,,-455.39,-151.67,,10-26,,,,,,,,,,
002676,顺威股份,塑料,广东,297.09,4.0,4.0,179469.5,110126.38,47106.45,38074.21,0.95,0.07,2.7,10.18,20120525,25815.77,0.65,-1.12,173.14,21.04,2.9,6691,顺威股份,0.04,-42.86,,0.6,,646.58,-45.97,,04-23,顺威股份,0.14,-33.33,,2.04,,2193.9,-33.68,,08-14,顺威股份,0.06,-76.0,,0.96,,1017.81,-74.16,,10-26,顺威股份,0.01,-96.67,,0.2,,212.32,-95.6,10派0.1转15,02-05,顺威股份,0.01,-75.0,,0.45,,479.86,-25.78,,04-28,顺威股份,0.07,-50.0,,2.56,,2735.51,24.69,,08-19,顺威股份,0.07,16.67,,2.6,,2780.03,173.14,,10-27,,,,,,,,,,
300289,利德曼,生物制药,北京,78.44,3.18,4.24,160512.5,69243.57,65069.61,26399.78,0.62,0.11199999999999999,2.88,4.06,20120216,48671.98,1.15,-14.15,-40.05,55.74,12.32,19426,利德曼,0.1,25.0,6.23,1.53,0.3,1489.87,20.87,,04-22,利德曼,0.32,10.34,6.4,4.95,0.57,4887.7,10.95,10转15,08-28,,,,,,,,,,,利德曼,0.4,-52.38,,14.76,,15721.96,22.56,,03-28,利德曼,0.04,-60.0,,1.51,,1804.07,21.09,,04-27,利德曼,0.08,-75.0,2.86,2.94,0.07,3542.89,-27.51,,08-19,利德曼,0.11,-78.0,,3.92,,4737.18,-40.05,,10-29,,,,,,,,,,
002622,融钰集团,电气设备,吉林,302.07,7.24,8.4,129372.1,52633.93,27671.35,62.08,0.0,0.033,1.41,9.5,20111018,30844.5,0.37,-29.94,-51.81,35.02,39.65,41970,,,,,,,,,,,融钰集团,0.09,-10.0,,3.24,,3767.2,156.69,,08-26,,,,,,,,,,,融钰集团,0.22,-31.25,,7.7,,9036.55,91.24,10转10,03-31,融钰集团,0.01,-66.67,,0.29,,350.75,-72.93,,04-30,融钰集团,0.01,-88.89,,0.55,,632.92,-83.2,,08-29,融钰集团,0.03,-78.57,,2.0,,2786.34,-51.81,,10-25,,,,,,,,,,
002269,美邦服饰,服饰,上海,0.0,25.13,25.26,672248.44,368462.31,183730.11,20917.95,0.08,-0.061,1.17,4.29,20080828,-27075.55,-0.11,8.83,12.73,43.28,-3.27,87444,美邦服饰,0.04,-63.64,,1.06,,3880.64,-63.58,,04-30,美邦服饰,-0.04,-122.22,,-2.65,,-9476.02,-152.98,,08-28,美邦服饰,-0.07,-131.82,,-5.04,,-17651.37,-178.12,,10-28,美邦服饰,-0.17,-221.43,,-13.0,,-43192.15,-396.57,,04-25,美邦服饰,0.02,-50.0,,1.64,,5137.34,32.38,,04-25,美邦服饰,-0.02,-50.0,,-1.96,,-6019.08,-36.48,,08-30,美邦服饰,-0.06,-14.29,,-5.09,,-15404.05,-12.73,,10-28,,,,,,,,,,
603085,天成自控,专用机械,浙江,152.58,0.29,1.12,106968.22,76695.68,7764.62,62552.36,5.59,0.26,8.16,5.73,20150630,15964.59,1.43,20.24,3.92,32.61,9.96,8299,天成自控,0.08,,,2.66,,589.68,,,04-26,天成自控,0.22,10.0,,7.26,,1648.85,9.63,,08-25,,,,,,,,,,,天成自控,0.38,-11.63,,10.75,,3340.82,3.58,10派1.05,03-08,,,,,,,,,,,天成自控,0.16,-27.27,,4.04,,1638.78,-0.61,,08-23,天成自控,0.26,-13.33,,6.3,,2572.98,3.92,,10-26,,,,,,,,,,
000099,中信海直,空运,深圳,75.09,6.06,6.06,487564.44,148556.05,316737.56,103327.21,1.7,0.125,4.64,2.7,20000731,99817.36,1.65,-9.51,-47.41,20.24,9.19,68866,中信海直,0.06,3.5,,1.32,,3587.6,10.3,,04-28,,,,,,,,,,,中信海直,0.24,-19.51,,5.25,,14421.67,-14.42,,10-27,中信海直,0.28,-20.03,,6.16,,16941.16,-16.27,10派0.75,03-22,中信海直,0.03,-49.32,,0.65,,1818.34,-49.32,,04-19,中信海直,0.07,-49.6,,1.49,,4170.52,-49.58,,08-23,中信海直,0.13,-47.44,,2.71,,7584.61,-47.41,,10-25,,,,,,,,,,
601137,博威合金,铜,浙江,41.84,4.3,6.27,442883.81,251444.67,107719.82,183497.97,2.93,0.34,4.84,2.93,20110127,50567.25,0.81,24.96,204.46,12.63,5.31,14612,博威合金,0.11,10.0,,1.15,,2312.83,3.32,,04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,博威合金,0.12,9.09,,1.24,,2547.03,10.13,,04-28,博威合金,0.11,-35.29,,2.39,,4924.81,31.87,,07-16,博威合金,0.34,36.0,,6.27,,15974.91,200.36,,10-22,,,,,,,,,,
601519,大智慧,软件服务,上海,0.0,19.88,19.88,228051.66,135943.27,6917.8,112529.52,0.57,-0.376,0.98,6.8,20110128,-121786.63,-0.61,19.32,-457.71,69.72,-144.66,161704,大智慧,0.02,325.0,,1.12,,3422.01,417.97,,04-25,,,,,,,,,,,大智慧,-0.07,-252.27,,-4.53,,-13400.41,-253.85,,10-31,,,,,,,,,,,大智慧,-0.09,-600.0,,-6.66,,-16798.3,-590.89,,04-29,大智慧,-0.12,-5850.0,,-9.05,,-22902.1,-7568.47,,08-27,大智慧,-0.38,461.19,,-32.76,,-74735.39,457.71,,10-29,,,,,,,,,,
002284,亚太股份,汽车配件,浙江,59.34,6.86,7.38,463384.81,248828.2,113062.0,113704.27,1.54,0.16899999999999998,3.57,3.75,20090828,63246.57,0.86,8.21,5.46,17.82,5.13,106736,亚太股份,0.06,-54.55,,1.78,,4458.21,17.64,,04-29,亚太股份,0.14,-57.58,,4.11,,10353.14,10.14,,08-29,亚太股份,0.16,-63.96,,4.7,,11827.97,-7.29,,10-31,亚太股份,0.19,-68.33,,5.62,,14190.63,-19.17,10派1,03-15,,,,,,,,,,,亚太股份,0.13,-7.14,,3.81,,9933.23,-4.06,,08-25,亚太股份,0.17,6.25,,4.79,,12473.44,5.46,,10-29,,,,,,,,,,
000417,合肥百货,百货,安徽,23.35,7.79,7.8,870922.69,464442.84,151306.27,30882.48,0.4,0.29600000000000004,4.51,2.04,19960812,178272.81,2.29,1.13,6.01,19.91,3.14,40075,合肥百货,0.14,-24.49,,3.29,,10868.69,-24.49,,04-21,合肥百货,0.23,-22.41,,5.25,,17554.65,-22.4,,08-08,合肥百货,0.28,-24.68,,6.56,,21762.38,-24.67,,10-23,合肥百货,0.34,-28.32,,7.91,,26234.43,-28.32,10派1.2,04-22,合肥百货,0.12,-11.55,,2.81,,9616.73,-11.52,,04-29,合肥百货,0.24,4.98,,5.31,,18429.85,4.99,,08-12,合肥百货,0.3,6.02,,6.67,,23071.26,6.01,,10-25,,,,,,,,,,
002325,洪涛股份,装修装饰,深圳,32.36,9.22,12.02,1024341.81,843869.5,23939.49,75256.59,0.63,0.175,2.96,2.55,20091222,136569.34,1.14,12.23,-18.8,23.08,7.86,54364,洪涛股份,0.11,-8.33,,2.89,,8525.5,2.27,,04-28,洪涛股份,0.19,-9.52,,5.11,,15236.74,2.94,,08-29,洪涛股份,0.26,-27.78,,8.41,,25860.2,1.14,,10-30,洪涛股份,0.36,-12.2,,11.75,,35750.38,21.01,,04-30,洪涛股份,0.08,-27.27,,2.49,,8203.33,-3.78,,04-30,洪涛股份,0.1,-47.37,,3.77,,12517.75,-17.84,,08-27,洪涛股份,0.17,-34.62,,5.9,,20999.67,-18.8,,10-29,,,,,,,,,,
