code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg
20,,,,,,,0.98,13.1092,456.9334,1.6136,3.08,87.6623,12.513,21.5776,0.6641,406.5653,17.3359,-77.447,4.9358,-48.1334,-77.4788,4.9358
21,深科技,0.21,116.25,5.67,30353.32,116.29,2.87,5.3655,10570.5342,7.1846,6.306,42.8164,10.694,25.2478,1.2766,211.4993,-5.7301,114.8789,6.0588,-30.3441,116.2474,5.6083
22,深赤湾A,0.66,2.31,9.41,42724.02,2.33,30.12,46.5644,1418.348,2.1997,6.2001,43.5477,42.6965,6.3237,1.6499,163.6463,1.995,3.0348,6.1165,-1.8015,2.3148,6.4953
23,深天地A,0.06,-69.39,2.14,826.78,-69.65,1.14,13.8339,724.0062,5.2178,1.0507,256.9715,1.4014,192.6645,0.5229,516.3511,8.0154,-52.8579,1.2945,-1.5577,-69.3878,0.4268
25,特力A,0.09,28.2,2.97,2621.53,40.23,10.88,28.2598,240.7493,0.8098,164.1236,1.6451,14.2704,18.9203,0.6902,391.191,3.8560000000000003,44.31399999999999,5.9543,3.1779,28.1977,5.9577
26,,,,,,,4.84,40.9274,2234.1353,5.0921,6.8241,39.5657,0.648,416.6667,0.7382,365.7545,-9.4715,0.9061,39.080999999999996,3.5924,-9.0273,39.1793
27,深圳能源,0.34,-15.77,6.11,133793.47,-15.79,15.51,31.9262,8625.11,2.1755,2.6627,101.4008,3.8851,69.4963,0.5381,501.7655,-0.5926,-22.309,3.7894,30.5297,-15.7724,2.7654
28,国药一致,1.99,25.9,12.56,72281.23,25.91,3.37,7.1706,21421.4324,59.0721,3.1127,86.7414,8.3609,32.2932,1.7595,153.4527,8.8498,25.2629,15.2634,4.6378,25.9002,15.2153
29,深深房A,0.23,1.21,9.67,23687.51,1.23,13.57,27.3992,1744.4621,1.7243,11.753,22.9729,0.6338,426.0019,0.4921,548.669,8.4727,1.2162,14.3126,-9.5536,1.2105,13.4812
30,富奥股份,0.4,42.86,10.63,51912.55,43.07,12.51,17.3106,4147.8919,3.2073,3.4089,79.2044,6.0562,44.5824,1.0648,253.5687,31.7531,37.6635,12.3856,17.0269,42.8571,10.335
31,中粮地产,0.04,-86.67,1.33,7672.45,-85.7,0.73,26.0698,10381.6275,5.7239,55.3083,4.8817,0.2012,1341.9483,0.1935,1395.3488,54.9427,-9.0495,-0.5424,17.6818,-86.6667,-6.7298
32,,,,,,,3.81,12.9057,1495.6974,3.5421,6.3576,42.4689,4.1354,65.2899,1.0266,263.0041,107.8034,,53.4963,50.8882,-1452.0,63.1386
34,,,,,,,1.4,5.3178,23822.318,36.4216,8.1053,33.3115,9.672,27.9156,3.205,84.2434,7079.8542,1157.3377,1242.5536,3489.7401,666.2162,1240.9483
35,,,,,,,23.9,50.5626,565.3742,0.4564,3.3014,81.7835,4.1805,64.5856,0.8408,321.1227,22.8395,11.7539,13.9078,32.2673,-45.45,13.9078
36,,,,,,,327.23,46.2498,145.4465,0.1274,33.2212,8.1273,0.018000000000000002,15000.0,0.0211,12796.2085,,,,,,
37,深南电A,-0.11,-8.33,-10.62,-6415.96,-11.84,-5.31,9.6203,1206.5731,2.0017,3.0138,89.5879,1.5504,174.1486,0.43799999999999994,616.4384,17.1158,,-64.0366,-11.9784,-8.3333,-52.2595
38,深大通,0.48,3903.33,3.85,10872.64,9698.53,16.89,33.6501,643.6882,1.97,4.1537,65.0023,0.7226,373.6507,0.2916,925.9259,300.97900000000004,7573.6039,3241.6782,807.3528,3903.3333,4324.22
39,,,,,,,-0.54,18.8555,34982.614,11.7455,3.1791,84.9297,1.6797,160.743,0.777,347.4903,-22.7265,-115.3096,11.6255,14.2082,-113.9441,8.2723
40,东旭蓝天,0.17,142.86,2.89,13119.78,316.49,5.49,19.8689,2386.4389,1.7846,4.5166,59.7795,0.5946,454.0868,0.1913,1411.3957,248.8378,316.7975,745.5942,313.7442,142.8571,745.4289
42,中洲控股,0.13,-85.49,1.47,8198.74,-80.16,1.52,26.7268,5372.5366,8.081,66.7755,4.0434,0.2277,1185.7708,0.2295,1176.4706,70.5161,-83.152,52.0182,22.1468,-85.4887,51.9055
43,中航地产,-0.04,-84.51,-0.67,-2619.85,-84.52,-0.63,20.3597,4102.1416,6.1504,7.9769,33.8477,0.2959,912.4704,0.2827,955.0761,33.4837,,13.3626,7.945,-84.5093,19.160999999999998
45,深纺织A,-0.1,-1100.0,-2.44,-5242.89,-948.0,-6.11,6.2315,857.8684,1.6936,4.3952,61.4307,2.6585,101.561,0.4892,551.9215,-9.0345,-948.003,-2.227,-1.6356,-1100.0,-2.227
46,泛海控股,0.36,38.51,11.09,184123.56,55.75,12.6,44.2822,14609.3722,2.8115,10.3684,26.0407,0.1448,1864.6409,0.1374,1965.0655,230.8341,26.8811,64.4193,48.2953,38.512,64.8341
48,康达尔,0.08,-82.1,4.09,3010.93,-82.11,2.52,18.3982,1191.0459,3.0479,22.5442,11.9765,2.1346,126.4874,1.0182,265.1738,-33.2706,-79.3781,11.2964,-3.3538,-82.1031,11.6148
49,德赛电池,0.65,-22.92,13.6,13336.27,-22.92,2.48,9.2981,5366.7945,26.1483,3.1038,86.9901,6.3066,42.8123,1.5848,170.3685,-9.0475,-28.7845,20.209,10.2682,-22.9181,18.272000000000002
50,深天马A,0.27,-9.86,2.82,37767.8,11.56,4.87,19.7788,7753.4125,5.5338,3.9057,69.1297,4.5638,59.1612,0.7387,365.50699999999995,-0.5807,13.2605,54.7364,23.041,-9.8629,62.2781
55,方大集团,0.15,57.89,7.9,11425.65,59.68,6.56,18.5936,1741.2512,2.2066,1.1548,233.8067,0.8847,305.1882,0.4233,637.8455,-5.4997,79.8164,36.6008,36.2552,57.8947,41.7057
56,皇庭国际,0.07,-22.22,1.48,7469.85,148.7,33.9,70.6141,220.2982,0.1919,4.3045,62.7251,89.2888,3.0239,0.4274,631.7267,18.2712,148.7045,1.7542,24.5149,-22.2222,1.7542
58,深赛格,0.05,0.0,2.85,4227.85,0.22,8.41,13.9975,502.1515,0.6398,6.0151,44.887,0.8135,331.8992,0.3837,703.6747,-11.8011,-1.9046,3.3921,-2.4631,0.0,3.4995
59,华锦股份,0.73,1622.3,12.44,117358.86,1623.56,5.68,26.6418,20628.7592,12.8974,74.298,3.634,4.7742,56.553999999999995,2.0751,130.1142,-7.9118,926.0987,13.7712,4.3789,1622.3005,16.6922
60,中金岭南,0.07,40.0,2.21,16386.81,62.1,1.47,9.7174,11076.3001,5.0059,26.4595,10.2043,4.919,54.8892,2.0879,129.3165,-3.5039999999999996,59.3414,4.3037,4.9047,40.0,4.1094
61,农产品,0.13,361.9,4.38,21397.46,361.72,14.77,39.326,1447.9694,0.8532,20.5098,13.1644,1.7369,155.4494,0.467,578.1585,13.1198,177.2128,2.7691,10.6975,361.9048,2.3574
62,深圳华强,0.37,12.01,7.25,26907.98,20.99,7.03,19.0623,3822.3943,5.2991,4.6106,58.5607,3.8015,71.0246,1.2246,220.4802,329.1015,22.9542,53.3303,59.4378,12.012,54.4796
63,,,,,,,3.99,31.6175,71564.004,17.2045,2.6479,101.9676,2.0041,134.7238,0.711,379.7468,4.4376,18.1625,26.4945,14.2001,9.5238,18.8865
65,北方国际,0.39,0.0,7.9,15938.23,55.38,4.8,9.6886,3315.8162,12.0851,2.2844,118.193,5.9295,45.535,0.4824,559.7015,94.5252,50.6221,12.4612,53.4114,0.0,13.3955
66,,,,,,,0.05,10.1106,49179.8521,37.1563,4.1996,64.2918,4.7094,57.3321,1.5902,169.79,-5.0155,,10.0162,-2.388,-119.7087,6.886
68,华控赛格,-0.03,42.86,-5.21,-3121.03,44.64,-35.94,30.0733,86.8359,0.0862,0.8072,334.4896,3.4414,78.4564,0.1998,1351.3514,169.645,,12.0122,26.1159,42.8571,-0.4485
69,华侨城A,0.36,3.77,7.38,291699.5,17.09,15.31,46.527,19049.7842,2.3215,31.7119,8.5142,0.1813,1489.2443,0.2114,1277.1996,9.2517,9.7304,31.244,31.6106,3.7653,32.3959
70,特发信息,0.4,103.17,7.72,12447.37,135.08,3.81,16.1816,3258.6648,10.3945,2.6689999999999996,101.1615,2.4798,108.8797,1.0671,253.0222,91.0981,113.4929,49.0366,72.1288,103.17299999999999,49.6645
78,海王生物,0.15,-69.36,6.43,22775.1,-35.06,2.23,12.935,10168.5293,3.8381,1.6707,161.6089,7.4166,36.4048,0.8428,320.3607,23.6849,-30.369,151.3794,20.9193,-69.3555,176.9862
88,盐田港,0.14,-27.37,4.79,26964.91,-27.36,132.55,55.3718,203.4295,0.1047,,,,,,,10.6643,-33.9212,5.7951,7.2786,-27.3679,6.1628
89,深圳机场,0.2,10.03,3.95,40934.94,21.51,18.43,27.4131,2220.7968,1.0829,5.1058,52.881,344.4553,0.7838,0.8659,311.8143,0.1228,20.285,4.9509,-1.2783,10.0331,4.8579
90,天健集团,0.18,-60.4,3.66,22142.0,-14.17,6.2,22.4821,3571.1584,2.9814,6.3923,42.2383,0.3188,846.926,0.2564,1053.0421,-6.1513,-14.3261,49.2691,33.6376,-60.3984,50.0916
96,广聚能源,0.2,-50.0,5.14,10473.61,-50.27,15.76,19.4099,664.2361,1.258,149.8846,1.8014,32.3614,8.3433,0.5076,531.9149,-15.9539,-49.1201,1.5829,-1.3414,-50.0,1.5423
99,中信海直,0.13,-47.44,2.71,7584.61,-47.41,9.19,20.2415,825.299,1.3617,1.7293,156.1325,1.6826,160.4659,0.5669,476.2745,-9.5071,-46.1701,0.8245,3.4634,-47.437,0.7163
100,TCL集团,0.13,-29.31,6.21,153810.65,-25.5,1.97,16.2733,77692.9813,6.3611,5.5342,48.7875,6.377000000000001,42.3397,1.2161,222.0212,4.8337,-21.8326,29.6479,21.244,-29.3094,5.5388
150,,,,,,,111.07,36.4852,870.3745,1.9436,2.2434,120.353,0.4525,596.6851,0.2505,1077.8443,31.5893,44797.5938,60.8218,36.0961,107850.0,60.238
151,中成股份,0.26,-11.51,7.56,7554.14,-11.75,8.38,16.9787,900.6006,3.0427,15.1071,17.8724,8.5252,31.6708,0.4818,560.3985,51.1279,-11.5376,1.6963,-33.0761,-11.5118,1.7139
153,丰原药业,0.14,33.2,3.76,4306.81,33.24,3.18,26.8779,1350.796,4.3275,3.0618,88.1834,3.616,74.6681,1.3412,201.3123,14.7964,33.6615,0.3957,8.1249,33.2046,0.5723
155,*ST川化,0.7,-294.44,,33043.98,-297.13,39.34,3.2855,839.7499,1.7867,3.7895,71.2495,,,1.2239,220.6063,,,,,,
156,华数传媒,0.32,3.5,4.85,45844.28,13.59,20.97,45.0646,2185.9455,1.525,3.517,76.77,29.6404,9.1092,0.2813,959.8294,11.7837,13.6721,6.0256,7.3082,3.4951,6.0397
157,中联重科,-0.1,42.86,-2.05,-80228.44,54.82,-5.68,25.4011,14102.8372,1.8401,0.4641,581.7712,0.7499,360.048,0.1909,1414.3531,-5.6863,,-4.7951,-5.5726,42.8571,-5.2811
158,常山股份,-0.05,-36.99,-1.08,-5845.05,-18.96,-0.84,6.9484,6879.5541,5.4108,4.5008,59.9893,3.1834,84.815,1.0819,249.56099999999998,10.9886,,4.3435,24.714000000000002,-36.9863,4.376
159,国际实业,0.02,-128.01,0.53,1162.11,-127.94,3.0,17.3485,386.4611,0.8032,2.8463,94.86,0.3745,720.9613,0.2048,1318.3594,,,,,,
166,申万宏源,0.19,-66.67,7.62,384905.0,-54.15,37.87,43.3725,10163.7046,0.5067,,,,,,,,-54.3972,8.9434,-28.1289,-66.6667,8.9718
301,,,,,,,26.4,49.0993,555.97,0.4563,12.234000000000002,22.0696,0.5312,508.2831,0.3738,722.3114,13.7425,7.4899,3.635,14.1466,7.5893,3.6428
333,,,,,,,11.0,27.9694,116378.41699999999,18.0416,10.077,26.7937,8.0282,33.6314,1.1241,240.1922,4.493,16.2614,21.9652,21.322,-23.0769,22.4487
338,潍柴动力,0.38,46.15,4.78,150413.05,44.32,2.39,23.1594,62891.8757,15.7283,5.7293,47.1262,3.9306,68.6918,1.0197,264.7838,15.2463,42.6935,3.7068,4.0589,46.1538,-0.8579
400,许继电气,0.24,48.2,3.82,24465.78,48.22,5.08,18.8553,4807.3276,4.7676,0.6472,417.1817,1.7663,152.8619,0.4292,629.0774,40.246,41.8791,10.6365,24.2942,48.1979,12.2106
401,,,,,,,-4.98,21.8468,9075.9537,6.7352,5.2303,51.6223,4.8845,55.2769,1.0465,258.0029,6.5079,,-14.9334,-9.0644,-25.0,-15.0306
402,,,,,,,9.49,37.8412,8465.1901,2.8321,10.2622,26.3101,0.0799,3379.224,0.0987,2735.5623,13.2018,-26.7864,4.3367,7.5833,-20.5882,5.6282
403,,,,,,,13.81,54.6884,423.7216,1.5544,289.2645,0.9334,0.665,406.015,0.9817,275.0331,11.7223,-15.3598,11.0238,7.3239,-16.0,13.9384
404,华意压缩,0.32,-0.34,7.83,18115.14,-0.34,3.51,13.8973,5153.7518,9.2093,3.6783,73.4035,6.0716,44.4693,0.9106,296.5078,-1.3195,3.7806,7.9764,15.9563,-0.3387,7.8338
407,胜利股份,0.02,-14.81,0.91,1950.08,-7.27,1.1,12.8785,1761.6007,2.0016,5.1693,52.2314,4.4029,61.3232,1.1134,242.5004,-12.7687,-84.1697,33.2936,2.1478,-14.8148,35.8868
408,藏格控股,0.32,-1346.51,3.41,46779.88,-7275.88,30.88,72.5328,1514.6215,0.7309,4.571000000000001,59.068000000000005,1.4189,190.2883,0.8422,320.5889,1163.1965,,4077.7826,1293.2819,-1346.5116,4168.6164
409,山东地矿,0.0,-87.39,0.18,205.16,-87.27,0.09,16.4724,2103.492,4.4498,6.957999999999999,38.8043,2.8183,95.8024,0.9234,292.3977,207.9765,19.1428,13.6146,31.2006,-87.39,7.8513
410,*ST沈机,-1.04,70.49,-48.08,-79832.58,69.73,-18.54,22.2601,4305.657999999999,5.6248,0.5472,493.4211,0.4178,646.2422,0.2159,1250.579,,,,,,
411,英特集团,0.29,8.0,8.48,5965.27,7.99,0.46,5.3821,12775.9229,61.5855,3.9159,68.9497,7.03,38.4068,2.0931,128.9953,10.7347,13.42,11.5804,9.202,7.9985,11.2269
413,东旭光电,0.2,-33.33,5.23,80183.69,1.55,18.81,32.34,4261.6835,0.8627,3.8517,70.0989,1.3205,204.468,0.1906,1416.5792,84.7131,2.7486,207.0527,130.7281,-33.3333,212.5066
415,,,,,,,8.25,35.9398,17443.894,2.8205,13.9764,19.3183,8459.1908,0.0319,0.4463,604.9742,150.358,47.9218,117.4652,88.9445,-14.85,166.5718
416,民生控股,0.02,-153.94,1.14,983.37,-153.87,4.46,99.9443,220.3795,0.4143,6.3028,42.8381,5.1146,52.7901,0.2202,1226.1580000000001,,,,,,
417,合肥百货,0.3,6.02,6.67,23071.26,6.01,3.13,19.9141,7357.2463,9.4337,123.5482,2.1854,5.3231,50.7223,1.6169,166.9862,1.127,16.9537,6.9815,10.8336,6.0215,5.6939
418,小天鹅A,1.44,33.33,16.81,91312.26,33.16,7.57,26.7607,12055.6359,19.0606,9.7075,27.8135,11.3455,23.798000000000002,0.8671,311.3828,25.4231,33.2755,18.7172,32.1362,33.3333,17.9972
419,通程控股,0.15,-12.73,4.41,8309.0,-12.77,3.04,20.1857,2726.2155,5.0152,146.174,1.8471,6.6471,40.6192,1.4163,190.6376,-13.2214,-7.4649,5.254,0.2199,-12.7283,4.9134
420,吉林化纤,0.03,118.64,1.16,2233.64,164.66,2.2,11.9901,1014.0569,1.0291,8.9356,30.2162,4.4679,60.4311,0.7142,378.0454,,,,,,
421,南京公用,0.23,3.59,5.55,12900.28,3.57,4.77,14.7283,2699.5074,4.7139999999999995,17.0263,15.8578,1.8457,146.286,0.9032,298.9371,-0.4414,-5.9112,6.5044,24.9575,3.5862,8.7976
422,湖北宜化,0.02,-47.37,0.26,1837.2,-45.72,0.14,13.7434,12839.6262,14.3001,24.5612,10.9929,2.6173,103.1597,0.9318,289.7618,-7.0551,-181.1645,1.4159,6.5325,-47.3684,5.0121
423,,,,,,,30.76,66.7797,3984.6729,6.0925,7.1865,37.5704,0.5920000000000001,456.0811,0.6042,446.8719,5.2798,8.509,17.0417,10.2015,8.5094,18.2974
425,,,,,,,1.36,20.2962,12090.1051,1.7252,0.6744,400.3559,1.5497,174.2273,0.3718,726.1969,,,,,,
426,兴业矿业,0.08,340.76,3.52,9678.19,340.18,19.23,56.2133,503.2234,0.4214,6.1731,43.7382,1.058,255.1985,0.7315,369.1046,-26.0617,340.2276,1.7177,14.043,340.7609,1.7194
428,华天酒店,-0.12,-500.0,-3.94,-12333.13,-679.74,-16.55,55.9869,744.7808,0.7309,7.2635,37.1722,0.1496,1804.8128,0.2205,1224.4898,-7.7971,-1723.3956,75.4926,1.9017,-500.0,96.3296
429,,,,,,,38.42,58.3493,2074.9518,0.9924,29.9804,9.0059,873.3462,0.3092,0.9738,277.2643,82.7585,107.0976,44.1271,34.9503,38.7097,59.5911
430,张家界,0.3,-26.66,14.7,9646.25,-26.29,21.14,44.4822,456.2352,1.422,99.29799999999999,2.7191,45.7881,5.8967,2.3826,113.3216,-9.8202,-26.1941,13.3523,68.3608,-26.6585,12.8349
488,晨鸣纸业,0.74,155.17,8.8,155416.35,176.87,9.37,31.1572,16572.0585,8.5581,4.3719,61.758,2.1918,123.1864,0.4342,621.8333,11.2575,192.7375,31.9709,19.0966,155.1724,32.8759
498,山东路桥,0.22,20.91,7.85,24807.71,20.87,5.89,14.9926,4206.5132,3.7553,1.2165,221.9482,0.9719,277.8064,0.4316,625.5792,4.3046,21.0443,14.5319,30.4465,20.9061,14.5073
501,鄂武商A,1.29,18.35,13.8,70596.66,27.6,5.63,22.4921,12527.1724,21.1666,1419.4147,0.1902,11.8224,22.838,3.2198,83.8561,-2.7007,27.5203,44.9285,1.3177,18.3486,45.0156
502,,,,,,,-231.52,40.9839,14.9609,0.0809,7.8314,34.4766,0.0574,4703.8328,0.0387,6976.7442,,,,,,
503,,,,,,,-57.71,33.2412,147.5148,0.1641,33.6118,8.0329,287.98400000000004,0.9376,0.1376,1962.2093,18.9937,,3.7011,5.3459,-12.3148,5.4308
504,,,,,,,-119.42,24.7621,13.2383,0.0424,2.0468,131.9132,588.2213,0.45899999999999996,0.31,870.9677,28.2962,,,-24.6141,51.3433,462.9253
505,珠江控股,-0.21,162.5,,-9079.14,165.57,-41.8,12.0384,217.1756,0.5089,9.985,27.0406,0.3119,865.6621,0.1782,1515.1515,,,,,,
506,中润资源,0.01,-121.41,0.45,653.44,-121.52,1.18,44.9814,551.4965,0.5936,20.0555,13.4626,0.319,846.395,0.2266,1191.5269,,,,,,
507,珠海港,0.11,62.2,3.28,8400.23,62.17,6.19,20.242,1356.6069,1.7182,4.4309,60.9357,17.663,15.2862,1.3629,198.107,-13.9301,53.5532,4.1679,3.8237,62.1951,3.8139
509,华塑控股,-0.04,20.12,-78.96,-3348.14,20.15,-47.0,7.4493,71.2244,0.0862,1.4668,184.0742,0.5546,486.8374,0.205,1317.0732,-38.7533,,,-7.269,20.1183,73.2449
510,金路集团,0.03,-120.53,2.39,1806.1,-120.56,1.74,14.7084,1034.361,1.6979,47.2064,5.7196,9.541,28.2989,2.9178,92.5355,,,,,,
511,*ST烯碳,-0.07,-450.0,-1.43,-8097.7,-461.86,-13.56,0.5307,597.0426,0.5169,38.1079,7.0851,0.4276,631.4312,0.2151,1255.2301,-32.8337,-461.8554,-4.0429,-0.8321,-450.0,-4.0429
513,,,,,,,10.74,64.6067,5723.8501,13.4447,4.0394,66.8416,1.9553,138.0862,1.2035,224.3457,17.1303,20.5346,48.3468,32.144,23.622,50.632
514,,,,,,,2.23,39.7719,487.3543,0.5775,19.8176,13.6243,0.0732,3688.5246,0.0991,2724.5207,-33.5421,,0.7956,-7.0663,-55.5172,0.1889
516,,,,,,,6.91,20.5343,2809.3667,1.4253,51.7008,5.2224,42.0963,6.4139,1.0721,251.8422,-1.0089,10.7903,7.3763,3.8083,-57.3276,7.2376
517,,,,,,,2.76,22.3908,739.8003,0.2323,16.6914,16.176,0.1065,2535.2113,0.0967,2792.1406,102.8152,-14.7212,0.3776,14.8397,-14.6667,0.3776
518,四环生物,0.01,-324.44,1.69,1036.78,-324.17,4.71,64.6822,219.8759,0.2135,2.1346,126.4874,0.2289,1179.5544,0.3827,705.5135,25.0402,,-12.7709,28.5547,-324.4444,-8.789
519,中兵红箭,0.05,-78.04,1.1,4650.27,-78.03,4.41,21.9933,1052.5273,1.0186,1.7482,154.4446,0.5328,506.7568,0.3911,690.3605,-10.5088,-78.0516,2.0343,0.2348,-78.0381,2.0575
520,,,,,,,-0.65,16.0782,486.5437,0.4807,2.5173,107.2578,25.7335,10.4922,1.2411,217.5489,-17.3356,-102.9214,8.4929,-4.5461,-102.963,8.4929
521,美菱电器,0.22,2.08,4.67,16528.87,2.09,1.65,19.6832,9997.225,13.0898,7.3602,36.6838,5.4069,49.9362,1.1334,238.2213,19.4524,3.9965,0.2847,26.0782,2.0755,-0.7257
523,广州浪奇,0.04,-37.5,1.43,2025.22,-29.19,0.3,2.6685,6654.9486,12.7259,4.9992,54.0086,10.6691,25.3067,2.4392,110.69200000000001,33.9764,-30.3782,58.7008,13.2081,-37.5,59.0503
524,,,,,,,13.21,56.8619,220.2758,0.8168,12.7625,21.1557,18.9355,14.2589,1.1163,241.8705,-2.3144,-1.4707,5.4851,3.2522,-1.8182,5.4851
525,红太阳,0.07,-84.55,0.99,3887.01,-82.28,1.25,13.1781,3087.9175,5.3169,4.24,63.6792,1.9958,135.2841,0.8274,326.3234,-27.299,-82.2413,20.1288,17.7775,-84.5497,18.8703
526,*ST紫学,-0.37,-1371.13,-28.45,-3557.81,-1370.26,-4.34,25.8995,819.0932,8.5149,32.4302,8.3256,,,1.0254,263.3119,4257.1073,-1392.8929,-35.3251,1631.3938,-1371.134,-33.1986
528,柳工,0.01,-72.0,0.07,628.92,-72.06,0.12,24.7249,5026.6166,4.4671,1.6062,168.0986,1.3988,193.0226,0.3728,724.2489,-0.4372,-76.1733,-0.7414,1.8027,-72.0,-0.7285
529,,,,,,,5.3,14.7444,1484.1923,2.5423,79.5025,3.3961,8.9298,30.2358,1.578,171.1027,-1.8977,19.4319,7.4171,8.1693,8.3333,7.3011
530,,,,,,,10.53,17.5135,1251.0851,2.0889,1.6299,165.6543,3.4882,77.4038,0.7258,372.0033,4.5833,34.4877,24.3786,28.8183,-17.8571,24.7693
531,穗恒运A,0.63,18.18,11.61,43209.69,18.18,23.73,34.9316,1820.5223,2.6573,6.7564,39.9621,2.1162,127.5872,0.8136,331.8584,3.9634,10.4857,10.6063,14.3966,18.175,11.6336
532,华金资本,0.09,23.86,4.29,2987.58,19.17,15.07,43.07899999999999,198.2349,0.575,2.9423,91.7649,1.1758,229.6309,0.5476,493.0606,52.4036,-2.3169999999999997,-11.2043,30.9963,23.8571,0.9924
533,万家乐,0.02,-85.8,1.16,1602.03,-85.64,0.54,33.7407,2966.6141,4.2943,2.1796,123.8759,3.2193,83.8692,0.8951,301.6423,5.2837,-70.8132,0.9516,7.2010000000000005,-85.8025,1.3669
534,万泽股份,0.14,44.02,5.13,6869.93,43.32,219.2,22.5695,31.3405,0.0637,12.2133,22.107,0.0162,16666.6667,0.0121,22314.0496,-93.2129,53.8922,-16.5183,-31.246,44.0206,5.5312
536,,,,,,,13.21,12.5567,3096.7894,3.9748,1.8022,149.8169,9.1554,29.4908,0.2864,942.7374,-27.1093,254.4959,310.634,113.8919,496.8182,396.342
537,广宇发展,0.49,96.0,12.07,25067.68,96.66,13.88,52.1902,1804.8516,3.5201,1262310.5571,0.0002,0.0894,3020.1342,0.1661,1625.5268,74.7392,76.7904,15.0617,133.1865,96.0,13.708
538,云南白药,2.27,10.19,16.35,235984.79,10.16,14.48,31.0109,16287.6797,15.6401,12.0559,22.3957,1.8421,146.5718,0.8714,309.8462,10.8928,10.4138,18.293,21.4298,10.1942,18.4846
539,,,,,,,8.98,24.8151,16442.3081,3.1316,6.9783,38.6914,9.0345,29.8854,1.4359,188.0354,-16.4848,-45.6877,2.4742,1.4851,-43.8,3.4556
