code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,earnings,fluctuate
002064,华峰氨纶,-0.25,-213.64,-13.13,-41320.53,-320.91,-33.74,16.6608,1224.486,0.7302,2.374,75.8214,2.1401,84.1082,0.6969,258.2867,0.4275,-320.9112,-10.5289,7.3577,-213.6364,-10.5289,0.0,10.0
002065,东华软件,0.21,-22.49,3.84,32621.93,-20.28,15.04,34.3541,2167.5786,1.3854,0.5699,315.8449,0.5627,319.8863,0.2664,675.6757,29.0083,-20.9547,27.8465,35.0798,-22.4907,25.9293,-0.0,10.0
002066,,,,,,,0.57,23.8388,895.5111,3.8766,0.8140000000000001,221.1302,1.007,178.7488,0.3707,485.5678,-9.7464,-54.8791,-8.1146,1.2419,30.7692,-17.3612,-0.0,10.0
002067,,,,,,,10.52,12.2587,1683.6012,1.539,3.3105,54.3725,3.7107,48.5084,0.7731,232.8289,26.4041,8135.1923,5.5909,-2.287,1500.0,5.992000000000001,-10.0,20.0
002068,黑猫股份,-0.09,-228.57,-2.95,-5711.09,-234.89,-2.92,14.2937,1950.1781,3.2124,2.3266,77.3661,3.0521,58.9758,0.6455,278.8536,-21.7617,-233.75,-3.2061,-8.5661,-228.5714,-4.6945,0.0,20.0
002069,,,,,,,0.5,15.7142,1336.9008,1.88,4.8286,37.2779,0.7103,253.4141,0.5146,349.7862,2.7558,99.8074,-20.5078,-6.2875,,-20.6238,20.0,30.0
002070,*ST众和,0.05,-169.65,4.36,3121.27,-169.68,6.69,31.4076,466.073,0.7336,1.135,158.5903,0.4871,369.534,0.3781,476.0645,,,,,,,-10.0,30.0
002071,长城影视,0.12,28.5,7.4,6421.38,28.54,10.75,32.4044,597.2492,1.1366,0.6611,272.2735,1.1678,154.136,0.3938,457.0848,192.9587,76.2375,-18.063,48.4134,28.4963,-28.7407,,
002072,凯瑞德,0.21,-166.98,37.07,3708.59,-166.81,695.99,-3.1557,5.3285,0.0302,0.0139,12949.6403,0.0576,3125.0,0.0092,19565.2174,,,,,,,10.0,20.0
002073,软控股份,0.02,-87.5,0.43,1820.05,-84.95,1.98,20.6889,918.9065,1.1268,0.4498,400.1779,0.5147,349.7183,0.179,1005.5866,-35.5692,-91.2345,4.3495,-0.7257,-87.5,-1.8289,10.0,20.0
002074,国轩高科,0.61,64.86,16.45,53357.51,141.32,22.23,47.683,2399.383,2.7379,1.3951,129.023,2.2511,79.9609,0.5104,352.6646,169.1093,141.1149,25.9431,67.4563,64.8649,27.1092,-10.0,20.0
002075,沙钢股份,0.03,-174.5,2.81,6573.46,-204.48,1.97,10.1727,3330.1043,1.509,45.0678,3.994,3.2833,54.8229,1.2241,147.0468,-18.0313,,1.1963,-4.9386,-174.5,2.0626,10.0,10.0
002076,,,,,,,5.06,27.2134,369.3236,1.0058,1.7743,101.4485,1.4184,126.9036,0.431,417.6334,10.6039,-32.078,4.2803,19.1276,-36.4882,5.2353,-10.0,30.0
002077,大港股份,0.03,-130.0,0.56,1067.16,-136.42,1.66,16.4958,642.5354,1.1071,0.5997,300.1501,0.328,548.7805,0.1619,1111.7974,,,,,,,-0.0,10.0
002078,,,,,,,5.37,19.8056,6559.584,2.5859,6.1342,29.3437,3.9683,45.3595,0.91,197.8022,26.2978,32.6923,8.7213,7.7564,40.0,10.5384,30.0,40.0
002079,苏州固锝,0.07,610.0,3.83,5162.5,625.65,9.68,18.7735,533.0027,0.7321,2.5192,71.4513,2.9247,61.5448,0.5537,325.0858,38.5335,1163.4752,13.6549,12.9146,610.0,12.1787,-10.0,20.0
002080,中材科技,0.38,-17.16,4.17,27254.9,48.03,7.18,25.9297,3792.668,4.7009,1.9434,92.6212,1.8732,96.0922,0.5654,318.3587,50.2996,36.485,184.017,149.1684,-17.1627,198.8751,-10.0,10.0
002081,金螳螂,0.34,-30.64,9.86,88813.38,4.03,9.75,15.8613,9101.5995,3.4432,0.5359,335.8836,46.9182,3.8365,0.4373,411.6167,2.7333,4.5803,16.0889,11.7054,-30.6358,16.6936,10.0,30.0
002082,栋梁新材,0.16,-20.0,2.86,3831.45,-20.36,1.03,2.5616,3692.1117,15.513,26.0651,6.9058,11.4575,15.7102,3.3443,53.8229,-22.755,-20.5486,2.5725,1.7990000000000002,-20.0,2.2261,50.0,60.0
002083,孚日股份,0.19,11.76,5.86,17526.34,10.93,7.92,23.1095,2211.7911,2.4358,4.9608,36.2845,0.8792,204.7316,0.5608,320.97,1.5122,11.2421,5.205,8.4395,11.7647,5.1829,10.0,10.0
002084,海鸥卫浴,0.05,24.5,2.07,2271.11,41.5,2.78,19.4966,814.8559,1.7857,2.0633,87.2389,2.0124,89.4454,0.7134,252.3129,-1.5814,60.6789,38.981,13.2982,24.5,39.5313,10.0,20.0
002085,万丰奥威,0.26,-60.91,11.07,47985.28,82.62,10.52,25.2828,4558.7852,2.5015,3.131,57.4896,3.8056,47.2987,1.0307,174.6386,65.5907,77.3861,96.1014,64.4108,-60.9115,108.6114,40.0,40.0
002086,,,,,,,14.33,28.6118,365.0627,0.5308,1.27,141.7323,0.2737,657.6544,0.1721,1045.9035,7.5963,30.6321,94.4117,25.1852,-7.2517,96.2737,10.0,20.0
002087,,,,,,,3.72,19.5004,1823.5672,3.5084,4.2871,41.9864,1.0741,167.5822,0.4385,410.4903,26.7415,60.2211,44.1787,36.3107,60.2454,44.1787,10.0,20.0
002088,鲁阳节能,0.11,83.33,1.59,2573.23,93.9,5.03,29.6014,510.5862,2.1821,1.0596,169.8754,1.5849,113.5718,0.4528,397.5265,2.3475,93.9036,2.9911,4.1429,83.3333,2.9911,10.0,20.0
002089,,,,,,,2.99,16.7759,1311.9472,1.9087,1.8585,96.8523,4.4876,40.1105,0.5964,301.8109,70.1494,4.4207,7.832999999999998,-7.7651,-54.0997,5.0001,-10.0,20.0
002090,金智科技,0.21,-46.25,4.41,4833.3,-40.09,6.81,33.9097,709.1968,3.0605,0.9813,183.4301,1.3621,132.1489,0.3459,520.3816,25.3053,-19.9011,17.4702,61.3628,-46.25100000000001,11.1642,-0.0,10.0
002091,江苏国泰,0.29,-12.12,8.61,16041.77,33.03,4.61,15.3817,3479.32,6.3712,3.2599,55.2164,5.754,31.2826,1.1409,157.7702,19.5188,34.6148,7.8266,28.9215,-12.1212,7.4913,-0.0,20.0
002092,中泰化学,0.18,1656.0,2.81,27223.92,1785.8,2.82,23.9375,9638.7762,5.4474,11.794,15.262,4.7273,38.0767,0.9783,183.9926,38.7528,906.9983,20.2882,19.3039,1656.0,39.799,0.0,20.0
002093,国脉科技,0.05,109.82,2.99,4061.78,109.68,7.45,31.0484,545.1634,0.6302,2.815,63.9432,0.3528,510.2041,0.363,495.8678,159.8663,128.7304,4.5691,17.8767,109.8214,4.3495,-10.0,20.0
002094,,,,,,,4.86,15.3215,1063.9413,2.8202,3.7336,48.2108,3.0778,58.4833,0.775,232.2581,117.6107,21.5579,146.3969,86.1274,41.6071,141.7166,,
002095,生意宝,0.05,-28.57,2.47,1269.38,-26.27,10.01,43.9959,126.7417,0.5015,17.2318,10.4458,100.6332,1.7887,0.28600000000000003,629.3706,73.8498,-28.1859,3.0107,6.0681,-28.5714,2.8957,-0.0,10.0
002096,南岭民爆,0.04,-73.33,0.68,1566.5,-71.26,1.37,24.8494,1138.2194,3.0656,3.4363,52.3819,4.3358,41.5148,0.6589,273.1826,43.7827,-70.6888,-0.0437,21.1,-73.3333,0.0124,-0.0,10.0
002097,山河智能,0.02,283.61,0.74,1764.05,477.66,2.09,32.45,843.1682,1.1162,0.4089,440.2054,0.4883,368.6258,0.1837,979.8585,11.7288,831.0446,-1.2086,-7.9686,283.6066,-0.9388,-0.0,10.0
002098,浔兴股份,0.18,20.55,5.86,6291.93,38.94,11.35,35.1872,554.0468,1.5476,1.9318,93.1773,1.6326,110.2536,0.8126,221.5112,2.4773,38.9396,50.4094,2.0631,20.5479,50.4094,-0.0,20.0
002099,海翔药业,0.21,-53.33,8.23,30395.97,-8.42,23.63,44.515,1286.2521,0.8446,3.5122,51.2499,1.107,162.6016,0.5603,321.2565,0.7932,-9.3844,12.179,37.92,-53.3333,12.4422,0.0,10.0
002100,天康生物,0.2,33.33,7.9,19194.61,36.57,8.87,22.8468,2163.7734,2.246,8.8511,20.3365,2.4292,74.0985,1.1166,161.2037,4.4954,37.428,9.828,-4.5108,33.3333,8.1215,0.0,20.0
002101,广东鸿图,0.28,2.2,3.54,5872.78,12.2,5.0,23.1984,1174.3234,4.7347,1.6121,111.6556,2.7373,65.7582,0.8267,217.7332,11.2475,12.201,47.3003,22.0466,2.1978,47.3003,-10.0,10.0
002102,,,,,,,15.43,31.4793,524.8480000000002,0.7202,2.8894,62.2967,3.2227,55.8538,0.3772,477.2004,-39.6691,181.2914,11.8281,2.0674,178.0,11.3032,20.0,30.0
002103,,,,,,,5.56,21.2509,691.9534,1.5118,2.3606,76.2518,2.3192,77.613,0.8220000000000001,218.9781,24.4262,56.5071,3.4245,1.332,-27.2727,3.3128,-0.0,20.0
002104,恒宝股份,0.12,-29.41,5.48,8745.71,-29.22,14.2,34.7871,615.4911,0.8626,1.8851,95.4857,1.3634,132.0229,0.4703,382.7344,-19.5113,-26.5005,20.3895,11.0927,-29.4118,19.3916,-10.0,10.0
002105,,,,,,,2.86,15.4001,636.0408,1.726,2.3040000000000003,78.125,2.6710000000000003,67.3905,0.8662,207.8042,,,,,,,0.0,20.0
002106,莱宝高科,0.1,-172.38,1.94,6736.09,-172.38,5.24,14.9187,1284.6167,1.82,1.7475,103.0043,3.09,58.2524,0.5117,351.7686,5.559,,-11.0496,-8.3683,-172.3824,-11.041,0.0,20.0
002107,沃华医药,0.07,-36.36,5.29,2555.5,-33.25,9.26,74.7958,275.7606,0.7643,4.9598,36.2918,1.2565,143.2551,0.7999,225.0281,47.0312,-27.3959,-12.2267,-5.9392,-36.3636,-19.5558,-10.0,10.0
002108,沧州明珠,0.42,180.0,13.49,25676.23,185.4,21.11,35.339,1215.9489,1.966,1.7049,105.578,2.9025,62.0155,0.7767,231.7497,24.9972,183.2435,14.7196,14.2275,180.0,16.8878,-10.0,20.0
002109,兴化股份,-0.13,-18.63,-4.66,-4666.82,-18.47,-11.27,8.4197,413.8044,1.1545,3.5669,50.464,4.828,37.2825,1.1387,158.075,,,,,,,10.0,20.0
002110,,,,,,,5.86,11.7386,6140.5221,6.6912,536.7778,0.3353,5.283,34.0716,2.1343,84.3368,-6.5439,,63.2194,30.015,-208.1511,63.2194,20.0,40.0
002111,威海广泰,0.25,31.58,4.51,9181.34,58.85,13.31,35.3778,689.7925,1.9103,1.0493,171.5429,0.5976,301.2048,0.3442,522.9518,27.8415,71.9613,8.8299,12.8062,31.5789,8.3483,-0.0,10.0
002112,,,,,,,13.94,19.591,295.6804,1.4666,0.4899,367.4219,1.6038,112.2334,0.2852,631.136,-22.237,602.9018,12.6804,4.3461,566.6667,12.6804,-10.0,30.0
002113,,,,,,,38.22,89.383,35.9911,0.1908,2.6712,67.3854,,,0.2295,784.3137,,,,,,,50.0,70.0
002114,罗平锌电,-0.09,-35.71,-2.93,-2362.58,-37.52,-9.5,10.2314,248.5318,0.9142,4.341,41.4651,1.0516,171.1677,0.4343,414.4601,-18.8697,,4.2997,15.5545,-35.7143,4.501,-10.0,30.0
002115,三维通信,-0.06,-448.21,-2.62,-2403.52,-448.03,-6.36,22.639,377.5709,0.9193,0.9694,185.6819,0.6941,259.3286,0.2627,685.1922,-4.5959,-490.2568,-6.1872,-1.1319,-448.2143,-5.4272,-10.0,20.0
002116,,,,,,,3.98,9.5755,2337.0356,5.6442,5.5011,32.7207,3.6994,48.6565,0.7434,242.1308,7.6512,-15.5549,27.1853,7.3257,-14.8148,27.1853,-0.0,10.0
002117,东港股份,0.27,6.96,6.82,9727.61,5.62,13.97,38.1342,696.1558,1.9136,2.6944,66.8052,4.1610000000000005,43.2588,0.6178,291.3564,10.7718,0.3256,8.5566,12.9639,6.96,8.8262,-10.0,20.0
002118,紫鑫药业,0.03,200.0,0.81,2053.65,599.54,5.9,67.3823,347.57,0.5427,0.6888,261.324,0.0545,3302.7523,0.0907,1984.5645,53.9904,650.0236,82.0764,50.7732,200.0,82.1772,-0.0,20.0
002119,康强电子,0.09,-142.86,2.66,1757.91,-140.98,3.12,18.5019,563.2239,2.7314,2.3503,76.586,2.0594,87.4041,0.8320000000000001,216.3462,9.8271,,1.4072,-1.5271,-142.8571,0.4793,0.0,10.0
002120,韵达股份,0.27,80.0,7.95,3986.44,72.35,7.77,27.9152,512.4766,3.4101,2.7764,64.8322,3.2723,55.0072,1.2153,148.1116,14.5329,27.4052,-26.2771,12.7455,80.0,-21.5852,40.0,60.0
002121,科陆电子,0.06,-61.8,3.12,7353.17,7.64,5.59,33.5082,1314.5212,1.1028,0.5814,309.5975,1.1689,153.9909,0.28600000000000003,629.3706,41.3743,9.1633,13.6335,75.1204,-61.8047,8.724,-10.0,20.0
002122,天马股份,0.02,-25.93,0.51,2439.95,-25.01,2.19,23.2553,1109.3755,0.9338,1.0912,164.956,0.4986,361.0108,0.252,714.2857,1.9978,-11.4568,-0.0837,-2.001,-25.9259,-0.0937,80.0,100.0
002123,梦网荣信,0.17,240.0,2.98,14723.52,453.14,11.97,32.9998,1229.9898,1.4275,0.7421,242.5549,1.4318,125.7159,0.3451,521.5879,62.4148,396.71,177.5465,94.9793,240.0,181.2773,-10.0,20.0
002124,天邦股份,0.32,-413.96,17.19,20330.04,-1058.96,18.82,33.8968,1079.8386,1.696,12.1917,14.7641,1.95,92.3077,1.232,146.1039,,,,,,,0.0,10.0
002125,湘潭电化,0.03,233.33,0.53,551.45,286.77,2.1,26.6988,261.4129,1.2102,1.3617,132.1877,0.8091,222.4694,0.2802,642.3983,-17.6057,337.879,140.6437,5.1751,233.3333,149.8922,0.0,20.0
002126,,,,,,,8.18,27.0829,1441.9174,1.9996,1.5515,116.0168,2.2139,81.3045,0.6826,263.6976,1.4583,9.3801,16.1607,19.3882,-46.6667,11.89,-0.0,10.0
002127,南极电商,0.06,500.0,6.05,8507.88,1282.94,53.5,83.2272,159.0192,0.1033,0.3725,483.2215,0.4209,427.655,0.1194,1507.5377,-18.0052,1048.9061,178.7697,164.69,500.0,193.5006,20.0,30.0
002128,露天煤业,0.21,-12.5,3.85,34804.76,-11.79,14.45,35.3843,2408.5433,1.4736,1.3288,135.4606,3.8843,46.3404,0.5623,320.1138,-8.1233,-11.6159,4.4352,2.4449,-12.5,4.4693,20.0,20.0
002129,中环股份,0.09,133.17,2.25,25082.99,168.68,6.9,12.8157,3634.6651,1.3745,3.294,54.6448,2.0806,86.5135,0.4861,370.2942,44.0731,147.0972,55.7028,11.4872,133.1695,57.6235,,
002130,沃尔核材,0.1,-84.38,3.3,5610.64,-84.55,7.06,31.0953,793.9795,1.3944,1.4665,122.7412,2.0039,89.8248,0.6178,291.3564,11.7266,-84.5762,-3.0761,23.9307,-84.375,-3.3266,-10.0,10.0
002131,利欧股份,0.18,-55.0,4.67,27289.66,75.95,8.9,23.3969,3064.7437,2.0304,1.4684,122.5824,6.3468,28.3607,0.8569,210.0595,56.4455,71.7003,170.4587,104.7013,-55.0,178.1101,-10.0,20.0
002132,恒星科技,0.05,25.0,3.16,5722.55,120.51,6.41,24.0237,892.1377,0.8407,1.5336,117.3709,2.8031,64.2146,0.6424,280.1993,7.797999999999999,123.7147,1.636,-0.3879,25.0,-0.6538,30.0,40.0
002133,广宇集团,0.2,,5.5,15348.4,-5964.98,5.15,28.9996,2975.6419,3.8437,156.793,1.148,0.35700000000000004,504.2017,0.3863,465.9591,,,,,,,30.0,30.0
002134,*ST普林,-0.12,50.0,-5.61,-2849.15,48.73,-16.01,-6.8391,177.8963,0.7235,1.6708,107.7328,1.682,107.0155,0.5486,328.1079,-11.858,,-10.4508,-11.9831,50.0,-10.4429,10.0,30.0
002135,东南网架,0.04,-20.0,1.5,3609.18,-8.53,1.33,10.6896,2693.6279,3.1521,0.9729,185.0139,0.9535,188.7782,0.4153,433.4216,25.5962,-2.8207,27.2051,-5.4386,-20.0,27.3262,-0.0,10.0
002136,安纳达,0.02,-119.07,0.88,406.9,-119.09,1.06,12.4419,383.2859,1.7825,5.5729,32.2992,3.1355,57.4071,1.4542,123.7794,,,,,,,0.0,10.0
002137,麦达数字,0.23,5971.05,9.12,13037.66,7311.04,35.52,24.0164,367.0386,0.6366,1.6188,111.1935,8.0573,22.34,0.4947,363.8569,90.1365,7185.732,214.6742,199.6634,5971.0526,215.6039,0.0,20.0
002138,顺络电子,0.24,50.0,7.16,17522.5,47.89,23.36,38.1673,749.9985,1.0122,1.4305,125.8301,1.9301,93.2594,0.6765,266.0754,29.5586,48.3586,9.2379,14.6012,50.0,9.3159,10.0,20.0
002139,拓邦股份,0.12,-25.0,3.83,4967.15,33.2,6.73,21.6515,737.4954,1.6306,1.8404,97.8048,3.4160000000000004,52.6932,0.537,335.1955,18.2045,41.5438,90.7994,76.6328,-25.0,78.985,-10.0,20.0
002140,东华科技,0.13,-27.5,2.93,5877.28,-27.52,7.89,21.1269,744.0428,1.6681,1.1116,161.9288,0.3196,563.2040000000002,0.1442,1248.2663,-25.6111,-27.5701,7.1817,-17.1135,-27.5028,7.1728,-0.0,10.0
002141,,,,,,,1.19,10.5396,370.5573,1.143,2.6677,67.4739,3.4053,52.8588,0.4758,378.3102,,,,,,,10.0,30.0
002142,宁波银行,1.06,16.48,9.81,413885.3,16.53,34.35,41.0453,12046.048,3.0888,,,,,,,,16.2115,29.021,26.8336,16.4835,29.0532,10.0,10.0
002143,印纪传媒,0.24,26.32,15.15,26009.9,21.04,26.79,40.1434,970.8103,0.8776,0.7912,227.5025,2.0009,89.9595,0.3726,483.0918,17.0721,17.1969,34.785,36.1061,26.3158,46.4169,10.0,20.0
002144,宏达高科,0.31,-53.73,3.33,5527.72,-53.38,20.6,31.0139,268.3318,1.518,1.9357,92.9896,3.4384,52.3499,0.5223,344.6295,4.5806,-53.914,-11.5107,-5.1147,-53.7313,-11.6411,10.0,20.0
002145,中核钛白,0.01,-85.53,0.43,1057.78,-48.51,1.13,18.8234,933.4191,0.5857,2.7916,64.4792,2.0218,89.0296,0.5358,335.9462,0.8674,-48.5105,39.8946,16.3688,-85.5263,39.8946,0.0,10.0
002146,荣盛发展,0.3,11.11,6.12,130286.4,25.52,11.44,31.3855,11388.3001,2.6191,17.9,10.0559,0.1102,1633.3938,0.1066,1688.5553,24.4322,25.6983,45.0235,43.8661,11.1111,45.1462,10.0,20.0
002147,新光圆成,-0.03,-56.52,-1.31,-3623.54,103.93,-10.12,39.9065,357.7297,0.2913,1.4367,125.2871,0.0862,2088.1671,0.0819,2197.8022,214.6405,,585.8845,910.9038,-56.5217,620.1519,-0.0,10.0
002148,北纬科技,0.09,-550.0,2.2,2259.19,-894.43,16.18,52.2722,139.6059,0.5456,3.2463,55.4477,9.1285,19.7185,0.2949,610.3764,,,,,,,0.0,20.0
002149,西部材料,0.03,-109.45,0.65,501.38,-109.45,0.84,19.5871,595.4943,3.41,1.7908,100.5137,0.9052,198.8511,0.4878,369.0037,6.6744,,-1.9021,3.999,-109.447,-7.0847,-0.0,40.0
002150,通润装备,0.15,25.0,5.95,3804.14,24.78,8.71,27.3197,436.5994,1.745,2.5031,71.9108,2.4722,72.8096,0.7504,239.8721,-5.3037,24.1981,6.4009,-3.9431,25.0,6.2148,10.0,30.0
002151,北斗星通,0.03,-125.0,0.49,1303.05,-147.15,1.91,30.7604,682.0216,1.548,1.1293,159.3908,1.0987,163.83,0.2993,601.4033,115.0021,,247.3101,191.6291,-125.0,276.5068,-10.0,20.0
002152,广电运通,0.24,-36.84,5.74,35644.71,3.28,21.3,46.9382,1672.7898,1.033,2.1428,84.0022,0.4121,436.7872,0.236,762.7119,23.3888,6.76,93.129,68.9004,-36.8421,96.5265,-10.0,10.0
002153,石基信息,0.16,-71.43,3.74,17568.66,1.32,16.75,45.1185,1048.8012,0.9831,3.6548,49.2503,1.9541,92.114,0.2977,604.6355,15.7706,0.4416,136.9491,119.9554,-71.4286,134.34799999999998,-10.0,20.0
002154,报喜鸟,-0.08,-161.54,-3.55,-9744.07,-229.58,-10.53,53.64,925.154,0.7893,1.9459,92.5022,0.4206,427.9601,0.4933,364.8895,-7.8988,-229.5766,-3.0415,-6.4781,-161.5385,-3.0415,10.0,10.0
002155,,,,,,,1.54,13.9417,3109.8167,2.7475,22.298,8.0725,6.2032,29.0173,2.0626,87.2685,6.2536,336.0983,1.3858,5.0872,193.1034,1.625,-10.0,20.0
002156,,,,,,,4.9,18.3481,1742.4433,1.7914,2.4881,72.3444,2.9496,61.0252,0.4903,367.1222,56.9549,31.5335,60.44600000000001,89.3118,-25.0,2.7168,-10.0,20.0
002157,,,,,,,7.01,16.2364,8694.2725,12.9477,15.4886,11.6215,4.7194,38.1404,2.1691,82.9837,4.3469,,71.142,24.5817,9000.0,85.8366,-10.0,30.0
002158,汉钟精机,0.15,-46.97,4.34,8082.07,4.56,18.52,36.3597,436.355,0.8227,2.9892,60.2168,1.8653,96.4992,0.2445,736.1963,4.1143,4.2742,6.192,6.9691,-46.9729,5.8359,-0.0,10.0
002159,三特索道,-0.2,-4.76,-3.03,-2819.23,-3.83,-13.98,50.3657,201.5362,1.4533,23.0556,7.8072,0.7878,228.4844,0.5412,332.5942,17.2843,,-20.5838,6.3614,-4.7619,-4.1533,0.0,10.0
002160,,,,,,,2.93,18.2683,1305.2194,1.8016,2.1273,84.6143,1.4503,124.1123,0.5592,321.8884,3.794,-20.3341,33.7766,16.2019,-34.4828,33.7728,10.0,20.0
002161,远望谷,-0.01,-195.0,-0.26,-420.36,-201.64,-2.11,47.1477,198.485,0.2683,0.7035,255.8635,0.624,288.4615,0.2858,629.8111,1.3549,-418.1377,8.9589,11.4636,-195.0,9.7385,-0.0,10.0
002162,悦心健康,-0.0,-75.0,-0.45,-370.79,-67.92,-1.14,35.9344,323.5235,0.3796,2.3237,77.4627,0.5984,300.8021,0.4457,403.8591,10.8204,,3.9935,-2.7369,-75.0,2.9692,0.0,20.0
002163,中航三鑫,-0.01,-88.89,-0.7,-506.27,-92.71,-0.25,13.8981,1983.1971,2.468,2.4639,73.0549,1.7927,100.4072,0.6902,260.79400000000004,-4.9026,,-24.0615,-8.218,-88.8889,-19.0117,10.0,20.0
002164,宁波东力,0.01,-200.0,0.29,318.2,-166.89,1.33,23.6624,239.0419,0.5364,0.7061,254.9214,0.8727,206.2564,0.327,550.4587,,,,,,,-0.0,20.0
002165,红宝丽,0.12,9.09,5.76,6329.06,1.87,7.35,22.5994,860.6337,1.4228,3.0787,58.4662,3.6039,49.9459,0.8303,216.7891,-12.0377,4.5254,44.4044,23.9013,9.0909,45.3148,-10.0,10.0
002166,莱茵生物,0.06,-25.0,3.37,2702.41,153.04,13.26,25.7574,203.7315,0.4659,3.9796,45.2307,0.1424,1264.0449,0.152,1184.2105,0.1062,153.2552,8.7479,10.2239,-25.0,8.7692,-0.0,20.0
002167,东方锆业,-0.02,-71.43,-1.24,-1289.27,-69.93,-4.62,21.9446,278.9683,0.4492,0.8291,217.1029,0.7347,244.998,0.3344,538.2775,60.4175,,-23.7524,-3.0671,-71.4286,-18.4716,20.0,30.0
002168,深圳惠程,-0.03,-121.43,-1.82,-2102.16,-119.27,-19.58,38.5876,107.3335,0.1374,1.0535,170.859,1.2525,143.7126,0.0986,1825.5578,36.7645,-120.2179,0.6844,13.8729,-121.4286,0.6844,-0.0,20.0
002169,智光电气,0.21,133.64,5.57,6522.54,177.36,11.0,28.1526,592.576,1.8745,0.5609,320.9128,1.8889,95.2936,0.3411,527.7045,77.865,172.8857,89.7508,79.2778,133.6353,94.2282,-10.0,20.0
002170,芭田股份,0.07,2.96,3.39,6412.02,3.06,7.0,22.9317,915.2923,1.0439,15.9875,11.2588,1.7519999999999998,102.7397,0.7781,231.3327,-16.0846,0.4276,5.1607,14.4682,2.9577,3.5469,10.0,30.0
002171,,,,,,,2.16,6.7531,3641.217,8.1877,8.4666,21.26,8.3539,21.5468,2.3631,76.1711,-9.1383,105.1494,49.782,10.2988,93.5484,55.8485,0.0,10.0
002172,澳洋科技,0.14,250.0,9.26,9429.91,294.08,4.27,12.7697,2206.3403,3.1751,7.7495,23.2273,5.2637,34.1965,1.5137,118.9139,92.7045,501.9816,28.1298,43.1529,250.0,36.4218,-0.0,10.0
002173,创新医疗,0.14,-275.0,1.94,5685.19,-436.17,15.24,40.7578,372.8746,0.8161,2.7304,65.9244,0.299,602.0067,0.218,825.6881,387.2049,,649.4879,364.2991,-275.0,649.4154,10.0,20.0
002174,游族网络,0.27,-65.82,10.3,23446.34,7.74,23.07,51.0798,1015.9252,1.1795,2.4446,73.6317,,,0.9166,196.3779,55.9696,10.2345,113.1568,130.4131,-65.8228,111.1254,-10.0,20.0
002175,东方网络,0.08,28.48,1.91,2207.66,45.04,8.83,43.1975,249.9573,0.8621,1.242,144.9275,0.7324,245.7673,0.2357,763.6826,72.2536,70.0198,90.2897,115.1229,28.4848,71.87100000000002,,
002176,江特电机,0.08,14.29,3.35,10698.01,208.93,8.09,28.6072,1321.8319,0.8997,1.9648,91.6124,1.4799,121.6298,0.3871,464.9961,227.4719,210.554,132.4451,260.5088,14.2857,138.3374,-10.0,20.0
002177,,,,,,,10.64,35.4652,530.8808,0.6974,1.2833,140.2634,1.135,158.5903,0.4787,376.0184,2.5263,2.5929,2.7535,-3.1184,2.6243,2.7535,-10.0,20.0
002178,延华智能,0.05,0.0,3.31,3860.76,11.62,7.57,20.3043,509.3624,0.7002,1.8679,96.3649,0.6219,289.4356,0.3591,501.2531,26.3823,11.622,48.1514,47.6267,0.0,44.1915,-10.0,20.0
002179,,,,,,,13.2,33.8851,3003.0372,4.9841,1.3157,136.8093,1.5864,113.4644,0.5061,355.6609,36.0588,57.0926,21.3795,21.5835,55.1261,22.3658,-0.0,10.0
002180,纳思达,0.23,-20.69,11.92,23258.32,86.57,16.27,42.4268,1429.5113,1.4352,2.7043,66.5607,1.3572,132.626,0.4022,447.5385,524.3289,81.1717,208.4982,585.1591,-20.6897,216.5402,10.0,10.0
002181,粤传媒,-0.07,-340.6,-2.17,-8329.29,-340.82,-16.59,22.2158,501.7944,0.4321,0.9698,185.6053,3.609,49.8753,0.2141,840.7286,-25.0817,-345.1091,-12.8597,-8.375,-340.6040000000001,-12.8856,-10.0,10.0
002182,云海金属,0.22,312.98,5.62,6993.02,363.01,3.95,14.4683,1768.9496,5.473,3.4405,52.31800000000001,3.1209,57.6757,1.1913,151.0954,18.8992,571.2008,27.3597,10.9741,312.9771,46.7557,-10.0,30.0
002183,怡亚通,0.15,-34.78,5.99,30989.02,33.79,1.17,6.6795,26352.2164,12.5521,2.826,63.6943,3.6836,48.8652,0.9418,191.1234,76.7271,42.2808,27.454,39.5014,-34.7826,10.8536,-10.0,20.0
002184,海得控制,0.05,-65.89,1.25,1014.11,-65.37,1.31,21.4907,768.3775,3.2096,0.9759,184.4451,1.9032,94.5776,0.489,368.0982,3.6462,-60.2426,39.3133,10.2326,-65.8903,44.6433,-10.0,10.0
002185,华天科技,0.22,-10.44,3.8,17999.38,5.32,7.26,16.3997,2477.8866,2.3254,3.7759,47.6708,3.3717,53.3855,0.6656,270.4327,43.8775,11.6531,102.312,54.0686,-10.4405,87.6231,0.0,10.0
002186,全聚德,0.23,3.2,5.05,7066.69,3.2,8.08,59.6498,873.5293,2.8318,19.758,9.1102,5.1232,35.1343,0.9357,192.3693,-2.0952,2.0616,5.5476,5.1196,3.1982,4.9844,0.0,10.0
