code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,earnings,fluctuate
300603,立昂技术,0.04,-230.74,1.17,379.49,-260.01,3.08,13.1373,122.8401,1.1984,0.4321,208.2851,1.4646,61.4502,0.2197,409.6495,258.3999,,,,-230.7443,,-30.0,60.0
300604,长川科技,0.07,40.0,1.85,418.74,42.1,20.45,54.3782,20.4718,0.3582,0.2064,436.0465,0.2185,411.8993,0.0852,1056.338,45.9775,42.1031,,,40.0,,30.0,110.0
300605,恒锋信息,0.04,-16.24,1.03,329.46,11.66,8.07,30.7408,40.797,0.4856,0.56,160.7143,0.1282,702.0281,0.0971,926.8795,0.7154,12.6928,,,-16.2393,,-30.0,50.0
300606,金太阳,0.16,77.78,4.71,1432.21,125.86,25.73,38.3465,55.6433,0.6238,0.9653,93.2353,0.6168,145.9144,0.2187,411.5226,46.8693,125.8597,,,77.7778,,-20.0,40.0
300607,拓斯达,0.35,,3.23,2129.77,,15.5,39.0823,137.3537,1.8953,0.8861,101.5687,0.6191,145.3723,0.2209,407.4242,,,,,,,10.0,30.0
300608,思特奇,-1.02,-15.0,-13.61,-5729.93,-5.4,-91.07,-2.6707,62.9121,0.9331,0.2151,418.41,0.3357,268.0965,0.0793,1134.9306,7.2102,,,,-15.0,,-30.0,40.0
300609,,,,,,,-15.53,74.7757,15.2126,0.1521,0.1742,516.6475,0.2095,429.5943,0.0432,2083.3333,,,,,,,0.0,60.0
300610,晨化股份,0.2,-2.89,3.21,1748.53,14.07,11.54,22.5577,151.4176,1.5141,2.015,44.665,1.5359,58.5976,0.3172,283.7327,21.3801,14.7238,,,-2.8865,,-20.0,40.0
300611,美力科技,0.16,-5.88,2.38,1199.73,3.66,12.39,35.1126,96.7707,1.0815,0.6625,135.8491,0.8805,102.2147,0.2291,392.8416,17.4126,0.7836,,,-5.8824,,-20.0,60.0
300612,宣亚国际,0.13,116.67,2.73,753.14,142.82,7.69,44.3027,97.9293,1.3601,0.6586,136.6535,3.9442,22.8183,0.2411,373.2891,27.0385,233.4418,,,116.6667,,,
300613,,,,,,,32.38,60.4575,84.3146,1.897,1.8061,49.8311,0.7209,124.8439,0.1396,644.6991,15.7614,12.8485,,,1.3699,,-20.0,40.0
300615,欣天科技,0.15,-39.73,4.04,1211.39,-19.62,20.47,43.9953,59.1754,0.7396,0.6648,135.3791,1.1046,81.4775,0.1816,495.5947,6.0098,-19.0573,,,-39.7293,,-20.0,40.0
300616,,,,,,,-5.86,44.2229,793.7702,7.3497,249.3652,0.3609,1.5852,56.7752,0.4385,205.2452,,,,,,,-10.0,20.0
300617,安靠智电,0.54,14.89,5.67,2976.2,25.82,34.72,53.8964,85.6985,1.2854,0.5221,172.3808,0.4315,208.5747,0.1544,582.9016,-3.5487,24.1645,,,14.8936,,-20.0,40.0
300618,,,,,,,21.48,38.7274,231.3837,1.9281,2.6376,34.1219,0.4876,184.5775,0.3183,282.7521,119.2485,961.4194,,,1000.0,,40.0,70.0
300619,金银河,0.06,-142.86,1.38,363.99,-146.8,7.29,29.0779,49.889,0.6679999999999999,0.535,168.2243,0.2533,355.3099,0.1176,765.3061,361.4632,,,,-142.8571,,-20.0,50.0
300620,光库科技,0.15,-0.34,4.74,959.39,-0.34,22.16,44.4823,43.2871,0.4918,1.0054,89.5166,0.7439,120.984,0.1318,682.8528,25.0183,-0.2489,,,-0.3427,,-20.0,40.0
300621,维业股份,0.09,12.5,1.97,965.09,18.53,2.82,12.6282,341.8445,2.5135,0.3224,279.1563,4.505,19.9778,0.2207,407.7934,12.7478,18.5313,,,12.5,,-30.0,50.0
300622,,,,,,,8.28,73.2676,112.679,1.3132,7.4332,12.1078,0.4184,215.1052,0.3371,266.9831,14.8388,46.0911,,,46.1229,,-20.0,40.0
300623,捷捷微电,0.33,17.39,3.8,3108.2,56.93,33.05,55.2779,94.041,1.0047,0.9913,90.7899,0.755,119.2053,0.1541,584.0363,39.6157,56.9321,,,17.3913,,-10.0,20.0
300625,三雄极光,0.11,35.83,3.12,2325.16,35.84,6.2,35.4158,374.4907,1.3374,1.7685,50.8906,0.7798,115.4142,0.2427,370.8282,31.8647,35.841,,,35.8282,,-30.0,40.0
300626,华瑞股份,0.04,497.01,1.27,449.72,790.22,2.9,22.7552,154.8616,1.5486,0.8497,105.9197,0.6077,148.0994,0.2751,327.1538,13.9106,790.2235,,,497.0149,,-10.0,40.0
300627,华测导航,0.1,48.92,2.97,925.14,48.88,9.26,54.0161,99.8945,0.838,0.5162,174.351,0.4659,193.1745,0.1612,558.3127,50.0938,52.7513,,,48.9209,,-10.0,40.0
300628,,,,,,,45.1,64.296,313.0219,4.192,1.9265,46.7168,1.2684,70.9555,0.1869,481.5409,67.0736,89.9935,,,42.4911,,-20.0,30.0
300629,新劲刚,0.06,20.0,1.38,293.44,20.64,6.95,30.8612,42.1777,0.6326,0.2946,305.499,0.6678,134.7709,0.1289,698.2157,8.3792,20.6413,,,20.0,,-20.0,60.0
300630,普利制药,0.11,22.22,3.33,1035.45,25.43,21.46,76.4016,48.2325,0.3949,1.8477,48.7092,0.5053,178.112,0.1463,615.1743,34.0357,25.4294,,,22.2222,,-10.0,30.0
300631,久吾高科,0.05,38.23,0.67,262.49,38.33,6.19,40.2689,42.3432,0.6601,0.2515,357.8529,0.2176,413.6029,0.0833,1080.4322,32.0511,38.4104,,,38.2278,,-30.0,50.0
300632,,,,,,,13.15,31.5357,86.8918,1.0004,0.7209,124.8439,1.171,76.8574,0.264,340.9091,,,,,,,-20.0,50.0
300633,开立医疗,0.03,58.19,1.39,1006.45,58.31,6.29,68.9686,159.8226,0.4439,0.6441,139.7299,0.2818,319.3754,0.1848,487.013,68.6974,58.313,,,58.1921,,-0.0,50.0
300635,,,,,,,12.98,29.5821,87.9984,1.0377,0.244,368.8525,,,0.1467,613.4969,-1.1201,-4.9175,,,-5.2632,,-20.0,40.0
300636,,,,,,,20.51,38.848,65.2104,0.8151,2.7241,33.0384,0.2946,305.499,0.185,486.4865,12.6315,-10.6254,,,-12.0,,-20.0,40.0
300637,扬帆新材,0.12,20.0,10.8,1056.42,18.74,11.69,32.8718,90.3158,1.0035,1.8933,47.536,0.9975,90.2256,0.3595,250.3477,6.1606,18.7361,,,20.0,,-30.0,60.0
300638,广和通,,,4.16,606.56,37.12,7.16,29.805,84.6999,1.4116,1.2814,70.2357,1.9073,47.1871,0.2558,351.8374,27.4488,37.1204,,,-100.0,,-10.0,60.0
300639,凯普生物,0.15,14.17,1.99,981.28,14.55,11.29,84.4107,86.8912,1.2872,0.5907,152.3616,0.3629,248.0022,0.358,251.3966,17.0358,28.1153,,,14.1732,,-20.0,40.0
300640,,,,,,,9.68,23.2496,106.7698,1.7794,1.9277,46.6878,10.2542,8.7769,0.7861,114.4893,17.3478,36.565,,,36.6086,,10.0,70.0
300641,正丹股份,0.18,1.73,6.77,3803.48,1.77,13.22,22.6805,287.5228,1.3311,2.4439,36.8264,1.9407,46.375,0.4411,204.0354,25.8556,1.7709,,,1.7341,,-30.0,80.0
300642,透景生命,0.28,7.69,4.3,1267.01,6.84,28.92,82.1841,43.8038,0.9734,1.4362,62.6654,0.1281,702.5761,0.2022,445.1039,24.2633,6.8436,,,7.6923,,30.0,80.0
300643,万通智控,0.06,50.0,3.84,850.3,57.11,13.23,34.3287,64.2279,0.4281,1.1884,75.7321,0.9739,92.412,0.3677,244.7648,23.886,67.5121,,,50.0,,130.0,250.0
300645,正元智慧,-0.09,-59.66,-1.4,-469.24,-59.8,-8.99,40.7846,52.1901,1.0438,0.2477,363.3428,0.3841,234.314,0.1148,783.9721,23.8803,,,,-59.6567,,80.0,150.0
300647,超频三,0.09,0.0,3.09,841.71,9.3,11.84,36.6233,71.0627,0.7895,2.4808,36.2786,0.6861,131.1762,0.3746,240.2563,7.5314,7.6041,,,0.0,,60.0,170.0
300648,星云股份,0.11,57.14,2.5,563.77,48.49,14.35,52.1249,39.2711,0.7745,0.4387,205.1516,0.1744,516.055,0.1451,620.2619,81.9007,43.912,,,57.1429,,110.0,170.0
300649,杭州园林,0.11,22.22,3.04,547.53,21.42,20.68,54.6079,26.4654,0.5513,0.3317,271.3295,,,0.2341,384.4511,31.2253,21.4202,,,22.2222,,370.0,380.0
300650,太龙照明,0.08,100.0,1.74,394.65,85.25,7.89,38.8325,49.9954,1.0556,0.6487,138.739,0.6508,138.2913,0.2851,315.6787,29.7839,90.184,,,100.0,,60.0,160.0
300651,金陵体育,0.03,6.13,0.57,196.64,6.08,5.1,49.2342,38.5417,0.6785,0.3471,259.2913,0.2513,358.1377,0.16,562.5,5.5294,6.0771,,,6.135,,40.0,120.0
300652,雷迪克,0.25,56.25,5.86,1649.39,58.76,16.16,32.9516,102.0631,1.5464,0.9606,93.6914,0.6256,143.8619,0.2876,312.9346,51.1258,58.76300000000001,,,56.25,,30.0,80.0
300653,正海生物,0.13,0.93,3.35,777.96,0.89,21.23,93.6883,36.6343,0.6105,1.031,87.2939,0.3681,244.4988,0.1907,471.9455,28.0562,0.8923,,,0.9339,,80.0,180.0
300656,民德电子,0.17,5.32,4.45,756.9,5.31,28.91,49.7541,26.1786,0.5817,1.2453,72.2717,0.5868,153.3742,0.1504,598.4043,13.0031,5.313,,,5.3225,,70.0,140.0
300657,弘信电子,0.23,-560.0,3.79,1820.75,-578.25,5.05,14.9913,360.4693,4.6214,0.7753,116.0841,2.5313,35.5549,0.3993,225.3944,,,,,,,330.0,450.0
300658,延江股份,0.3,3.45,8.0,2218.29,3.28,12.5,32.0871,177.3472,2.3646,1.0621,84.7378,1.6693,53.9148,0.4869,184.8429,37.1127,3.4412,,,3.4483,,10.0,60.0
300659,中孚信息,,,,-145.94,-39.39,-4.31,75.0526,33.8213,0.5526,0.5848,153.8988,0.7249,124.1551,0.2145,419.5804,5.3027,,,,,,60.0,120.0
300660,江苏雷利,,,,6067.51,21.42,12.58,24.7461,482.1803,6.3603,1.0093,89.1707,1.2065,74.5959,0.3764,239.1073,26.2964,21.6506,,,,,-0.0,50.0
300662,科锐国际,0.09,80.0,,1164.95,70.41,5.07,21.1185,229.7466,1.7018,1.0883,82.6978,,,0.5234,171.9526,25.4644,78.1282,,,80.0,,110.0,200.0
300663,科蓝软件,-0.21,-36.36,,-2057.98,-36.79,-31.97,39.4024,64.3637,0.6529,0.1451,620.2619,0.3602,249.8612,0.0917,981.4613,35.1354,,,,-36.3636,,120.0,190.0
300665,飞鹿股份,,,,128.1,471.33,4.15,32.9371,30.8682,0.5415,0.1578,570.3422,0.4907,183.4115,0.0963,934.5794,23.3191,453.8133,,,,,90.0,160.0
300666,江丰电子,0.06,50.0,3.26,958.97,62.64,8.29,32.4872,115.5555,0.7043,1.4293,62.9679,0.6194,145.3019,0.3853,233.5842,31.8652,63.0203,,,50.0,,330.0,360.0
300667,必创科技,0.06,-300.0,1.73,281.23,-315.37,12.78,45.544,22.0023,0.4314,0.2998,300.2001,0.3007,299.3016,0.1223,735.8953,119.7229,,,,-300.0,,120.0,180.0
300668,杰恩设计,0.33,26.92,7.64,1037.34,25.34,21.18,50.7405,48.9582,1.5502,0.5727,157.1503,,,0.3889,231.422,31.849,25.3421,,,26.9231,,100.0,150.0
300669,沪宁股份,0.1,25.0,2.68,602.26,14.53,13.16,32.7077,45.7427,0.7243,0.6938,129.7204,1.3415,67.0891,0.2799,321.5434,11.1972,14.5268,,,25.0,,60.0,90.0
300670,大烨智能,0.04,-15.92,,334.0,-15.84,7.27,25.6009,45.8825,0.5664,0.3125,288.0,1.9893,45.242,0.1611,558.6592,-3.6639,-15.8394,,,-15.9184,,40.0,90.0
300671,富满电子,0.11,,3.02,832.92,93.67,9.82,27.96,84.7632,1.1153,0.61,147.541,0.4575,196.7213,0.2369,379.9071,48.8732,94.5114,,,,,110.0,140.0
300672,国科微,-0.32,-34.69,-3.87,-2692.27,-34.66,-82.46,47.3117,32.6482,0.3894,0.2725,330.2752,0.1236,728.1553,0.0557,1615.7989,-17.8482,,,,-34.6939,,110.0,110.0
300673,佩蒂股份,0.23,,3.43,1361.1,,12.72,31.8283,107.0019,1.7833,1.0218,88.0799,1.2725,70.7269,0.2811,320.1708,,,,,,,20.0,50.0
300675,建科院,-0.06,-63.85,-2.49,-700.99,-63.84,-14.02,19.744,49.9974,0.4545,0.2821,319.0358,224.0064,0.4018,0.16699999999999998,538.9222,23.2816,,,,-63.8479,,50.0,50.0
300676,华大基因,0.26,23.81,2.77,9441.63,25.71,24.34,61.2428,387.8417,1.0773,0.6171,145.8435,1.7792,50.5845,0.1225,734.6939,27.9908,29.8782,,,23.8095,,90.0,90.0
300678,中科信息,-0.01,-54.91,-0.33,-110.18,-54.93,-4.11,42.5863,26.7665,0.3568,0.2502,359.7122,0.1938,464.3963,0.0832,1081.7308,0.5881,,,,-54.908,,,
300680,隆盛科技,0.13,0.0,3.23,659.63,1.07,12.89,32.2051,51.1622,1.0031,0.8918,100.9195,0.7191,125.1564,0.2472,364.0777,1.0555,1.0668,,,0.0,,0.0,0.0
300681,英搏尔,0.4,48.15,8.17,2274.02,47.7,20.63,33.5815,110.1996,1.9435,0.687,131.0044,0.6371,141.2651,0.3209,280.4612,17.6315,47.6996,,,48.1481,,0.0,0.0
300682,朗新科技,0.0,-100.11,0.0,2.81,-100.09,0.04,52.8826,61.1327,0.1698,0.112,803.5714,0.2844,316.4557,0.0625,1440.0,3.9176,,,,-100.1122,,,
300686,智动力,0.12,-14.29,3.19,1082.27,-16.29,7.09,23.5154,152.6254,1.6254,1.7375,51.7986,1.1128,80.8771,0.5121,175.7469,-4.9188,-12.494000000000002,,,-14.2857,,,
300687,赛意信息,0.25,,5.55,1517.02,9.65,10.29,28.0749,147.3317,2.4555,0.5729,157.0955,,,0.3801,236.7798,9.1122,9.6483,,,,,,
300688,创业黑马,0.02,-125.0,0.44,77.59,-119.59,3.18,52.3498,24.3655,0.4777,,,,,,,0.4812,,,,-125.0,,,
300691,联合光电,0.08,,1.35,527.96,,3.58,21.835,147.4631,2.2987,0.843,106.7616,0.7114,126.5111,0.3051,294.9853,,,,,,,,
600000,,,,,,,34.14,43.4301,42360.0,1.9594,,,,,,,,4.3605,10.5988,12.6566,-9.4828,10.605,20.0,20.0
600004,白云机场,0.35,16.67,3.54,40784.65,17.95,25.75,38.6756,1583.7475,1.3695,1.6489,54.5818,12.7841,7.04,0.7344,122.549,9.7769,18.953,8.3198,15.3217,16.6667,9.3583,30.0,30.0
600006,,,,,,,1.83,11.5625,3835.7322,1.9178,1.4469999999999998,62.1977,1.5986,56.2993,0.2763,325.7329,15.8487,-106.0864,-10.3424,5.2144,-42.0099,0.9154,-0.0,10.0
600007,中国国贸,0.16,-11.11,2.55,15865.69,-10.02,26.34,54.3007,602.1781,0.5978,3.8709,23.2504,12.1494,7.4078,0.7174,125.453,5.4132,-10.0208,8.0177,9.5034,-11.1111,8.0189,-0.0,10.0
600008,首创股份,0.02,-45.23,1.16,10491.33,9.35,5.92,33.7471,1769.2223,0.3670000000000001,0.8163,110.2536,0.9416,95.582,0.1263,712.5891,24.7694,15.3861,18.8382,17.272000000000002,-45.2261,16.7113,-10.0,50.0
600009,,,,,,,41.76,45.3529,1895.1619,0.9834,1.6057,56.0503,51.9929,1.731,0.1677,536.6726,15.7695,23.0639,9.7413,6.7299,24.2424,10.1497,10.0,20.0
600010,包钢股份,0.01,-136.09,0.42,19768.56,-135.91,1.85,9.3728,10629.5472,0.3264,6.3931,14.0777,0.605,148.7603,0.3139,286.7155,,,,,,,10.0,20.0
600011,华能国际,0.04,-84.62,0.89,65197.93,-83.48,1.73,12.3047,37577.079,2.4721,2.3963,37.5579,4.7586,18.9131,0.9129,98.5869,30.3726,-80.5871,-8.2064,26.0615,-84.6154,-11.8671,-0.0,10.0
600012,,,,,,,40.95,59.9974,716.6728,0.4320000000000001,,,55.1546,1.6318,0.2897,310.6662,5.8139,19.8052,5.9633,4.5239,15.4599,7.1883,-10.0,20.0
600015,华夏银行,0.34,-17.07,2.73,449900.0,1.53,27.54,36.991,16331.0,1.5283,,,,,,,,1.8602,9.4788,14.5431,-17.0732,9.4627,10.0,20.0
600016,民生银行,0.39,2.63,4.18,1419900.0,3.6,39.19,48.4777,36229.0,0.9929,,,,,,,,3.9931,14.8041,23.5606,2.6316,14.8335,10.0,10.0
600017,日照港,0.04,34.62,1.04,10733.27,34.83,9.22,24.0716,1163.9904,0.3784,1.5995,56.2676,10.3537,8.6925,0.404,222.7723,5.6586,31.0546,2.2115,5.3679,34.6154,1.9245,10.0,10.0
600018,上港集团,0.05,-6.27,1.86,114157.76,-6.4,14.28,28.2537,7992.5182,0.3448,2.8021,32.1188,0.8886,101.2829,0.3259,276.1583,12.4841,-2.6842,4.5622,21.6393,-6.2738,5.1566,10.0,20.0
600019,宝钢股份,0.17,88.89,2.5,378615.48,147.7,4.45,11.858,85010.0524,3.8461,6.2459,14.4095,1.6792,53.597,0.6733,133.67,141.0029,170.8801,33.0132,40.9297,88.8889,34.311,20.0,30.0
600020,,,,,,,21.34,46.2431,2120.8758,0.9437,15.8386,5.6823,0.9928,90.6527,0.5265,170.9402,139.313,184.5185,4.0648,2.7928,178.9474,4.0105,40.0,40.0
600021,,,,,,,1.64,13.9346,4461.1563,2.0849,1.5567,57.8146,8.9555,10.0497,0.5749,156.549,6.327000000000001,-68.09,-1.9763,3.8089,-78.0488,-2.4863,-10.0,10.0
600022,山东钢铁,0.05,-235.95,2.79,45256.5,-235.94,2.74,5.0309,16487.8912,1.958,32.7853,2.7451,5.7252,15.72,0.8638,104.1908,,,,,,,10.0,20.0
600023,浙能电力,0.07,-36.36,1.59,93482.25,-36.53,8.52,11.773,10971.9944,0.8067,2.0845,43.1758,3.7284,24.139,0.4347,207.0393,35.1762,-38.5954,3.7065,2.5573,-36.3636,4.8472,0.0,10.0
600026,,,,,,,21.13,31.365,2664.7323,0.6608,2.2171,40.5936,3.691,24.3836,0.2913,308.9598,-12.2485,280.5214,5.9804,-13.1097,263.8021,8.7207,0.0,20.0
600027,华电国际,0.0,-99.46,0.03,1183.6,-99.35,0.06,9.0527,19109.043,1.9374,3.0445,29.5615,7.1895,12.5183,0.9542,94.3198,13.3773,-96.6009,-3.1102,0.2774,-99.4565,-3.1910000000000003,-10.0,10.0
600028,中国石化,0.14,168.63,2.31,1663300.0,168.92,2.85,19.9021,582185.0,4.8086,10.9275,8.2361,2.9472,30.5375,1.4114,63.7665,40.6958,140.2548,7.1691,5.8117,168.6275,6.1683,10.0,10.0
600029,,,,,,,5.0,14.747,30969.0,3.1544,10.3679,8.6806,15.9577,5.6399,2.1918,41.0621,10.6312,-39.1736,7.6746,8.3969,-40.7407,7.6041,10.0,20.0
600030,中信证券,0.19,35.71,1.6,230078.87,40.18,26.7,39.4619,8615.3606,0.711,,,,,,,,35.8074,4.9754,6.8415,35.7143,4.7383,10.0,10.0
600031,,,,,,,7.95,32.5546,9376.807,1.2244,0.5132,175.3702,0.9703,92.7548,0.2475,363.6364,79.3752,717.7583,-1.2026,-3.3207,708.3333,-0.539,20.0,30.0
600033,福建高速,0.08,25.28,2.51,21502.2,25.43,35.99,69.8001,597.3884,0.2176,1.3923,64.6412,21.8346,4.1219,0.4676,192.4722,-1.6155,22.8066,4.4049,-1.815,25.28,5.3559,10.0,20.0
600035,楚天高速,0.11,22.22,3.56,17318.35,26.89,33.07,52.4425,523.6586,0.3025,2.6996,33.3383,2.9609,30.3962,0.4756,189.2347,49.2914,27.052,37.2601,22.5798,22.2222,37.5276,0.0,10.0
600036,,,,,,,35.0,44.3697,57075.0,2.263,,,,,,,,9.083,10.9914,10.4681,8.2192,10.9442,40.0,40.0
600037,歌华有线,0.13,-3.85,1.39,17739.05,-3.9,32.02,31.6857,553.8507,0.3979,1.8593,48.4053,1.7259,52.1467,0.0628,1433.121,-6.7606,-3.738,9.2582,6.9911,-3.8462,9.2872,-10.0,10.0
600038,中直股份,0.12,27.65,1.03,7101.38,27.6,3.4,12.7824,2087.9066,3.5419,1.5258,58.9855,0.162,555.5556,0.1248,721.1538,-14.5929,27.9821,7.9279,-5.2622,27.6483,4.9116,-10.0,20.0
600039,四川路桥,0.03,-19.2,0.96,9139.44,-19.4,2.2,11.4418,4147.5593,1.3734,2.1572,41.7207,0.2652,339.3665,0.1363,660.3081,-38.0227,-14.9789,12.9279,8.6406,-19.2,11.1205,-0.0,20.0
600048,保利地产,0.16,23.08,2.1,189144.18,38.73,10.56,38.3191,17903.7493,1.5097,11.7645,7.6501,0.0348,2586.2069,0.0392,2295.9184,-5.1406,1.1459,21.7351,21.7955,23.0769,25.2604,10.0,30.0
600050,中国联通,0.01,86.96,0.35,27426.39,88.29,0.39,24.9724,69005.1628,3.2554,3.6409,24.7192,21.2783,4.2297,0.8253,109.0513,-1.8974,87.3182,-0.9839,0.1844,86.9565,-0.9751,,
600051,宁波联合,0.03,105.84,0.44,863.12,106.08,1.66,18.5712,517.976,1.6661,2.5031,35.9554,0.0834,1079.1367,0.0829,1085.6454,30.4839,8.0028,8.7571,3.3278,105.8394,7.9623,-0.0,20.0
600052,,,,,,,17.48,52.0376,113.0151,0.1296,0.7999,112.5141,0.0254,3543.3071,0.0389,2313.6247,-44.1737,,33.5116,-28.2745,-300.0,33.5116,-10.0,20.0
600053,,,,,,,37.14,94.6186,147.44,0.34,1.0696,84.1436,0.0046,19565.2174,0.0584,1541.0959,-40.452,78.6751,66.6996,-0.2277,82.7786,68.6833,-10.0,20.0
600054,黄山旅游,0.06,-46.12,1.13,4673.47,-19.14,17.2,45.7035,271.6876,0.3635,7.6698,11.7343,0.1871,481.0262,0.1388,648.415,-9.8862,-18.4483,36.4748,27.8652,-46.1207,35.8701,-10.0,10.0
600055,,,,,,,1.94,46.5803,120.8211,0.3127,0.7241,124.2922,0.4555,197.5851,0.0784,1147.9592,,,,,,,-0.0,20.0
600056,,,,,,,4.99,13.3714,6595.0181,6.1723,0.9147,98.3929,1.2383,72.6803,0.404,222.7723,23.0482,30.9669,23.4108,14.27,-100.0,28.8671,0.0,10.0
600057,象屿股份,0.12,71.43,2.04,13802.38,77.86,0.34,2.2275,40345.7624,34.4606,12.2159,7.3674,2.7638,32.5639,1.2681,70.9723,105.9289,72.8285,31.6905,68.6712,71.4286,27.9964,10.0,20.0
600058,,,,,,,0.08,3.2678,11174.5133,10.4248,2.5572,35.1947,1.8282,49.2287,0.5172,174.0139,68.8448,-96.288,-2.9712,-18.376,-94.2933,-2.419,10.0,30.0
600059,古越龙山,0.08,0.0,1.61,6329.27,2.38,10.71,32.8993,590.7743,0.7306,3.5148,25.606,0.2072,434.3629,0.2041,440.9603,2.2195,3.2036,3.1533,2.5246,0.0,3.2397,-10.0,10.0
600060,海信电器,0.21,-49.63,2.02,26861.25,-49.53,4.0,14.3987,6702.5262,5.1223,3.3058,27.2249,1.5787,57.0089,0.3372,266.9039,-5.9814,-49.7579,9.2971,5.7256,-49.6314,8.6181,-20.0,30.0
600061,,,,,,,260.5,3.7013,217.6577,0.0589,0.8192,109.8633,2.389,37.6727,0.0019,47368.4211,-1.814,-1.8681,11.8107,12.7009,-16.6667,0.5468,10.0,20.0
600062,,,,,,,15.36,54.9645,1528.0535,2.1092,1.5846,56.7967,0.88,102.2727,0.3346,268.9779,6.1654,31.9624,10.0387,21.3754,28.753,10.0609,10.0,20.0
600063,皖维高新,0.02,6.25,0.74,2718.92,2.38,2.87,18.979,944.4158,0.5738,2.4393,36.8958,1.4252,63.149,0.5006,179.7843,16.4417,2.3775,6.2153,19.4325,6.25,6.2153,-10.0,20.0
600064,南京高科,0.13,-62.0,1.02,10282.85,-61.94,14.26,41.5186,721.0113,0.9333,1.2502,71.9885,0.0485,1855.6701,0.0605,1487.6033,-65.087,-64.6151,18.2831,24.1711,-62.0,18.6991,-10.0,10.0
600066,宇通客车,0.14,-18.13,2.3,31621.61,-16.46,8.17,24.0231,3868.4586,1.7473,0.2703,332.9634,1.5468,58.1846,0.1603,561.4473,-24.5442,-17.1358,5.0407,7.1687,-18.1287,4.9918,20.0,30.0
600067,冠城大通,0.2,,4.23,29452.31,24762.38,12.13,43.8661,2427.4894,1.6268,3.7803,23.8076,0.1459,616.8609,0.165,545.4545,105.5658,2414.7951,-7.7166,-2.7879,,0.5649,20.0,20.0
600068,葛洲坝,0.13,-6.43,2.64,74641.36,15.59,3.21,11.2573,23184.6901,5.0349,2.0216,44.5192,0.4576,196.6783,0.2217,405.954,37.8648,33.1649,75.8701,24.1742,-6.4286,89.6337,0.0,30.0
600069,银鸽投资,-0.02,-33.33,-1.44,-2885.48,-33.67,-4.57,8.2187,630.6797,0.5049,2.9971,30.029,2.2065,40.7886,0.4141,217.3388,6.0897,,-17.9779,-10.1693,-33.3333,-16.1857,10.0,20.0
600070,浙江富润,0.1,2500.0,2.38,5417.38,3654.34,14.6,17.2179,370.8422,0.7104,0.7952,113.1791,0.7548,119.2369,0.2661,338.2187,92.2069,635.6609,127.5873,76.6707,2500.0,160.6463,-10.0,20.0
600071,凤凰光学,-0.02,-60.04,-1.34,-520.02,-59.94,-3.06,12.5457,169.8592,0.7152,0.7906,113.8376,1.3267,67.8375,0.3274,274.8931,11.0827,,-19.4701,-7.8453,-60.0365,-21.8484,20.0,40.0
600072,,,,,,,0.48,11.404000000000002,654.2829,0.8886,0.4251,211.7149,0.4295,209.546,0.0993,906.3444,,,,,,,-20.0,40.0
600073,,,,,,,2.92,15.3514,6310.3439,6.7293,4.1352,21.7644,3.144,28.626,0.8601,104.639,76.5716,64.1405,45.9177,52.9222,43.7956,10.9621,0.0,20.0
600074,保千里,0.07,16.67,3.81,17007.73,23.73,16.48,40.0675,1031.8882,0.4232,0.8315,108.2381,0.6379,141.0879,0.1619,555.8987,73.0758,23.5381,202.6105,180.1621,16.6667,182.505,-20.0,30.0
600075,新疆天业,0.23,265.08,3.98,15709.37,464.97,16.25,34.8544,966.6304,1.3915,1.4263,63.1003,0.6623,135.8901,0.3903,230.5919,93.3112,475.5639,114.1916,112.3137,265.0794,149.9608,10.0,30.0
600076,康欣新材,0.11,0.0,3.73,11110.77,0.47,35.33,42.3847,314.4528,0.304,1.4951,60.1966,0.1433,628.053,0.1718,523.865,-9.442,0.3066,14.7997,15.6427,0.0,14.4993,10.0,20.0
600077,宋都股份,-0.0,-85.19,-0.14,-486.9,-86.53,-1.37,21.4452,354.0914,0.2642,2929.5348,0.0307,0.0426,2112.6761,0.0385,2337.6623,-42.353,,-3.8213,-26.0785,-85.1852,-4.7169,-10.0,20.0
600078,澄星股份,0.02,3.55,0.63,1160.76,3.93,1.58,18.2434,732.7159,1.1058,3.9324,22.8868,0.593,151.7707,0.1954,460.5937,20.2323,50.8204,3.4124,11.2462,3.5503,2.8516,0.0,20.0
600079,人福医药,0.14,16.67,1.8,19764.76,32.64,5.93,39.1471,3329.5306,2.5889,0.7001,128.5531,0.9112,98.7709,0.2834,317.5723,24.1584,30.4511,28.4692,37.7405,16.6667,29.2996,-10.0,20.0
600080,,,,,,,3.47,64.906,170.0832,0.5571,1.1516,78.1521,1.2224,73.6257,0.4535,198.4564,20.457,106.2923,2.9908,12.7898,94.0,2.9247,10.0,20.0
600081,东风科技,0.12,22.5,3.26,3805.96,22.51,2.87,17.0518,1322.2175,4.2167,0.8717,103.2465,3.3883,26.562,0.4674,192.5546,2.9067,6.7415,6.0182,10.952,22.5025,6.9595,-10.0,20.0
600082,海泰发展,-0.02,-17.39,-0.96,-1596.98,-17.43,-12.24,5.1449,130.4204,0.2018,40.599,2.2168,0.0406,2216.7488,0.0394,2284.264,,,,,,,-10.0,20.0
