code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,earnings,fluctuate
000927,一汽夏利,-0.17,59.27,-16.98,-26582.97,59.29,-75.94,-43.8172,350.023,0.2194,31.1508,2.8892,1.018,88.4086,0.1656,543.4783,-37.4586,,4.4276,-8.0543,59.2734,4.6372,-30.0,50.0
000928,,,,,,,6.59,16.5485,1542.04,2.2071,0.2425,371.134,0.835,107.7844,0.1242,724.6377,0.9258,0.3027,45.7141,6.3079,-7.0243,45.3672,-20.0,40.0
000929,兰州黄河,0.1,-170.68,2.39,1764.04,-170.66,10.27,27.7094,171.637,0.9239,7.0598,12.7482,0.47,191.4894,0.1484,606.469,-3.8919,,1.0018,-2.6603,-170.6845,2.4009,-0.0,10.0
000930,,,,,,,4.8,15.5477,1530.6001,1.587,6.2018,14.5119,1.8947,47.5009,0.8697,103.484,19.6013,,16.3215,-5.4492,-337.5,16.44,-0.0,20.0
000931,中关村,-0.04,75.95,-2.58,-3139.7,96.54,-12.47,52.3748,251.7363,0.3342,0.3904,230.5328,0.1385,649.8195,0.1209,744.4169,-3.2336,,97.74,10.3743,75.9494,96.6591,-20.0,20.0
000932,*ST华菱,0.1,-137.72,4.81,30756.37,-137.72,1.71,7.9483,17975.3586,5.9606,7.2138,12.4761,1.9287,46.6636,0.7498,120.032,83.4801,,-0.467,-3.6845,-137.7219,1.4546,20.0,30.0
000933,神火股份,0.15,-30.77,5.02,29158.15,-30.65,6.44,25.1761,4525.9443,2.3814,9.7616,9.2198,0.7062,127.4427,0.2665,337.7111,32.5056,-23.9601,-11.6377,6.9436,-30.7692,4.8024,60.0,80.0
000935,四川双马,-0.01,-50.0,-0.15,-402.76,-76.4,-0.74,10.2504,538.7144,0.7056,2.5725,34.9854,3.1453,28.6141,0.5975,150.6276,24.0238,,2.2681,-1.4875,-50.0,3.7319,,
000936,华西股份,0.02,100.0,0.38,1881.1,156.45,2.52,9.079,743.5353,0.8391,2.4813,36.2713,2.8305,31.7965,0.2203,408.5338,80.5851,131.8571,80.9678,125.5869,100.0,82.5075,-10.0,20.0
000937,冀中能源,0.08,6616.67,1.52,28494.48,6679.23,5.61,24.7189,5079.0619,1.4373,1.0992,81.8777,3.022,29.7816,0.3259,276.1583,,,,,,,10.0,30.0
000938,,,,,,,4.06,23.6013,7773.6131,7.4581,1.9854,45.3309,1.8816,47.8316,0.4841,185.912,152.8963,1231.564,1114.9731,540.1743,57.8125,1114.9649,0.0,20.0
000939,凯迪生态,0.05,-16.67,0.89,10557.42,11.28,10.7,34.6341,986.1385,0.5019,0.4911,183.2621,0.1466,613.9154,0.0654,1376.1468,12.259,46.7363,63.1389,13.9943,-16.6667,60.2071,-10.0,20.0
000948,南天信息,-0.19,-7.4,-3.21,-4567.85,-8.15,-16.63,27.3626,274.5568,1.1133,0.6509999999999999,138.2488,0.454,198.2379,0.1601,562.1487,-3.9857,,1.9234,1.421,-7.4,1.6317,-20.0,20.0
000949,新乡化纤,0.04,302.2,1.28,4601.74,390.61,4.86,14.8576,945.9735,0.7521,3.6964,24.348000000000006,1.0843,83.0029,0.4585,196.2923,13.8797,391.8129,43.2838,13.6722,302.1978,43.3851,10.0,20.0
000950,*ST建峰,-0.04,-86.3,-2.16,-2217.6,-86.41,-3.36,14.2565,658.8283,1.1002,12.4638,7.2209,2.1672,41.5282,0.7572,118.859,-12.6576,,-34.1223,-9.9349,-86.2963,-34.1698,0.0,0.0
000951,,,,,,,2.35,10.6579,7137.389,10.6356,1.9339,46.5381,1.2027,74.8316,0.3506,256.7028,84.72399999999998,371.4865,8.9596,42.5857,212.5,10.1533,30.0,50.0
000952,广济药业,0.1,5.43,4.66,2442.52,5.91,14.32,48.3582,170.4747,0.6772,1.918,46.9239,0.8795,102.3309,0.4291,209.7413,8.7791,2.2096,27.0942,-4.2067,5.4348,26.7545,-20.0,40.0
000953,*ST河化,0.0,-95.8,,98.12,-95.75,1.58,0.5462,61.9869,0.2107,5.2222,17.2341,1.3345,67.441,0.3147,285.9867,-53.4612,-95.7534,-215.9555,-45.3072,-95.8015,-215.9555,-10.0,20.0
000955,欣龙控股,0.0,-124.0,0.27,194.34,-124.3,1.42,10.3989,136.7796,0.254,1.7941,50.1644,1.5674,57.4199,0.334,269.4611,45.3634,,15.9827,5.8602,-124.0,17.4389,-10.0,20.0
000957,中通客车,0.08,-82.61,1.73,4516.38,-66.67,5.15,14.7535,875.8857,1.4772,0.2107,427.1476,3.0707,29.3093,0.1349,667.1609,-49.1538,-66.6105,15.4692,1.4862,-82.6087,15.7482,-10.0,30.0
000958,东方能源,0.12,-61.29,2.45,6541.13,-61.71,8.32,14.8961,785.6974,1.4255,2.215,40.6321,6.6412,13.5518,0.6711,134.1082,5.952000000000001,-62.0133,12.601,12.8817,-61.2903,6.6439,-10.0,60.0
000959,首钢股份,0.09,-202.96,1.88,49659.79,-202.96,3.27,13.5969,15143.4719,2.8629,10.0911,8.9188,2.1862,41.1673,0.9825,91.6031,,,,,,,-0.0,20.0
000960,,,,,,,1.88,10.3676,7659.9373,5.2035,8.3318,10.802,1.7152,52.472,0.8623,104.372,42.3715,2040.491,5.6529,3.0186,-1110.3093,4.6127,30.0,40.0
000961,,,,,,,2.63,18.4971,5712.2175,1.5397,0.9091,98.999,0.0603,1492.5373,0.0511,1761.2524,8.3144,-7.1039,-8.9835,19.2681,-68.0315,-0.5129,-10.0,20.0
000962,东方钽业,-0.12,-27.36,-3.59,-5254.75,-27.37,-22.01,-0.6939,238.7349,0.5415,1.0981,81.9597,0.5737,156.8764,0.1881,478.4689,28.7561,,3.8016,-16.6122,-27.3614,3.7952,20.0,30.0
000963,,,,,,,7.6,28.1549,7149.3539,14.7088,1.3728,65.5594,1.7383,51.7747,0.5922,151.9757,15.9537,24.8054,14.4875,12.6302,20.6424,13.7933,0.0,20.0
000965,天保基建,0.18,125.0,3.7,17663.44,123.28,37.39,57.6446,472.3614,0.4681,48.1916,1.8675,0.0914,984.6827,0.0652,1380.3681,-10.1087,123.2762,9.1993,38.7715,125.0,9.1993,0.0,30.0
000966,长源电力,0.04,-91.6,1.4,4926.31,-83.17,,,,,3.1343,28.7145,7.8599,11.4505,1.5559,57.8443,12.8413,-81.9933,-1.1129,1.8664,-91.5957,0.4559,-10.0,20.0
000967,盈峰环境,0.09,-9.0,1.96,6646.33,35.23,7.09,15.3336,937.4105,1.2887,0.6521,138.0156,2.8952,31.0859,0.2469,364.52,2.6891,49.8497,5.5606,23.21,-9.0,4.0546,-10.0,20.0
000968,,,,,,,20.61,33.6788,362.8465,0.4672,0.3446,261.1724,1.5047,59.8126,0.1428,630.2521,,,,,,,-10.0,20.0
000969,安泰科技,0.01,-29.52,0.06,1198.35,-23.54,1.18,14.623,1014.1902,0.9884,0.919,97.9325,0.6859999999999999,131.1953,0.2364,380.7107,8.5448,-84.9902,7.3162,5.0438,-29.5181,8.3439,0.0,20.0
000970,中科三环,0.07,15.59,1.75,7269.01,16.16,9.12,23.4178,796.6058,0.7478,0.7737,116.3242,0.6015,149.6259,0.1955,460.3581,0.7819,16.0418,5.9067,6.7138,15.5932,5.9609,20.0,40.0
000971,高升控股,0.08,0.0,1.13,4000.13,14.06,18.6,35.7153,214.9994,0.4205,0.8804,102.2263,31635.1625,0.0028,0.2041,440.9603,55.0117,13.3178,109.0575,117.2383,0.0,108.9444,-0.0,10.0
000972,,,,,,,-30.08,6.9287,68.8926,0.0893,0.4626,194.5525,0.101,891.0891,0.0623,1444.6228,,,,,,,-20.0,40.0
000973,佛塑科技,0.02,29.41,1.01,2168.37,32.39,3.55,22.1303,610.5824,0.6311,2.3991,37.5141,0.5324,169.0458,0.3302,272.5621,7.6719,9.2177,3.0063,2.5651,29.4118,3.8868,10.0,20.0
000975,,,,,,,19.19,60.0441,98.4523,0.091,,,0.3953,227.6752,0.1163,773.8607,0.7033,-7.952000000000001,5.8057,5.2132,-8.377,6.4532,0.0,10.0
000976,春晖股份,0.01,117.39,0.48,1712.11,202.33,4.87,22.9233,351.1639,0.22,0.6836,131.6559,0.8063,111.621,0.2398,375.3128,2.5571,238.558,1.0579,1.2514,117.3913,1.1114,-10.0,10.0
000977,浪潮信息,0.07,-41.29,1.79,7107.23,-40.54,1.83,11.1771,3871.784,3.8745,2.1481,41.8975,1.2556,71.6789,0.5255,171.2655,61.6061,-40.7559,1.5594,10.6961,-41.2882,1.645,-20.0,20.0
000978,桂林旅游,-0.0,-86.67,-0.1,-153.99,-85.82,-1.27,43.2315,120.9232,0.3358,1.2739,70.6492,0.8718,103.2347,0.399,225.5639,24.0509,,-3.4635,-3.4991,-86.6667,-0.0884,-20.0,30.0
000979,,,,,,,0.92,19.7217,963.687,0.1607,0.8155,110.3617,0.0371,2425.876,0.0322,2795.0311,230.0385,-88.9369,5.0292,25.7316,-11.7647,0.9144,0.0,10.0
000980,众泰汽车,0.06,20.0,1.44,3122.74,11.73,5.83,18.2088,535.1005,1.0131,0.5939,151.5407,0.424,212.2642,0.1731,519.9307,41.1273,12.4743,4.3066,15.5339,20.0,4.2973,-20.0,40.0
000981,,,,,,,5.23,25.3514,984.2966,0.3218,2.263,39.7702,0.0446,2017.9372,0.044,2045.4545,-27.9075,80.7208,70.1703,23.0516,-15.5,64.9447,-0.0,0.0
000982,,,,,,,-52.96,4.1162,281.1894,0.1557,0.2365,380.5497,0.1242,724.6377,0.06,1500.0,-23.9656,,-47.3673,-16.9929,65.0,-47.4678,-50.0,130.0
000983,西山煤电,0.15,857.79,2.78,46493.8,856.01,6.72,36.3086,6912.5547,2.1936,1.4607,61.6143,1.369,65.7414,0.4472,201.2522,63.0052,751.1389999999999,4.4845,5.5338,857.7922,4.8901,20.0,50.0
000985,大庆华科,0.13,2100.0,3.18,1706.66,2188.36,5.03,13.7999,338.7813,2.6132,1940.3111,0.0464,5.8452,15.3972,1.5271,58.9352,94.8539,2188.3649,10.8823,10.8119,2100.0,10.8823,-0.0,20.0
000987,越秀金控,0.08,-52.35,1.44,18092.41,198.68,26.21,28.3419,690.2698,0.3103,3.4113,26.3829,5.7716,15.5936,0.0159,5660.3774,-0.6224,301.562,45.1515,439.1026,-52.3529,3.6151,0.0,20.0
000988,华工科技,0.06,20.0,1.72,5492.02,22.33,5.92,24.8669,926.883,1.0401,0.6323,142.3375,0.8597,104.6877,0.24,375.0,20.4805,21.4378,7.3811,12.1031,20.0,7.3672,0.0,20.0
000989,,,,,,,19.42,56.5086,684.7173,0.7876,2.6249,34.287,0.5121,175.7469,0.2379,378.3102,14.5395,1.3857,8.9649,7.8734,-10.0,8.9644,-10.0,10.0
000990,诚志股份,0.16,-460.93,1.33,20491.87,-1266.4,14.81,32.3167,1383.4218,1.104,1.0282,87.5316,1.5644,57.53,0.2227,404.1311,99.8818,,501.681,308.8302,-460.9272,540.8922,10.0,20.0
000993,,,,,,,0.86,33.3453,208.3654,0.5586,2.5372,35.4722,0.1917,469.4836,0.1825,493.1507,56.2829,-91.3046,-0.8301,0.0443,-87.4016,0.9175,-0.0,30.0
000995,,,,,,,-136.87,47.9024,9.789,0.0551,3.0712,29.3045,0.0314,2866.242,0.0483,1863.354,-67.8021,,-73.6603,-30.5695,300.0,-73.6603,20.0,40.0
000996,中国中期,0.02,96.43,0.82,505.69,95.44,44.97,11.024,11.2446,0.0488,7.7818,11.5654,0.4557,197.4984,0.0762,1181.1024,-18.579,92.8113,5.5347,2.7598,96.4286,5.5374,-0.0,20.0
000997,,,,,,,16.33,36.6646,1166.8824,1.2434,1.425,63.1579,0.6266,143.6323,0.2519,357.2846,88.9951,180.4757,14.5425,30.5757,185.7143,17.6485,10.0,20.0
000998,隆平高科,0.18,37.57,4.02,23137.28,47.79,28.22,45.6937,819.6382,0.6524,1.7905,50.2653,0.31,290.3226,0.1689,532.8597,24.8293,80.5277,6.9788,11.2045,37.5653,5.4271,10.0,20.0
000999,华润三九,0.38,18.75,4.26,37469.29,19.95,15.25,61.6942,2456.8638,2.5098,1.7009,52.9132,0.977,92.1187,0.4766,188.8376,15.2406,19.6002,14.2019,15.7592,18.75,14.0239,0.0,20.0
001696,,,,,,,5.85,17.0116,1330.197,1.1617,2.0148,44.6694,2.8829,31.2186,0.3282,274.223,18.3947,-11.283,-0.4878,5.0596,-13.2484,-3.5524,-10.0,20.0
001896,豫能控股,-0.11,-211.07,-2.13,-11888.0,-239.84,-6.98,-2.8034,1702.2339,1.9902,1.5689,57.365,4.581,19.6464,0.5173,173.9803,57.1505,-265.3795,59.3837,43.9484,-211.0664,55.9144,-20.0,30.0
001979,,,,,,,30.57,23.1474,6939.7399,0.8779,27.954,3.2196,0.0453,1986.755,0.0321,2803.7383,53.4083,215.3804,27.3701,20.6072,170.0,23.5028,0.0,20.0
002001,新和成,0.21,50.0,2.83,23174.22,48.86,18.87,38.9011,1227.9878,1.1277,1.4162,63.5503,0.5963,150.9307,0.21,428.5714,13.0105,40.6809,15.2916,23.1881,50.0,15.128,10.0,20.0
002002,鸿达兴业,0.13,12.27,7.65,30419.76,180.6,20.33,36.6471,1496.2146,0.618,1.2077,74.5218,1.7208,52.3013,0.3716,242.1959,16.7563,178.2685,17.2248,6.2703,12.2667,17.3002,0.0,20.0
002003,伟星股份,0.02,0.0,0.42,936.23,27.26,2.66,38.0249,351.1723,0.7829,1.1273,79.8368,0.6612,136.1162,0.2707,332.4714,14.3865,17.4788,20.4883,25.6952,0.0,19.3945,-10.0,10.0
002004,华邦健康,0.07,-12.5,1.49,14505.0,-15.77,7.16,27.9862,2024.5744,0.9949,0.8774,102.5758,1.0052,89.5344,0.1571,572.8835,33.918,-10.6557,2.6149,23.4029,-12.5,1.0965,-0.0,10.0
002005,德豪润达,-0.06,-2.36,-1.63,-8657.81,-2.31,-10.22,16.496,846.4258,0.6061,0.6749,133.3531,0.7682,117.157,0.1427,630.6938,8.5638,,-2.8955,3.1394,-2.3622,-3.1764,-10.0,20.0
002006,精功科技,0.03,50.0,1.22,1153.59,33.01,6.87,26.6678,167.6862,0.3684,0.9172,98.1247,0.4104,219.2982,0.1432,628.4916,-26.1035,34.3328,7.4504,10.9095,50.0,7.6984,-0.0,10.0
002007,华兰生物,0.27,-17.07,5.88,25533.6,32.71,47.45,65.5578,538.0197,0.5784,1.2242,73.5174,0.1904,472.6891,0.1627,553.1653,30.7997,29.4711,14.7939,15.4065,-17.0695,16.0556,-20.0,30.0
002008,大族激光,0.14,27.27,2.79,15141.33,31.5,9.95,40.7616,1521.7029,1.426,0.6348,141.7769,0.4086,220.2643,0.2593,347.0883,28.7925,33.5931,15.6226,38.6958,27.2727,14.7325,30.0,30.0
002009,天奇股份,0.07,16.67,1.41,2749.66,33.55,6.55,29.9375,419.6396,1.1324,0.3917,229.7677,0.4538,198.3253,0.1329,677.2009,3.4596,16.683,8.6,8.3685,16.6667,9.7197,10.0,20.0
002010,传化智联,0.02,0.0,0.55,7571.76,4.2,3.36,21.0443,2251.9551,0.6912,2.1564,41.7362,1.9161,46.9704,0.2527,356.1535,129.7984,62.6679,6.3304,26.1772,0.0,2.4259,-10.0,10.0
002011,盾安环境,0.04,0.0,0.87,3893.44,30.71,2.27,17.3976,1708.1294,1.8623,1.0196,88.2699,1.1071,81.2935,0.2928,307.377,46.3883,23.8548,1.821,12.4716,0.0,0.8475,0.0,40.0
002012,凯恩股份,0.04,-500.0,1.44,1721.13,-379.94,7.85,26.3871,219.0736,0.4684,0.908,99.1189,0.6476,138.9747,0.2304,390.625,,,,,,,,
002013,中航机电,0.0,-111.33,0.07,541.87,-117.92,0.33,21.1653,1639.231,1.022,0.3452,260.7184,0.3971,226.6432,0.1301,691.7756,15.8378,,10.7116,-0.2141,-111.3333,6.2281,-10.0,10.0
002014,,,,,,,,,,,1.1524,78.0979,1.1688,77.0021,0.3048,295.2756,5.4584,5.0492,5.6418,12.3874,0.0,5.6178,-10.0,10.0
002015,霞客环保,-0.02,50.0,,-606.21,127.07,-9.72,2.3105,62.3266,0.1555,2.6072,34.5198,0.5571,161.5509,0.2982,301.8109,-4.2085,,-13.6037,-15.3767,50.0,-13.6037,-10.0,30.0
002016,世荣兆业,0.01,-127.97,0.54,971.68,-128.0,7.39,46.4926,131.3716,0.1623,15.7207,5.7249,0.0169,5325.4438,0.0195,4615.3846,,,,,,,-10.0,30.0
002017,东信和平,0.03,6.3,0.96,876.07,6.44,3.09,29.0358,283.0651,0.8171,1.5859,56.7501,0.4805,187.3049,0.2321,387.7639,0.1076,-12.9369,10.6928,5.0846,6.3025,10.2903,-10.0,20.0
002018,华信国际,0.05,22.85,3.6,11576.08,137.35,2.61,4.3866,4432.8444,1.946,0.6878,130.852,187.5797,0.4798,0.5676,158.5624,75.0369,97.3882,10.1485,36.5409,22.8501,11.1781,-0.0,20.0
002019,,,,,,,23.01,55.9518,866.2831,0.7869,1.2875,69.9029,1.0464,86.0092,0.3801,236.7798,5.2751,40.454,35.6642,41.7598,-41.9355,24.3846,10.0,30.0
002020,,,,,,,15.39,56.5008,478.4117,0.7484,1.5778,57.0415,0.7849,114.6643,0.3009,299.1027,14.6134,21.9174,7.7727,9.1764,-39.1763,7.7813,0.0,10.0
002021,,,,,,,-7.42,15.2623,244.5115,0.3554,1.2886,69.8432,1.2038,74.7632,0.1964,458.2485,20.5893,,1.0636,12.058,-0.0,1.3327,-30.0,40.0
002022,,,,,,,12.1,33.5207,361.5402,0.7053,1.6983,52.9942,0.7361,122.266,0.2407,373.9094,5.8231,-22.579,8.7599,8.5651,-21.6514,8.6248,-20.0,20.0
002023,海特高新,0.01,-52.0,0.3,1086.98,-46.64,10.63,49.5269,102.1947,0.135,0.1967,457.5496,0.158,569.6203,0.0453,1986.755,-9.8792,-72.3319,12.255,31.514,-52.0,12.9506,-20.0,40.0
002024,,,,,,,0.2,16.0757,37377.272,4.0147,29.5506,3.0456,2.036,44.2043,0.4535,198.4564,,,,,,,0.0,10.0
002025,航天电器,0.16,14.29,3.19,6984.64,19.05,11.41,38.4137,611.939,1.4264,0.5728,157.1229,1.2282,73.278,0.198,454.5455,15.5798,18.0242,11.1467,15.6661,14.2857,10.1035,-10.0,20.0
002026,山东威达,0.08,100.0,1.46,3306.81,119.28,11.17,31.2873,295.9063,0.7043,0.8624,104.3599,0.4585,196.2923,0.1818,495.0495,54.9739,117.1555,38.4115,38.4203,100.0,38.0778,-10.0,30.0
002027,,,,,,,45.72,67.5988,2420.4147,0.277,1.1802,76.2583,,,0.2383,377.6752,14.9918,71.7318,70.6925,0.2979,-19.7085,72.7386,-0.0,20.0
002028,思源电气,0.02,-75.0,0.41,1710.97,-64.99,2.84,35.1294,600.4847,0.7898,0.2706,332.5942,0.4164,216.1383,0.1128,797.8723,-14.1025,-69.543,5.0446,5.608,-75.0,6.2064,-10.0,10.0
002029,七匹狼,0.09,0.0,1.35,7069.31,9.81,8.76,34.1782,806.914,1.0678,4.4382,20.2785,0.6335,142.0679,0.1451,620.2619,13.887,11.1285,3.8147,9.3646,0.0,3.6456,-0.0,10.0
002030,,,,,,,7.72,46.1094,349.414,0.482,0.4148,216.972,0.9166,98.189,0.1193,754.4007,4.5977,2.4512,29.7174,30.2661,-100.0,18.923,0.0,30.0
002031,巨轮智能,0.01,-73.0,0.4,1184.11,-12.52,6.75,43.9622,175.3296,0.0797,0.3347,268.8975,0.1661,541.8423,0.0574,1567.9443,-9.9542,106.7744,6.1742,17.6531,-73.0,-1.1227,-0.0,10.0
002032,苏泊尔,0.58,32.65,7.76,36647.88,33.16,9.28,31.1429,3946.5577,6.2468,3.4064,26.4209,1.9302,46.6273,0.6133,146.7471,25.9609,20.388,-6.9097,5.5574,32.6484,4.6297,10.0,30.0
002033,,,,,,,32.83,73.3295,142.8071,0.3378,12.6891,7.0927,2.3994,37.5094,0.0956,941.4226,-6.0429,-5.6544,6.1414,5.0018,14.0947,5.4417,-10.0,20.0
002034,美欣达,0.03,-3100.0,0.38,315.64,-4439.38,1.97,16.6237,159.4192,1.4755,1.771,50.8187,1.9501,46.1515,0.2275,395.6044,-4.4275,6940.0463,72.2075,41.8553,-3100.0,75.5855,-10.0,20.0
002035,,,,,,,6.67,40.7969,1155.9475,3.1791,4.0032,22.482,1.9368,46.4684,0.451,199.5565,31.9918,61.8519,15.7943,31.8658,61.5385,15.2595,10.0,20.0
002036,联创电子,0.02,0.0,0.68,1103.03,17.87,1.63,10.3087,675.5724,1.1605,0.7958,113.0937,0.8751,102.8454,0.3212,280.1993,150.7704,15.7372,14.9125,42.5494,0.0,13.2339,-10.0,20.0
002037,久联发展,0.02,-125.0,0.32,647.22,-125.62,0.92,23.3874,699.5264,2.1368,0.32,281.25,1.7312,51.9871,0.1698,530.0353,,,,,,,-10.0,20.0
002038,,,,,,,56.11,72.419,226.5123,0.3307,0.3574,251.8187,0.3068,293.3507,0.081,1111.1111,-12.4904,-15.7229,7.966,7.7669,-15.6364,8.1335,10.0,20.0
002039,,,,,,,-1.24,51.3446,311.2134,1.019,2.6429,34.0535,118.5532,0.7592,0.4422,203.5278,-44.834,-103.9057,-5.5864,-4.9108,-106.6457,-3.7969,10.0,20.0
002040,南京港,0.06,137.39,0.9,2102.26,258.93,14.31,46.7242,146.8622,0.3944,1.7197,52.3347,18.9062,4.7603,0.2367,380.2281,262.0429,320.893,319.621,333.2753,137.395,247.1552,-10.0,30.0
002041,登海种业,0.05,-64.35,1.67,4515.01,-64.34,22.24,49.2151,202.9723,0.2306,2.7987,32.1578,0.1547,581.7712,0.0559,1610.0179,-55.7024,-67.9943,11.3511,3.7914,-64.3502,14.1385,-10.0,20.0
002042,华孚色纺,0.19,58.33,4.08,16619.46,63.26,7.17,13.6739,2316.8222,2.2999,2.6156,34.4089,0.7061,127.4607,0.305,295.082,30.7673,70.3684,72.5761,50.3719,58.3333,67.7748,-10.0,20.0
002043,兔宝宝,0.06,46.34,2.98,4773.53,122.33,7.05,16.7417,676.3339,0.8168,9.4002,9.5743,2.0968,42.9225,0.5372,167.5354,73.2239,123.3486,15.5354,23.8655,46.3415,15.9317,-10.0,30.0
002044,美年健康,-0.04,-63.64,-3.25,-10579.21,-18.03,-19.06,27.2255,554.9963,0.2291,0.6939,129.7017,9.2621,9.717,0.2353,382.4904,,,,,,,10.0,20.0
002045,国光电器,0.04,419.48,1.36,1841.01,476.79,2.72,17.2847,675.4646,1.6201,0.8202,109.7293,1.6756,53.7121,0.4669,192.7608,85.8623,691.1612,7.5085,13.5616,419.4805,3.5356,-10.0,40.0
002046,轴研科技,-0.04,-21.57,-1.04,-1407.93,-22.64,-15.63,16.8415,90.0706,0.2547,0.5628,159.9147,0.1977,455.2352,0.0987,911.8541,,,,,,,-20.0,30.0
002047,宝鹰股份,0.05,25.0,2.3,6306.08,17.1,4.86,15.0233,1296.6936,1.0265,0.2308,389.948,1.9183,46.9165,0.1672,538.2775,-6.5264,25.8404,14.4176,25.4274,25.0,11.2786,-0.0,30.0
002048,宁波华翔,0.36,80.0,3.57,18897.95,76.51,5.17,20.862,3654.4787,6.8946,1.3365,67.3401,1.5598,57.6997,0.5293,170.0359,31.2736,49.8877,14.8692,34.5112,80.0,22.2771,-10.0,30.0
002049,紫光国芯,0.09,-14.88,1.65,5343.52,-14.91,13.29,29.9114,401.8704,0.6622,0.5758,156.3043,0.5356,168.0358,0.1781,505.3341,42.5163,-13.5179,11.7394,11.7493,-14.8792,11.1103,-10.0,10.0
002050,三花智控,0.09,28.57,3.16,17111.66,30.56,9.19,26.3265,1861.9412,1.0335,1.5148,59.4138,1.1312,79.5615,0.3295,273.1411,23.4534,32.6942,14.7888,8.2609,28.5714,14.6067,40.0,40.0
002051,,,,,,,13.24,21.6225,1497.5097,1.6141,0.355,253.5211,0.5068,177.5848,0.0967,930.7135,15.387,15.2304,17.7284,-5.9918,0.0,19.3524,-0.0,20.0
002052,同洲电子,0.0,-120.0,0.16,149.36,-116.44,0.79,24.9137,188.6855,0.2529,0.4969,181.123,1.2006,74.9625,0.1347,668.1514,,,,,,,-10.0,30.0
002053,云南能投,0.08,-47.45,1.87,4251.78,5.0,13.06,46.6676,325.4361,0.5828,2.2357,40.2558,1.2931,69.6002,0.2198,409.4631,0.1169,19.9181,19.2481,-18.44,-47.4483,18.6397,-10.0,30.0
002054,,,,,,,0.68,15.6553,634.7146,1.5139,1.4713,61.1704,1.9128,47.0514,0.464,193.9655,,,,,,,20.0,30.0
002055,得润电子,0.07,47.0,1.83,3198.03,46.85,2.73,15.2005,1169.4307,2.5957,0.8722,103.1873,0.8122,110.8101,0.2378,378.4693,30.9697,152.8898,0.2697,23.6783,46.9979,2.5881,10.0,30.0
002056,,,,,,,5.05,18.9002,1232.4116,1.4996,1.8122,49.6634,2.2416,40.1499,0.3859,233.221,11.0176,-34.7245,10.8629,1.9363,-65.2174,10.8012,20.0,40.0
002057,中钢天源,0.05,400.0,1.65,907.44,623.42,8.53,24.5437,106.3644,0.5334,0.7461,120.6273,1.2204,73.7463,0.2599,346.287,52.0467,626.8272,7.8213,16.2801,400.0,7.8389,20.0,30.0
002058,威尔泰,-0.03,-16.22,-2.37,-439.91,-17.4,-31.5,31.7178,13.9652,0.0973,0.5314,169.3639,0.2524,356.5769,0.0803,1120.797,,,,,,,-20.0,20.0
002059,,,,,,,0.05,27.5545,215.2283,0.2945,0.5574,161.4639,0.0995,904.5226,0.0873,1030.9278,45.8484,,-7.6036,0.9957,-101.1976,-10.1779,-10.0,10.0
002060,粤水电,0.03,5.26,0.77,2042.04,5.17,1.37,10.6742,1487.747,2.4749,1.0741,83.7911,0.7178,125.3831,0.2144,419.7761,-7.2549,3.8301,4.8532,10.8708,5.2632,4.8441,-10.0,20.0
002061,江山化工,0.1,-469.23,3.25,5312.76,-545.31,5.2,16.8894,1021.6603,1.8391,11.6276,7.7402,5.0189,17.9322,0.7019,128.2234,,,,,,,40.0,60.0
002062,,,,,,,3.61,8.4109,1928.1946,1.7489,3.3237,27.0783,0.2529,355.8719,0.1793,501.952,-1.9452,3.2163,1.6829,-11.8624,-22.549,6.1245,-0.0,10.0
002063,远光软件,0.01,1.03,0.33,592.28,2.9,2.65,63.6598,223.4885,0.3716,0.3624,248.3444,2.3957,37.5673,0.1316,683.8906,1.0568,38.7195,9.1138,14.6236,1.0309,6.613,-10.0,20.0
002064,华峰氨纶,0.06,500.0,3.21,9838.13,316.83,10.06,20.1953,977.3154,0.5828,2.1084,42.6864,1.4133,63.6807,0.4615,195.0163,68.5055,316.8329,-7.8224,-4.4032,500.0,-7.8224,10.0,10.0
002065,,,,,,,36.45,32.2785,1280.5199,0.8156,0.2782,323.5083,0.2796,321.8884,0.1274,706.4364,21.6078,173.1829,7.0024,14.4235,167.8378,6.8664,-10.0,10.0
002066,瑞泰科技,0.02,12.14,1.34,534.36,12.2,1.21,27.234,440.0723,1.905,0.4824,186.5672,0.4386,205.1984,0.1937,464.636,0.4031,66.1791,1.198,-2.5261,12.1359,6.8939,-0.0,30.0
002067,,,,,,,13.33,24.9445,974.2134,0.8905,2.2743,39.5726,1.6663,54.0119,0.441,204.0816,28.7381,-11.903,10.3276,-0.2917,-20.0,10.4202,0.0,20.0
002068,,,,,,,3.5,17.8275,1502.1268,2.4744,1.3247,67.9399,1.9081,47.1673,0.489,184.0491,,,,,,,40.0,50.0
002069,獐子岛,0.01,-152.0,0.34,368.52,-139.92,0.54,17.2645,671.6515,0.9445,1.8778,47.9284,0.3081,292.113,0.229,393.0131,6.0937,,22.294,2.4212,-152.0,23.4379,-10.0,20.0
