,code,name,date,count,ratio
0,002145,中核钛白,2018-09-30,22602.74,14.20
1,300030,阳普医疗,2018-09-30,355.01,1.15
2,300051,三五互联,2018-09-30,874.15,2.37
3,300109,新开源,2018-09-30,1047.79,6.15
4,300547,川环科技,2018-09-30,63.72,1.07
5,300013,新宁物流,2018-09-29,3360.00,11.28
6,300109,新开源,2018-09-29,3030.25,17.77
7,300248,新开普,2018-09-29,564.57,1.74
8,000838,财信发展,2018-09-28,46696.32,42.43
9,000893,东凌国际,2018-09-28,35344.83,46.70
10,300072,三聚环保,2018-09-28,26062.20,14.47
11,300212,易华录,2018-09-28,4818.62,13.03
12,600744,华银电力,2018-09-28,71622.64,40.21
13,603869,北部湾旅,2018-09-28,1292.67,3.71
14,002235,安妮股份,2018-09-26,280.83,0.68
15,300187,永清环保,2018-09-26,56.24,0.09
16,300520,科大国创,2018-09-26,122.25,1.27
17,600216,浙江医药,2018-09-26,802.20,0.83
18,600721,百花村,2018-09-26,976.15,2.44
19,000811,烟台冰轮,2018-09-25,3212.15,7.38
20,600664,哈药股份,2018-09-25,1940.60,0.76
21,600848,上海临港,2018-09-25,26902.87,24.02
22,603889,新澳股份,2018-09-25,183.20,0.56
23,002123,梦网荣信,2018-09-24,23566.64,27.35
24,002581,未名医药,2018-09-24,19416.94,29.43
25,300317,珈伟股份,2018-09-24,224.48,0.26
26,002172,澳洋科技,2018-09-23,965.75,1.32
27,002559,亚威股份,2018-09-23,933.54,2.50
28,300327,中颖电子,2018-09-23,63.87,0.34
29,300447,全信股份,2018-09-23,83.25,0.30
30,600444,国机通用,2018-09-23,4142.19,28.29
31,600571,信雅达,2018-09-23,1541.72,3.51
32,002712,思美传媒,2018-09-22,45.00,0.14
33,300387,富邦股份,2018-09-22,81.00,0.65
34,300431,暴风集团,2018-09-22,38.12,0.14
35,002063,远光软件,2018-09-21,473.42,0.79
36,300170,汉得信息,2018-09-21,152.59,0.18
37,000530,大冷股份,2018-09-20,515.36,0.84
38,002389,南洋科技,2018-09-20,1036.05,1.46
39,300503,昊志机电,2018-09-20,108.63,0.43
40,002138,顺络电子,2018-09-19,436.80,0.58
41,002168,深圳惠程,2018-09-19,1221.00,1.49
42,300190,维尔利,2018-09-19,538.60,1.32
43,300204,舒泰神,2018-09-19,86.70,0.18
44,300296,利亚德,2018-09-18,5662.20,3.48
45,300311,任子行,2018-09-18,7224.28,16.12
46,601113,华鼎股份,2018-09-18,19305.00,23.17
47,300041,回天新材,2018-09-17,6287.45,15.69
48,300358,楚天科技,2018-09-16,547.59,1.23
49,300073,当升科技,2018-09-15,2041.06,5.58
50,300362,天翔环境,2018-09-15,421.48,0.97
51,002343,慈文传媒,2018-09-14,6316.94,20.09
52,002517,恺英网络,2018-09-14,133.48,0.19
53,002600,江粉磁材,2018-09-14,16570.76,14.08
54,300204,舒泰神,2018-09-14,81.78,0.17
55,002702,海欣食品,2018-09-12,255.00,0.50
56,300317,珈伟股份,2018-09-11,17366.14,20.32
57,300339,润和软件,2018-09-11,7266.41,10.16
58,300408,三环集团,2018-09-11,338.20,0.20
59,600984,建设机械,2018-09-11,9793.53,15.38
60,002178,延华智能,2018-09-10,5920.17,8.14
61,002426,胜利精密,2018-09-10,7656.39,2.24
62,600629,华建集团,2018-09-10,1106.04,2.56
63,000056,皇庭国际,2018-09-09,61762.20,53.81
64,002528,英飞拓,2018-09-09,74.57,0.07
65,300445,康斯特,2018-09-09,72.95,0.44
66,600708,光明地产,2018-09-09,55174.14,41.84
67,002584,西陇科学,2018-09-08,8521.64,14.56
68,002686,亿利达,2018-09-08,19.25,0.04
69,002747,埃斯顿,2018-09-08,143.41,0.52
70,600027,华电国际,2018-09-08,21113.74,2.14
71,002709,天赐材料,2018-09-07,144.25,0.44
72,300388,国祯环保,2018-09-07,414.71,1.36
73,002396,星网锐捷,2018-09-06,500.85,0.93
74,300387,富邦股份,2018-09-05,8.76,0.07
75,300254,仟源医药,2018-09-03,1563.60,7.51
76,002308,威创股份,2018-09-02,352.98,0.42
77,002542,中化岩土,2018-09-02,15899.38,8.83
78,300362,天翔环境,2018-09-02,69.11,0.16
79,300388,国祯环保,2018-09-02,81.04,0.27
80,300408,三环集团,2018-09-02,37.52,0.02
81,600623,华谊集团,2018-09-02,94078.50,44.43
82,000833,贵糖股份,2018-09-01,29031.30,43.43
83,002203,海亮股份,2018-09-01,621.48,0.37
84,002309,中利集团,2018-09-01,114.45,0.18
85,300332,天壕环境,2018-09-01,11627.91,12.90
86,600229,城市传媒,2018-09-01,27039.81,38.51
87,600419,天润乳业,2018-09-01,1405.83,13.58
88,600986,科达股份,2018-09-01,36801.23,38.22
