,code,name,date,count,ratio
0,002549,凯美特气,2020-03-31,5.89,0.01
1,300635,达安股份,2020-03-31,4774.47,56.30
2,300636,同和药业,2020-03-31,3308.11,41.35
3,601200,上海环境,2020-03-31,3021.26,4.30
4,002320,海峡股份,2020-03-30,7850.62,15.45
5,002503,搜于特,2020-03-30,633.73,0.20
6,002682,龙洲股份,2020-03-30,5482.04,14.62
7,601021,春秋航空,2020-03-30,14.50,0.02
8,603041,美思德,2020-03-30,5347.50,53.47
9,603303,得邦照明,2020-03-30,18000.00,75.00
10,300014,亿纬锂能,2020-03-29,88.67,0.10
11,600226,升华拜克,2020-03-29,62954.46,36.50
12,601228,广州港,2020-03-29,475571.94,76.79
13,002458,益生股份,2020-03-28,420.30,1.21
14,300338,开元股份,2020-03-28,7323.94,21.57
15,300630,普利制药,2020-03-28,5613.33,45.97
16,603178,圣龙股份,2020-03-28,15000.00,75.00
17,603833,欧派家居,2020-03-28,32553.22,78.42
18,603717,天域生态,2020-03-27,8551.20,49.51
19,000524,岭南控股,2020-03-24,26245.96,39.16
20,002774,快意电梯,2020-03-24,24681.96,73.72
21,002858,力盛赛车,2020-03-24,2718.69,43.04
22,300038,梅泰诺,2020-03-24,12688.82,39.99
23,300629,新劲刚,2020-03-24,3619.70,54.30
24,603388,元成股份,2020-03-24,5820.00,58.20
25,603768,常青股份,2020-03-24,13387.50,65.62
26,002121,科陆电子,2020-03-23,21309.94,15.14
27,002268,卫士通,2020-03-23,1697.79,2.02
28,002405,四维图新,2020-03-23,21634.17,16.87
29,002857,三晖电气,2020-03-23,4907.61,61.35
30,300184,力源信息,2020-03-23,11922.03,18.11
31,300488,恒锋工具,2020-03-23,222.61,3.44
32,300631,久吾高科,2020-03-23,2000.00,31.18
33,300297,蓝盾股份,2020-03-22,237.00,0.20
34,601717,郑煤机,2020-03-22,611.18,0.35
35,002684,猛狮科技,2020-03-21,4956.16,13.10
36,002855,捷荣技术,2020-03-21,15660.00,65.25
37,300627,华测导航,2020-03-21,6414.57,53.81
38,603656,泰禾光电,2020-03-21,4364.82,57.46
39,002712,思美传媒,2020-03-20,309.91,0.98
40,002856,美芝股份,2020-03-20,7600.00,75.00
41,300233,金城医药,2020-03-20,1683.50,4.28
42,300626,华瑞股份,2020-03-20,4456.25,44.56
43,603133,碳元科技,2020-03-20,9601.91,46.16
44,300625,三雄极光,2020-03-18,18685.09,66.73
45,600222,太龙药业,2020-03-18,350.36,0.61
46,002230,科大讯飞,2020-03-17,1100.51,0.79
47,002369,卓翼科技,2020-03-17,9676.92,16.66
48,300628,亿联网络,2020-03-17,5600.00,75.00
49,603179,新泉股份,2020-03-17,9274.20,58.18
50,603517,绝味食品,2020-03-17,24629.76,60.07
51,603918,金桥信息,2020-03-17,29.10,0.16
52,300621,维业股份,2020-03-16,9342.86,68.70
53,300094,国联水产,2020-03-15,218.80,0.28
54,300224,正海磁材,2020-03-15,7580.32,9.08
55,300439,美康生物,2020-03-15,11.64,0.03
56,300622,博士眼镜,2020-03-15,4700.00,54.78
57,603339,四方冷链,2020-03-15,137.85,0.66
58,603811,诚意药业,2020-03-15,2787.00,32.71
59,300623,捷捷微电,2020-03-14,4200.00,44.87
60,603903,中持股份,2020-03-14,2863.83,27.96
61,603960,克来机电,2020-03-14,4934.41,61.68
62,002311,海大集团,2020-03-13,1208.50,0.76
63,002586,围海股份,2020-03-13,31385.01,30.12
64,300228,富瑞特装,2020-03-13,131.00,0.28
65,603630,拉芳家化,2020-03-13,11186.67,64.14
66,603665,康隆达,2020-03-13,6272.92,62.73
67,002285,世联行,2020-03-11,524.86,0.26
68,002327,富安娜,2020-03-10,709.72,0.82
69,002852,道道全,2020-03-10,4987.57,49.88
70,002853,皮阿诺,2020-03-10,3892.43,62.64
71,300620,光库科技,2020-03-10,6600.00,75.00
72,601111,中国国航,2020-03-10,51347.88,3.54
73,603955,大千生态,2020-03-10,3213.83,36.94
74,002325,洪涛股份,2020-03-09,1279.56,1.03
75,002461,珠江啤酒,2020-03-09,42650.25,38.54
76,300538,同益股份,2020-03-08,14.31,0.25
77,603991,至正股份,2020-03-08,3345.61,44.89
78,300546,雄帝科技,2020-03-07,55.65,0.41
79,300616,尚品宅配,2020-03-07,5994.11,55.50
80,600420,现代制药,2020-03-07,53499.21,48.18
81,600640,号百控股,2020-03-07,20629.62,25.93
82,603908,牧高笛,2020-03-07,4364.07,65.44
83,000058,深赛格,2020-03-06,45085.72,36.49
84,002579,中京电子,2020-03-06,234.90,0.62
85,002851,麦格米特,2020-03-06,6396.91,35.99
86,300618,寒锐钴业,2020-03-06,4876.00,40.63
87,603138,海量数据,2020-03-06,5598.00,68.27
88,603578,三星新材,2020-03-06,5610.00,63.75
89,300268,万福生科,2020-03-05,3559.89,26.57
90,300260,新莱应材,2020-03-03,36.80,0.36
91,002850,科达利,2020-03-02,7737.15,55.27
92,300058,蓝色光标,2020-03-02,14332.51,6.69
93,300221,银禧科技,2020-03-02,6179.84,12.22
94,600187,国中水务,2020-03-02,19831.09,11.99
95,600629,华建集团,2020-03-02,5933.44,13.73
96,300269,联建光电,2020-03-01,26.25,0.04
97,300619,金银河,2020-03-01,4121.50,55.19
98,600170,上海建工,2020-03-01,41748.78,4.69
