,code,name,date,count,ratio
0,002765,蓝黛传动,2019-10-31,323.28,0.76
1,603716,塞力斯,2019-10-31,2348.10,46.10
2,000851,高鸿股份,2019-10-29,169.72,0.27
3,002035,华帝股份,2019-10-28,13.50,0.04
4,002074,国轩高科,2019-10-28,60.32,0.07
5,002545,东方铁塔,2019-10-28,41361.69,31.42
6,002734,利民股份,2019-10-28,3210.40,19.49
7,002792,通宇通讯,2019-10-28,31.60,0.14
8,600162,香江控股,2019-10-28,109.80,0.03
9,603888,新华网,2019-10-28,13702.38,66.00
10,002216,三全食品,2019-10-27,348.81,0.43
11,300309,吉艾科技,2019-10-27,4947.81,10.22
12,300369,绿盟科技,2019-10-27,577.55,0.73
13,600926,杭州银行,2019-10-27,235569.92,64.29
14,002450,康得新,2019-10-26,29411.76,8.33
15,002717,岭南园林,2019-10-26,781.25,1.89
16,300177,中海达,2019-10-26,393.60,0.88
17,300184,力源信息,2019-10-26,1043.48,1.58
18,603258,电魂网络,2019-10-26,12346.20,51.44
19,603869,北部湾旅,2019-10-26,5002.50,14.34
20,002578,闽发铝业,2019-10-25,12909.33,13.06
21,002648,卫星石化,2019-10-25,105.60,0.13
22,002816,和科达,2019-10-25,3581.75,35.82
23,002817,黄山胶囊,2019-10-25,4513.00,52.07
24,300164,通源石油,2019-10-25,702.25,1.59
25,603667,五洲新春,2019-10-25,11510.24,56.87
26,000820,神雾节能,2019-10-24,34941.05,54.83
27,002699,美盛文化,2019-10-24,3306.11,3.64
28,002605,姚记扑克,2019-10-21,1060.29,2.67
29,300552,万集科技,2019-10-21,5617.07,52.64
30,300553,集智股份,2019-10-21,3048.09,63.50
31,603859,能科股份,2019-10-21,6367.00,56.07
32,600227,赤天化,2019-10-20,3277.87,1.89
33,600547,山东黄金,2019-10-20,40561.81,21.84
34,600879,航天电子,2019-10-20,15296.94,11.25
35,000069,华侨城A,2019-10-19,2066.25,0.25
36,300551,古鳌科技,2019-10-18,2994.00,40.81
37,300555,路通视信,2019-10-18,3859.60,48.24
38,600701,工大高新,2019-10-18,13612.65,13.16
39,002290,中科新材,2019-10-17,3204.03,13.20
40,002626,金达威,2019-10-17,1626.51,2.64
41,300199,翰宇药业,2019-10-17,2832.62,3.08
42,300550,和仁科技,2019-10-17,5073.00,63.41
43,600521,华海药业,2019-10-17,1197.06,1.15
44,603160,汇顶科技,2019-10-17,21535.60,48.39
45,000521,美菱电器,2019-10-15,6987.76,6.69
46,000625,长安汽车,2019-10-14,13976.24,2.91
47,300142,沃森生物,2019-10-14,6857.80,4.46
48,600056,中国医药,2019-10-14,5597.21,5.24
49,600257,大湖股份,2019-10-14,5418.72,11.26
50,603816,顾家家居,2019-10-14,32340.00,78.40
51,000949,新乡化纤,2019-10-13,3686.64,2.93
52,002519,银河电子,2019-10-13,16564.10,14.50
53,002582,好想你,2019-10-13,11918.06,23.11
54,603313,梦百合,2019-10-13,15765.30,65.69
55,002813,路畅科技,2019-10-12,8999.98,75.00
56,002815,崇达技术,2019-10-12,29099.14,70.97
57,300548,博创科技,2019-10-12,4856.00,58.74
58,600438,通威股份,2019-10-12,92290.16,23.77
59,603008,喜临门,2019-10-12,6785.78,17.21
60,603777,来伊份,2019-10-12,16200.00,67.50
61,000813,德展健康,2019-10-11,55409.87,24.72
62,600162,香江控股,2019-10-11,41457.29,12.19
63,600289,亿阳信通,2019-10-11,6512.94,10.32
64,300194,福安药业,2019-10-10,14572.16,12.25
65,300402,宝色股份,2019-10-10,11570.00,57.28
66,603421,鼎信通讯,2019-10-10,39000.00,89.99
67,603887,城地股份,2019-10-10,4030.82,41.09
68,000536,华映科技,2019-10-09,75973.41,27.47
69,002142,宁波银行,2019-10-08,43920.94,11.26
70,300414,中光防雷,2019-10-07,71.47,0.42
