,code,name,date,count,ratio
0,002166,莱茵生物,2018-04-30,488.94,1.12
1,002279,久其软件,2018-04-30,1613.42,2.29
2,002682,龙洲股份,2018-04-30,2422.92,6.46
3,300043,星辉娱乐,2018-04-30,482.50,0.39
4,300335,迪森股份,2018-04-30,95.23,0.26
5,000501,鄂武商A,2018-04-29,934.23,1.21
6,002707,众信旅游,2018-04-29,258.06,0.31
7,300077,国民技术,2018-04-29,583.60,1.03
8,300092,科新机电,2018-04-29,308.77,1.30
9,300364,中文在线,2018-04-29,99.19,0.35
10,300430,诚益通,2018-04-29,657.79,5.80
11,300451,创业软件,2018-04-29,24.03,0.10
12,600881,亚泰集团,2018-04-29,70521.37,27.12
13,000882,华联股份,2018-04-28,25607.26,10.32
14,002022,科华生物,2018-04-28,2029.17,3.96
15,002288,超华科技,2018-04-28,14000.00,15.03
16,002407,多氟多,2018-04-28,642.00,1.02
17,002684,猛狮科技,2018-04-28,4400.00,11.63
18,002769,普路通,2018-04-28,7.50,0.02
19,002829,星网宇达,2018-04-28,327.20,2.04
20,300316,晶盛机电,2018-04-28,85.93,0.09
21,600418,江淮汽车,2018-04-28,44587.49,23.55
22,600959,江苏有线,2018-04-28,248835.14,64.06
23,603158,腾龙股份,2018-04-28,150.11,0.69
24,001896,豫能控股,2018-04-27,7424.34,6.45
25,002609,捷顺科技,2018-04-27,16.66,0.03
26,002716,金贵银业,2018-04-27,4753.37,8.41
27,002867,周大生,2018-04-27,8622.64,18.05
28,300179,四方达,2018-04-27,7.20,0.01
29,300343,联创互联,2018-04-27,1416.78,2.40
30,300438,鹏辉能源,2018-04-27,8809.70,31.33
31,600986,科达股份,2018-04-27,9392.17,9.75
32,603787,新日股份,2018-04-27,1989.00,9.75
33,603789,星光农机,2018-04-27,12000.00,59.54
34,002445,中南文化,2018-04-26,275.10,0.33
35,002491,通鼎互联,2018-04-26,4043.10,3.20
36,002866,传艺科技,2018-04-26,1152.00,8.02
37,300282,汇冠股份,2018-04-26,1826.86,7.08
38,300316,晶盛机电,2018-04-26,66.11,0.07
39,300363,博腾股份,2018-04-26,108.73,0.26
40,300514,友讯达,2018-04-26,2016.00,20.16
41,603920,世运电路,2018-04-26,3941.00,9.81
42,002250,联化科技,2018-04-25,1031.60,1.11
43,002488,金固股份,2018-04-25,12704.17,18.91
44,002611,东方精工,2018-04-25,19607.84,16.93
45,002865,钧达股份,2018-04-25,810.01,6.75
46,300442,普丽盛,2018-04-25,806.25,8.06
47,300448,浩云科技,2018-04-25,9521.03,47.06
48,300449,汉邦高科,2018-04-25,83.52,0.58
49,300648,星云股份,2018-04-25,1302.07,19.23
50,603096,新经典,2018-04-25,1926.00,14.44
51,603588,高能环境,2018-04-25,463.38,0.70
52,000560,昆百大A,2018-04-24,75429.68,64.46
53,002126,银轮股份,2018-04-24,6600.00,9.15
54,002160,常铝股份,2018-04-24,13276.79,18.33
55,002601,龙蟒佰利,2018-04-24,1702.99,0.84
56,300081,恒信移动,2018-04-24,7056.31,13.71
57,300384,三联虹普,2018-04-24,1810.10,10.81
58,300404,博济医药,2018-04-24,6738.00,50.53
59,300434,金石东方,2018-04-24,8020.26,58.97
60,300438,鹏辉能源,2018-04-24,3715.40,13.21
61,300445,康斯特,2018-04-24,12240.00,73.90
62,601718,际华集团,2018-04-24,53462.94,12.17
63,603315,福鞍股份,2018-04-24,12213.75,61.07
64,603318,派思股份,2018-04-24,25500.00,69.73
65,603567,珍宝岛,2018-04-24,57600.00,67.83
66,002751,易尚展示,2018-04-23,6390.00,45.49
67,300437,清水源,2018-04-23,10192.00,46.68
68,300440,运达科技,2018-04-23,24340.82,53.38
69,300441,鲍斯股份,2018-04-23,18378.72,49.95
70,300444,双杰电气,2018-04-23,17863.82,63.04
71,300446,乐凯新材,2018-04-23,4067.02,33.12
72,600260,凯乐科技,2018-04-23,6362.83,9.54
73,603021,山东华鹏,2018-04-23,10774.40,33.67
74,603703,盛洋科技,2018-04-23,1303.12,5.67
