,code,name,date,count,ratio
0,300617,安靠智电,2020-02-28,4070.00,61.05
1,002668,奥马电器,2020-02-27,17249.02,27.14
2,002771,真视通,2020-02-27,4.62,0.06
3,002825,纳尔股份,2020-02-27,10.85,0.11
4,300074,华平股份,2020-02-27,288.68,0.53
5,600490,鹏欣资源,2020-02-27,20118.34,10.69
6,300457,赢合科技,2020-02-26,306.39,2.47
7,002438,江苏神通,2020-02-24,278.17,0.57
8,002151,北斗星通,2020-02-23,20.85,0.04
9,300136,信维通信,2020-02-23,665.53,0.68
10,600392,盛和资源,2020-02-23,16886.21,12.51
11,300406,九强生物,2020-02-22,37.47,0.07
12,600035,楚天高速,2020-02-22,12534.93,7.24
13,600578,京能电力,2020-02-22,141171.02,20.92
14,603238,诺邦股份,2020-02-22,9000.00,75.00
15,603345,安井食品,2020-02-22,9319.06,43.14
16,002212,南洋股份,2020-02-21,21855.67,19.06
17,300410,正业科技,2020-02-21,490.65,2.49
18,600939,重庆建工,2020-02-21,140492.44,77.43
19,002599,盛通股份,2020-02-20,1082.58,6.75
20,002823,凯中精密,2020-02-20,93.20,0.32
21,300611,美力科技,2020-02-20,5277.65,58.98
22,300613,富瀚微,2020-02-20,3150.03,70.88
23,603817,海峡环保,2020-02-20,27000.00,60.00
24,600590,泰豪科技,2020-02-18,530.69,0.80
25,000931,中关村,2020-02-17,4410.14,5.86
26,002849,威星智能,2020-02-17,3676.04,42.42
27,601996,丰林集团,2020-02-17,610.80,0.64
28,603008,喜临门,2020-02-17,342.00,0.87
29,603603,博天环境,2020-02-17,16518.00,41.29
30,002821,凯莱英,2020-02-16,65.76,0.57
31,300609,汇纳科技,2020-02-15,3954.00,39.54
32,300612,宣亚国际,2020-02-15,7695.00,71.25
33,300615,欣天科技,2020-02-15,5670.00,70.88
34,601212,白银有色,2020-02-15,500829.08,71.82
35,300232,洲明科技,2020-02-14,749.39,1.19
36,603839,安正时尚,2020-02-14,21042.00,73.82
37,002625,龙生股份,2020-02-13,96690.04,76.28
38,002848,高斯贝尔,2020-02-13,6011.26,35.96
39,300468,四方精创,2020-02-13,43.07,0.41
40,300608,思特奇,2020-02-13,2663.19,30.39
41,300610,晨化股份,2020-02-13,6683.93,66.84
42,600325,华发股份,2020-02-13,194.88,0.17
43,603330,上海天洋,2020-02-13,3575.11,59.59
44,603615,茶花股份,2020-02-13,16513.76,68.81
45,002654,万润科技,2020-02-10,2494.43,3.01
46,600277,亿利洁能,2020-02-10,6493.51,2.37
47,603208,江山欧派,2020-02-10,5000.00,61.87
48,300451,创业软件,2020-02-09,208.03,0.86
49,300607,拓斯达,2020-02-09,3265.92,45.07
50,600967,内蒙一机,2020-02-09,72913.36,43.15
51,600997,开滦股份,2020-02-09,35315.99,22.24
52,603040,新坐标,2020-02-09,3600.00,60.00
53,603626,科森科技,2020-02-09,13000.00,61.71
54,000605,渤海股份,2020-02-08,5690.79,22.59
55,002847,盐津铺子,2020-02-08,8793.15,70.91
56,300605,恒锋信息,2020-02-08,4321.26,51.44
57,300606,金太阳,2020-02-08,4638.11,52.00
58,600682,南京新百,2020-02-08,7076.58,6.43
59,600734,实达集团,2020-02-08,1575.12,2.53
60,600848,上海临港,2020-02-08,10660.98,9.52
61,603637,镇海股份,2020-02-08,9974.74,75.00
62,603881,数据港,2020-02-08,8274.19,39.29
63,002846,英联股份,2020-02-07,8400.00,70.00
64,300601,康泰生物,2020-02-07,24080.20,58.59
65,601222,林洋能源,2020-02-07,862.40,0.49
66,603177,德创环保,2020-02-07,14025.00,69.43
67,002340,格林美,2020-02-06,1271.19,0.33
68,600429,三元股份,2020-02-06,61255.74,40.90
69,603360,百傲化学,2020-02-06,7733.33,58.00
70,603677,奇精机械,2020-02-06,9645.12,70.92
