,code,name,date,count,ratio
0,000958,东方能源,2017-01-26,6774.36,12.29
1,002020,京新药业,2017-01-26,2101.69,3.29
2,002281,光迅科技,2017-01-26,204.77,0.98
3,002354,天神娱乐,2017-01-26,138.00,0.47
4,002680,长生生物,2017-01-26,9538.96,9.84
5,002708,光洋股份,2017-01-26,26170.91,55.75
6,300288,朗玛信息,2017-01-26,201.30,0.60
7,300370,安控科技,2017-01-26,17032.00,28.43
8,002493,荣盛石化,2017-01-25,24000.00,9.43
9,002706,良信电器,2017-01-25,15449.20,59.70
10,300161,华中数控,2017-01-25,467.29,2.70
11,300368,汇金股份,2017-01-25,6645.10,12.22
12,600468,百利电气,2017-01-25,7609.53,14.07
13,000555,神州信息,2017-01-24,62821.62,65.21
14,300003,乐普医疗,2017-01-24,3808.26,2.14
15,300061,康耐特,2017-01-24,95.38,0.18
16,600315,上海家化,2017-01-24,15.75,0.02
17,603555,贵人鸟,2017-01-24,50011.50,79.56
18,000926,福星股份,2017-01-23,23696.68,24.96
19,002297,博云新材,2017-01-23,3112.84,6.60
20,002705,新宝股份,2017-01-23,2850.00,4.96
21,002709,天赐材料,2017-01-23,15021.12,46.21
22,002712,思美传媒,2017-01-23,16880.17,59.05
23,300027,华谊兄弟,2017-01-23,372.70,0.13
24,300204,舒泰神,2017-01-23,21.69,0.04
25,300357,我武生物,2017-01-23,2398.26,14.84
26,300358,楚天科技,2017-01-23,847.59,1.90
27,300360,炬华科技,2017-01-23,19809.00,54.62
28,300362,天翔环境,2017-01-23,13592.60,31.22
29,300365,恒华科技,2017-01-23,10414.40,59.20
30,300371,汇中股份,2017-01-23,2061.88,17.18
31,600340,华夏幸福,2017-01-23,30918.73,10.46
32,600373,中文传媒,2017-01-23,1813.77,1.32
33,600645,中源协和,2017-01-23,142.92,0.37
34,601989,中国重工,2017-01-23,40380.95,2.20
35,603308,应流股份,2017-01-23,16018.88,36.93
36,002127,南极电商,2017-01-20,13826.14,8.99
37,002438,江苏神通,2017-01-20,73.63,0.34
38,002500,山西证券,2017-01-20,31000.00,10.96
39,300046,台基股份,2017-01-20,517.50,3.64
40,601555,东吴证券,2017-01-20,30000.00,10.00
41,002581,未名医药,2017-01-19,154.93,0.24
42,002661,克明面业,2017-01-19,8000.00,23.74
43,002771,真视通,2017-01-19,25.82,0.32
44,300287,飞利信,2017-01-19,1940.82,1.35
45,300369,绿盟科技,2017-01-19,103.18,0.28
46,600196,复星医药,2017-01-19,125.94,0.05
47,600716,凤凰股份,2017-01-19,16962.02,18.12
48,000593,大通燃气,2017-01-18,5660.38,15.78
49,002168,深圳惠程,2017-01-18,246.00,0.30
50,002649,博彦科技,2017-01-18,380.76,2.16
51,300188,美亚柏科,2017-01-18,1057.98,2.13
52,300252,金信诺,2017-01-18,17.50,0.04
53,600517,置信电气,2017-01-18,13085.33,9.65
54,000050,深天马A,2017-01-17,26936.03,19.23
55,000509,华塑控股,2017-01-17,19920.59,24.13
56,300207,欣旺达,2017-01-17,1152.56,0.89
57,300425,环能科技,2017-01-17,543.92,3.08
58,600594,益佰制药,2017-01-17,956.92,1.21
59,603699,纽威股份,2017-01-17,59500.00,79.33
60,000026,飞亚达A,2017-01-16,4597.70,10.48
61,002302,西部建设,2017-01-16,9825.42,9.52
62,002517,恺英网络,2017-01-16,1537.81,2.14
63,002769,普路通,2017-01-16,262.49,0.70
64,300182,捷成股份,2017-01-16,6959.19,2.72
65,300335,迪森股份,2017-01-16,4601.23,12.72
66,300348,长亮科技,2017-01-16,135.39,0.46
67,600276,恒瑞医药,2017-01-16,47.88,0.02
68,600741,华域汽车,2017-01-16,28330.90,8.99
69,601058,赛轮金宇,2017-01-16,4400.00,1.92
70,002059,云南旅游,2017-01-13,2929.94,4.01
71,002207,*ST准油,2017-01-13,4026.00,16.83
72,002215,诺普信,2017-01-13,296.39,0.32
73,300048,合康新能,2017-01-13,4892.81,6.21
74,300187,永清环保,2017-01-13,250.33,0.39
75,300312,邦讯技术,2017-01-13,135.00,0.42
76,300379,东方通,2017-01-13,295.68,2.14
77,300396,迪瑞医疗,2017-01-13,1.25,0.01
78,002121,科陆电子,2017-01-12,397.00,0.33
79,002472,双环传动,2017-01-12,10000.00,14.78
80,002596,海南瑞泽,2017-01-12,553.85,1.70
81,002672,东江环保,2017-01-12,80.00,0.09
82,300116,坚瑞沃能,2017-01-12,3032.46,2.49
83,300311,任子行,2017-01-12,270.80,0.60
84,300329,海伦钢琴,2017-01-12,1012.59,4.03
85,600869,智慧能源,2017-01-12,6174.14,2.78
86,000998,隆平高科,2017-01-11,16450.00,13.10
87,002050,三花智控,2017-01-11,4634.99,2.57
88,002069,獐子岛,2017-01-11,89.50,0.13
89,300242,明家联合,2017-01-11,1999.64,3.14
90,300287,飞利信,2017-01-11,5051.26,3.52
91,000718,苏宁环球,2017-01-10,37848.61,12.47
92,300009,安科生物,2017-01-10,1826.45,3.33
93,300381,溢多利,2017-01-10,2141.85,5.27
94,600206,有研新材,2017-01-10,13094.52,15.61
95,600819,耀皮玻璃,2017-01-10,7494.34,8.02
96,601012,隆基股份,2017-01-10,56.40,0.03
97,000001,平安银行,2017-01-09,228680.93,13.32
