,code,name,date,count,ratio
0,300179,四方达,2018-08-31,56.21,0.12
1,300245,天玑科技,2018-08-31,5.10,0.02
2,000887,中鼎股份,2018-08-30,559.70,0.45
3,002274,华昌化工,2018-08-30,13500.00,21.26
4,300364,中文在线,2018-08-30,12.51,0.04
5,002115,三维通信,2018-08-29,222.84,0.53
6,002456,欧菲光,2018-08-29,15.00,0.01
7,601139,深圳燃气,2018-08-29,3010.90,1.36
8,002044,美年健康,2018-08-28,127452.28,52.63
9,002247,帝龙文化,2018-08-28,203.11,0.24
10,002298,中电鑫龙,2018-08-28,13236.66,18.80
11,002466,天齐锂业,2018-08-28,257.36,0.26
12,300271,华宇软件,2018-08-28,6.35,0.01
13,002483,润邦股份,2018-08-27,9644.78,14.34
14,002519,银河电子,2018-08-27,32.64,0.03
15,002523,天桥起重,2018-08-27,12444.17,12.30
16,300178,腾邦国际,2018-08-27,393.04,0.71
17,300247,乐金健康,2018-08-27,1160.00,1.44
18,600532,宏达矿业,2018-08-27,11983.13,23.22
19,000564,供销大集,2018-08-26,19565.22,3.26
20,000906,浙商中拓,2018-08-26,6232.69,12.20
21,002465,海格通信,2018-08-26,15071.26,7.02
22,300178,腾邦国际,2018-08-26,62.47,0.11
23,300222,科大智能,2018-08-26,679.44,0.93
24,600482,中国动力,2018-08-26,168.96,0.10
25,000703,恒逸石化,2018-08-25,292.50,0.18
26,002271,东方雨虹,2018-08-25,1578.15,1.79
27,002466,天齐锂业,2018-08-25,5.02,0.01
28,300027,华谊兄弟,2018-08-25,29102.30,10.45
29,300067,安诺其,2018-08-25,677.06,1.04
30,300435,中泰股份,2018-08-25,144.00,0.59
31,000795,英洛华,2018-08-24,20312.12,17.92
32,002539,云图控股,2018-08-24,18250.00,18.07
33,300464,星徽精密,2018-08-24,150.50,0.72
34,300476,胜宏科技,2018-08-24,289.00,0.77
35,600241,时代万恒,2018-08-24,3323.30,14.69
36,600479,千金药业,2018-08-24,4393.67,12.60
37,002560,通达股份,2018-08-22,48.00,0.11
38,300126,锐奇股份,2018-08-22,163.52,0.53
39,300131,英唐智控,2018-08-22,26071.44,24.38
40,300476,胜宏科技,2018-08-22,38.88,0.10
41,000902,新洋丰,2018-08-21,352.80,0.27
42,002366,台海核电,2018-08-21,2952.76,6.81
43,300322,硕贝德,2018-08-21,37.35,0.09
44,600718,东软集团,2018-08-21,584.48,0.47
45,002738,中矿资源,2018-08-20,272.31,1.42
46,300066,三川智慧,2018-08-20,4187.25,4.03
47,300203,聚光科技,2018-08-20,16.15,0.04
48,300341,麦迪电气,2018-08-20,13691.13,26.83
49,300395,菲利华,2018-08-20,120.15,0.41
50,300418,昆仑万维,2018-08-20,700.32,0.60
51,300471,厚普股份,2018-08-20,221.72,0.60
52,600338,西藏珠峰,2018-08-20,49467.39,75.75
53,601636,旗滨集团,2018-08-20,2958.41,1.10
54,002702,海欣食品,2018-08-19,524.28,1.03
55,300350,华鹏飞,2018-08-19,13557.09,25.41
56,300471,厚普股份,2018-08-19,9.60,0.03
57,000936,华西股份,2018-08-18,13800.00,15.57
58,002202,金风科技,2018-08-18,4095.30,1.50
59,002640,跨境通,2018-08-18,320.00,0.22
60,300222,科大智能,2018-08-18,1574.10,2.16
61,600525,长园集团,2018-08-18,5004.34,3.80
62,600715,文投控股,2018-08-18,83568.76,50.67
63,002408,齐翔腾达,2018-08-17,6807.69,3.84
64,300343,联创互联,2018-08-17,4707.31,7.97
65,002168,深圳惠程,2018-08-16,160.00,0.19
66,300292,吴通控股,2018-08-16,8893.28,6.98
67,300118,东方日升,2018-08-14,962.12,1.06
68,300319,麦捷科技,2018-08-14,5842.42,25.00
69,300187,永清环保,2018-08-13,3822.87,5.90
70,600639,浦东金桥,2018-08-13,14707.04,13.10
71,600022,山东钢铁,2018-08-12,19841.27,2.36
72,600619,海立股份,2018-08-12,12157.05,14.03
73,300656,民德电子,2018-08-11,445.50,7.42
74,600242,中昌数据,2018-08-11,1809.83,4.33
75,601872,招商轮船,2018-08-11,57853.63,10.92
76,600105,永鼎股份,2018-08-07,18308.38,19.37
77,300136,信维通信,2018-08-06,4062.83,4.13
78,300289,利德曼,2018-08-06,3113.25,7.35
79,300437,清水源,2018-08-06,210.00,0.96
80,002273,水晶光电,2018-08-05,829.04,1.25
81,002323,雅百特,2018-08-05,42296.57,56.72
82,000623,吉林敖东,2018-08-04,1788.88,2.00
83,000939,凯迪生态,2018-08-03,42398.36,21.58
84,300144,宋城演艺,2018-08-03,7347.34,5.06
85,600400,红豆股份,2018-08-03,33319.15,18.41
86,600682,南京新百,2018-08-03,10175.44,9.24
